Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,51.17269,[47 25] ; [16 97],[24.51891892 47.48108108] ; [38.48108108 74.51891892],1
s2,1,0.0,35.052676,[47 25] ; [24 87],[27.93442623 44.06557377] ; [43.06557377 67.93442623],1
s3,1,0.0,30.436287,[53 19] ; [35 75],[34.81318681 37.18681319] ; [53.18681319 56.81318681],1
a3,1,1e-06,24.827121,[63  9] ; [58 54],[47.34782609 24.65217391] ; [73.65217391 38.34782609],1
s6,1,5e-06,20.958933,[51 19] ; [43 70],[35.95628415 34.04371585] ; [58.04371585 54.95628415],1
n4,1,3.1e-05,17.337403,[63  8] ; [68 45],[50.54891304 20.45108696] ; [80.45108696 32.54891304],1
p3,1,0.001807,9.73545,[37 35] ; [32 80],[27. 45.] ; [42. 70.],0
r3,1,0.002006,9.544168,[67  5] ; [85 28],[59.15675676 12.84324324] ; [92.84324324 20.15675676],0
n1,1,0.00215,9.417036,[15  8] ; [10 29],[ 9.27419355 13.72580645] ; [15.72580645 23.27419355],0
r1,1,0.002295,9.297066,[56 16] ; [63 50],[46.31351351 25.68648649] ; [72.68648649 40.31351351],0
a5,1,0.002819,8.920989,[54 18] ; [60 53],[44.36756757 27.63243243] ; [69.63243243 43.36756757],0
p10,1,0.003081,8.759009,[57 15] ; [65 47],[47.73913043 24.26086957] ; [74.26086957 37.73913043],0
u1,1,0.003961,8.301476,[ 7 65] ; [  1 112],[ 3.11351351 68.88648649] ; [  4.88648649 108.11351351],0
p4,1,0.00414,8.221583,[38 34] ; [35 76],[28.72131148 43.27868852] ; [44.27868852 66.72131148],0
v1,1,0.009172,6.789094,[41 29] ; [43 68],[32.48618785 37.51381215] ; [51.51381215 59.48618785],0
p9,1,0.011693,6.356782,[58 14] ; [70 41],[50.36065574 21.63934426] ; [77.63934426 33.36065574],0
d5,1,0.01795,5.601018,[52 20] ; [62 51],[44.36756757 27.63243243] ; [69.63243243 43.36756757],0
n5,1,0.021656,5.273195,[58 13] ; [74 38],[51.21311475 19.78688525] ; [80.78688525 31.21311475],0
b2,1,0.023785,5.110252,[27 27] ; [20 47],[20.97520661 33.02479339] ; [26.02479339 40.97520661],0
b3,1,0.023785,5.110252,[27 27] ; [20 47],[20.97520661 33.02479339] ; [26.02479339 40.97520661],0
p2,1,0.027506,4.858772,[55 17] ; [68 44],[48.13043478 23.86956522] ; [74.86956522 37.13043478],0
p7,1,0.029206,4.755411,[40 32] ; [43 67],[32.83516484 39.16483516] ; [50.16483516 59.83516484],0
s4,1,0.029394,4.744389,[17 55] ; [ 13 100],[11.67567568 60.32432432] ; [18.32432432 94.67567568],0
s5,1,0.032554,4.569106,[26 45] ; [24 85],[19.72222222 51.27777778] ; [30.27777778 78.72222222],0
r2,1,0.050941,3.810228,[64  7] ; [87 23],[59.2320442 11.7679558] ; [91.7679558 18.2320442],0
v3,1,0.053024,3.743153,[28 42] ; [28 79],[22.14689266 47.85310734] ; [33.85310734 73.14689266],0
r4,1,0.060552,3.522187,[57 15] ; [75 38],[51.37297297 20.62702703] ; [80.62702703 32.37297297],0
d4,1,0.065575,3.390457,[54 18] ; [70 43],[48.25945946 23.74054054] ; [75.74054054 37.25945946],0
b1,1,0.0733,3.207525,[39 33] ; [46 67],[33.08108108 38.91891892] ; [51.91891892 61.08108108],0
v4,1,0.088242,2.90616,[63  7] ; [91 22],[58.90710383 11.09289617] ; [95.09289617 17.90710383],0
d3,1,0.122353,2.386936,[31 41] ; [36 77],[26.07567568 45.92432432] ; [40.92432432 72.07567568],0
a2,1,0.136849,2.213038,[ 9 63] ; [  7 106],[ 6.22702703 65.77297297] ; [  9.77297297 103.22702703],0
p11,1,0.146113,2.11237,[55 17] ; [75 38],[50.59459459 21.40540541] ; [79.40540541 33.59459459],0
n2,1,0.147818,2.094629,[20  4] ; [26 13],[17.52380952  6.47619048] ; [28.47619048 10.52380952],0
a8,1,0.163933,1.937566,[ 9 61] ; [ 7 98],[ 6.4 63.6] ; [ 9.6 95.4],0
a4,1,0.169368,1.888527,[31 41] ; [37 75],[26.60869565 45.39130435] ; [41.39130435 70.60869565],0
n6,1,0.172758,1.858845,[57 13] ; [82 31],[53.16939891 16.83060109] ; [85.83060109 27.16939891],0
d1,1,0.174525,1.843638,[30 42] ; [36 77],[25.68648649 46.31351351] ; [40.31351351 72.68648649],0
p5,1,0.216478,1.527565,[ 8 62] ; [  7 105],[ 5.76923077 64.23076923] ; [  9.23076923 102.76923077],0
a6,1,0.216882,1.52488,[29 43] ; [56 57],[33.08108108 38.91891892] ; [51.91891892 61.08108108],0
p8,1,0.23987,1.381361,[27 45] ; [33 80],[23.35135135 48.64864865] ; [36.64864865 76.35135135],0
v2,1,0.271258,1.210375,[34 36] ; [43 64],[30.4519774 39.5480226] ; [46.5480226 60.4519774],0
n3,1,0.319961,0.989104,[17  6] ; [24 15],[15.20967742  7.79032258] ; [25.79032258 13.20967742],0
b4,1,0.348813,0.877772,[37 35] ; [66 47],[40.08648649 31.91351351] ; [62.91351351 50.08648649],0
d2,1,0.372675,0.794727,[34 38] ; [45 66],[31.08196721 40.91803279] ; [47.91803279 63.08196721],0
p12,1,0.511057,0.431902,[ 4 68] ; [  4 109],[ 3.11351351 68.88648649] ; [  4.88648649 108.11351351],0
u3,1,0.566133,0.329197,[4 5] ; [19 36],[3.234375 5.765625] ; [19.765625 35.234375],0
p1,1,0.578981,0.307884,[ 6 66] ; [  7 106],[ 5.05945946 66.94054054] ; [  7.94054054 105.05945946],0
a1,1,0.724569,0.124157,[ 3 69] ; [  6 107],[ 3.5027027 68.4972973] ; [  5.4972973 107.5027027],0
u4,1,0.746571,0.104435,[ 1 71] ; [  1 112],[ 0.77837838 71.22162162] ; [  1.22162162 111.77837838],0
b5,1,0.795126,0.067423,[33 39] ; [54 59],[33.85945946 38.14054054] ; [53.14054054 59.85945946],0
u2,1,0.917221,0.010802,[4 5] ; [23 31],[3.85714286 5.14285714] ; [23.14285714 30.85714286],0
s1,1,0.953796,0.003357,[ 4 68] ; [  6 106],[ 3.91304348 68.08695652] ; [  6.08695652 105.91304348],0
