Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.009394,6.746262,[17 69] ; [3 1],[19.11111111 66.88888889] ; [0.88888889 3.11111111],0
p4,1,0.01171,6.35431,[18 69] ; [3 1],[20.07692308 66.92307692] ; [0.92307692 3.07692308],0
p7,1,0.013225,6.138822,[18 67] ; [3 1],[20.05617978 64.94382022] ; [0.94382022 3.05617978],0
s1,1,0.018286,5.56855,[ 9 77] ; [2 2],[10.51111111 75.48888889] ; [0.48888889 3.51111111],0
v3,1,0.045879,3.986038,[23 59] ; [3 1],[24.79069767 57.20930233] ; [1.20930233 2.79069767],0
p8,1,0.049713,3.851097,[12 75] ; [2 2],[13.38461538 73.61538462] ; [0.61538462 3.38461538],0
s8,1,0.051843,3.780818,[12 74] ; [2 2],[13.37777778 72.62222222] ; [0.62222222 3.37777778],0
s5,1,0.054069,3.710577,[12 73] ; [2 2],[13.37078652 71.62921348] ; [0.62921348 3.37078652],0
s3,1,0.064015,3.430171,[26 59] ; [3 1],[27.69662921 57.30337079] ; [1.30337079 2.69662921],0
p11,1,0.07728,3.121201,[28 59] ; [3 1],[29.63736264 57.36263736] ; [1.36263736 2.63736264],0
s6,1,0.191055,1.70946,[36 50] ; [3 1],[37.26666667 48.73333333] ; [1.73333333 2.26666667],0
s7,1,0.201066,1.634615,[18 63] ; [2 2],[19.05882353 61.94117647] ; [0.94117647 3.05882353],0
a8,1,0.262739,1.254265,[ 7 76] ; [1 3],[ 7.63218391 75.36781609] ; [0.36781609 3.63218391],0
s2,1,0.301935,1.065629,[23 64] ; [2 2],[23.9010989 63.0989011] ; [1.0989011 2.9010989],0
a6,1,0.306312,1.046512,[42 44] ; [3 1],[43. 43.] ; [2. 2.],0
a7,1,0.32819,0.956028,[43 43] ; [1 3],[42.04444444 43.95555556] ; [1.95555556 2.04444444],0
d4,1,0.340606,0.908151,[62 24] ; [2 2],[61.15555556 24.84444444] ; [2.84444444 1.15555556],0
b5,1,0.385417,0.753352,[46 41] ; [3 1],[46.84615385 40.15384615] ; [2.15384615 1.84615385],0
v1,1,0.403837,0.696871,[26 60] ; [2 2],[26.75555556 59.24444444] ; [1.24444444 2.75555556],0
b1,1,0.434682,0.610281,[48 39] ; [3 1],[48.75824176 38.24175824] ; [2.24175824 1.75824176],0
b4,1,0.460459,0.54478,[49 38] ; [3 1],[49.71428571 37.28571429] ; [2.28571429 1.71428571],0
r4,1,0.487009,0.483128,[50 37] ; [3 1],[50.67032967 36.32967033] ; [2.32967033 1.67032967],0
a5,1,0.487009,0.483128,[50 37] ; [3 1],[50.67032967 36.32967033] ; [2.32967033 1.67032967],0
r1,1,0.502901,0.44881,[50 36] ; [3 1],[50.64444444 35.35555556] ; [2.35555556 1.64444444],0
b2,1,0.526168,0.401786,[23 33] ; [1 3],[22.4 33.6] ; [1.6 2.4],0
b3,1,0.526168,0.401786,[23 33] ; [1 3],[22.4 33.6] ; [1.6 2.4],0
p6,1,0.547006,0.362708,[12 73] ; [1 3],[12.41573034 72.58426966] ; [0.58426966 3.41573034],0
v4,1,0.68427,0.165359,[56 30] ; [3 1],[56.37777778 29.62222222] ; [2.62222222 1.37777778],0
r2,1,0.717447,0.130952,[69 15] ; [3 1],[68.72727273 15.27272727] ; [3.27272727 0.72727273],0
a4,1,0.726395,0.122447,[35 50] ; [2 2],[35.33707865 49.66292135] ; [1.66292135 2.33707865],0
r3,1,0.751856,0.099978,[58 28] ; [3 1],[58.28888889 27.71111111] ; [2.71111111 1.28888889],0
a3,1,0.762522,0.091307,[49 36] ; [2 2],[48.70786517 36.29213483] ; [2.29213483 1.70786517],0
d1,1,0.838904,0.041329,[39 48] ; [2 2],[39.1978022 47.8021978] ; [1.8021978 2.1978022],0
p9,1,0.865317,0.028768,[18 66] ; [1 3],[18.13636364 65.86363636] ; [0.86363636 3.13636364],0
d3,1,0.963727,0.002068,[42 44] ; [2 2],[42.04444444 43.95555556] ; [1.95555556 2.04444444],0
d2,1,0.981653,0.000529,[42 43] ; [2 2],[42.02247191 42.97752809] ; [1.97752809 2.02247191],0
