Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,37.157897,[18 34] ; [241  75],[36.59782609 15.40217391] ; [222.40217391  93.59782609],1
p8,1,0.0,30.993748,[12 41] ; [203 117],[30.54959786 22.45040214] ; [184.45040214 135.54959786],1
p4,1,0.0,28.716892,[20 33] ; [241  83],[36.69230769 16.30769231] ; [224.30769231  99.69230769],1
p3,1,0.000282,13.183369,[19 34] ; [202 122],[31.06896552 21.93103448] ; [189.93103448 134.06896552],1
v4,1,0.000685,11.530831,[47  6] ; [318   7],[51.17724868  1.82275132] ; [313.82275132  11.17724868],1
p9,1,0.000987,10.852305,[39 12] ; [296  27],[45.68181818  5.31818182] ; [289.31818182  33.68181818],1
p10,1,0.009672,6.694316,[40 13] ; [285  37],[45.93333333  7.06666667] ; [279.06666667  42.93333333],0
n5,1,0.010354,6.572959,[39 14] ; [283  42],[45.14814815  7.85185185] ; [276.85185185  48.14814815],0
b1,1,0.017206,5.675275,[28 25] ; [116 209],[20.19047619 32.80952381] ; [123.80952381 201.19047619],0
p11,1,0.021863,5.25664,[37 16] ; [270  55],[43.04497354  9.95502646] ; [263.95502646  61.04497354],0
p6,1,0.027328,4.869989,[18 35] ; [161 159],[25.43431635 27.56568365] ; [153.56568365 166.43431635],0
s2,1,0.066442,3.368813,[33 20] ; [241  83],[38.5198939 14.4801061] ; [235.4801061  88.5198939],0
n4,1,0.070051,3.281814,[42 11] ; [286  38],[46.11140584  6.88859416] ; [281.88859416  42.11140584],0
r4,1,0.082063,3.023561,[46  7] ; [304  21],[49.07407407  3.92592593] ; [300.92592593  24.07407407],0
v1,1,0.108381,2.577675,[23 26] ; [188 130],[28.17166213 20.82833787] ; [182.82833787 135.17166213],0
s1,1,0.119235,2.427338,[ 5 48] ; [ 14 307],[ 2.69251337 50.30748663] ; [ 16.30748663 304.69251337],0
a8,1,0.124579,2.358785,[ 5 45] ; [ 55 235],[ 8.82352941 41.17647059] ; [ 51.17647059 238.82352941],0
u3,1,0.133166,2.255199,[10  2] ; [32 21],[7.75384615 4.24615385] ; [34.24615385 18.75384615],0
n2,1,0.136641,2.215385,[9 6] ; [51 14],[11.25  3.75] ; [48.75 16.25],0
p5,1,0.139001,2.188986,[ 5 45] ; [ 60 264],[ 8.68983957 41.31016043] ; [ 56.31016043 267.68983957],0
d2,1,0.170591,1.877746,[35 18] ; [182 143],[30.42592593 22.57407407] ; [186.57407407 138.42592593],0
u4,1,0.196195,1.670476,[ 4 49] ; [ 12 313],[ 2.24338624 50.75661376] ; [ 13.75661376 311.24338624],0
s3,1,0.2067,1.594389,[35 17] ; [244  79],[38.688 13.312] ; [240.312  82.688],0
a3,1,0.215727,1.532571,[41 12] ; [272  51],[44.11968085  8.88031915] ; [268.88031915  54.11968085],0
b4,1,0.232467,1.425702,[34 19] ; [180 145],[30.00529101 22.99470899] ; [183.99470899 141.00529101],0
n3,1,0.26308,1.252478,[8 6] ; [47 18],[9.74683544 4.25316456] ; [45.25316456 19.74683544],0
s5,1,0.265371,1.240518,[20 32] ; [145 165],[23.70165746 28.29834254] ; [141.29834254 168.70165746],0
