Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.712413,[123  40] ; [112 142],[91.85851319 71.14148681] ; [143.14148681 110.85851319],1
s6,1,0.0,32.442835,[147  16] ; [167  88],[122.44497608  40.55502392] ; [191.55502392  63.44497608],1
p5,1,1e-06,24.108368,[ 49 116] ; [ 27 225],[ 30.07194245 134.92805755] ; [ 45.92805755 206.07194245],1
s7,1,3e-06,21.992319,[113  41] ; [120 122],[90.61111111 63.38888889] ; [142.38888889  99.61111111],1
s3,1,6e-05,16.11239,[116  46] ; [131 122],[96.41927711 65.58072289] ; [150.58072289 102.41927711],1
s8,1,0.000134,14.584616,[104  60] ; [113 142],[84.93556086 79.06443914] ; [132.06443914 122.93556086],1
p7,1,0.002377,9.232805,[135  28] ; [176  77],[121.85817308  41.14182692] ; [189.14182692  63.85817308],0
s4,1,0.002625,9.051655,[ 38 124] ; [ 31 223],[ 26.87019231 135.12980769] ; [ 42.12980769 211.87019231],0
p6,1,0.002777,8.94852,[96 67] ; [111 142],[81.10817308 81.89182692] ; [125.89182692 127.10817308],0
p9,1,0.006063,7.531579,[157   7] ; [224  31],[149.12649165  14.87350835] ; [231.87350835  23.12649165],0
r4,1,0.008729,6.877407,[160   5] ; [231  25],[153.24228029  11.75771971] ; [237.75771971  18.24228029],0
d1,1,0.009649,6.698501,[119  46] ; [153 103],[106.60332542  58.39667458] ; [165.39667458  90.60332542],0
d3,1,0.013118,6.153145,[131  34] ; [175  81],[119.92874109  45.07125891] ; [186.07125891  69.92874109],0
r1,1,0.01578,5.827207,[146  18] ; [205  51],[137.05714286  26.94285714] ; [213.94285714  42.05714286],0
a3,1,0.018029,5.593345,[134  31] ; [181  74],[123.75  41.25] ; [191.25  63.75],0
a5,1,0.023936,5.099262,[139  26] ; [192  64],[129.72684086  35.27315914] ; [201.27315914  54.72684086],0
d4,1,0.025319,5.001905,[145  19] ; [205  51],[136.66666667  27.33333333] ; [213.33333333  42.66666667],0
v3,1,0.026671,4.911998,[85 78] ; [100 144],[74.09090909 88.90909091] ; [110.90909091 133.09090909],0
n4,1,0.031835,4.607352,[155   9] ; [226  30],[148.77142857  15.22857143] ; [232.22857143  23.77142857],0
n6,1,0.034964,4.446943,[158   7] ; [229  25],[152.39856802  12.60143198] ; [234.60143198  19.39856802],0
p3,1,0.046953,3.94706,[122  43] ; [165  90],[112.75  52.25] ; [174.25  80.75],0
p10,1,0.052884,3.74759,[152  12] ; [220  34],[145.95215311  18.04784689] ; [226.04784689  27.95215311],0
b5,1,0.06169,3.49136,[84 81] ; [154 102],[93.27790974 71.72209026] ; [144.72209026 111.27790974],0
d5,1,0.079969,3.065533,[146  18] ; [212  44],[139.79047619  24.20952381] ; [218.20952381  37.79047619],0
a1,1,0.083865,2.988359,[ 12 153] ; [  9 247],[  8.2304038 156.7695962] ; [ 12.7695962 243.2304038],0
p8,1,0.084003,2.985693,[118  47] ; [159  92],[109.86778846  55.13221154] ; [167.13221154  83.86778846],0
n2,1,0.107191,2.595148,[25  4] ; [30 13],[22.15277778  6.84722222] ; [32.84722222 10.15277778],0
a4,1,0.123755,2.369137,[90 75] ; [119 135],[82.30310263 82.69689737] ; [126.69689737 127.30310263],0
r2,1,0.135132,2.232531,[159   6] ; [235  18],[155.52631579   9.47368421] ; [238.47368421  14.52631579],0
u1,1,0.163145,1.944832,[ 41 124] ; [ 49 207],[ 35.27315914 129.72684086] ; [ 54.72684086 201.27315914],0
v4,1,0.174475,1.844065,[161   4] ; [242  13],[158.32142857   6.67857143] ; [244.67857143  10.32142857],0
a7,1,0.175229,1.837628,[115  50] ; [193  62],[121.  44.] ; [187.  68.],0
p12,1,0.175858,1.832287,[ 21 144] ; [ 22 233],[ 16.89285714 148.10714286] ; [ 26.10714286 228.89285714],0
p1,1,0.190045,1.717266,[ 20 145] ; [ 21 234],[ 16.10714286 148.89285714] ; [ 24.89285714 230.10714286],0
p2,1,0.208322,1.583049,[154  11] ; [228  26],[150.42959427  14.57040573] ; [231.57040573  22.42959427],0
a2,1,0.212994,1.550959,[ 49 116] ; [ 62 194],[ 43.50356295 121.49643705] ; [ 67.49643705 188.50356295],0
b4,1,0.244203,1.356168,[101  64] ; [142 114],[95.23752969 69.76247031] ; [147.76247031 108.23752969],0
v1,1,0.300206,1.073279,[109  55] ; [153  96],[104.03874092  59.96125908] ; [157.96125908  91.03874092],0
v2,1,0.336448,0.923921,[103  61] ; [144 104],[98.32038835 65.67961165] ; [148.67961165  99.32038835],0
u3,1,0.350682,0.870987,[20 11] ; [41 34],[17.83962264 13.16037736] ; [43.16037736 31.83962264],0
n1,1,0.361686,0.832032,[12 17] ; [22 20],[13.88732394 15.11267606] ; [20.11267606 21.88732394],0
