Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,23.058126,[24  2] ; [1 9],[18.05555556  7.94444444] ; [6.94444444 3.05555556],1
p7,1,0.001701,9.846953,[20  6] ; [2 8],[15.88888889 10.11111111] ; [6.11111111 3.88888889],0
r3,1,0.004962,7.893201,[25  1] ; [6 4],[22.38888889  3.61111111] ; [8.61111111 1.38888889],0
s7,1,0.01863,5.535948,[16  9] ; [2 8],[12.85714286 12.14285714] ; [5.14285714 4.85714286],0
r4,1,0.031686,4.615385,[22  4] ; [5 5],[19.5  6.5] ; [7.5 2.5],0
b5,1,0.067174,3.350769,[12 14] ; [8 2],[14.44444444 11.55555556] ; [5.55555556 4.44444444],0
r2,1,0.083005,3.005062,[24  2] ; [7 3],[22.38888889  3.61111111] ; [8.61111111 1.38888889],0
a6,1,0.089552,2.882401,[16 10] ; [3 7],[13.72222222 12.27777778] ; [5.27777778 4.72222222],0
v4,1,0.092903,2.823333,[23  2] ; [7 3],[21.42857143  3.57142857] ; [8.57142857 1.42857143],0
a5,1,0.101981,2.674286,[13 13] ; [2 8],[10.83333333 15.16666667] ; [4.16666667 5.83333333],0
p11,1,0.11625,2.467133,[20  6] ; [5 5],[18.05555556  7.94444444] ; [6.94444444 3.05555556],0
n6,1,0.183097,1.772308,[23  3] ; [7 3],[21.66666667  4.33333333] ; [8.33333333 1.66666667],0
s5,1,0.19757,1.660248,[10 13] ; [2 8],[ 8.36363636 14.63636364] ; [3.63636364 6.36363636],0
u2,1,0.200933,1.635577,[7 8] ; [1 5],[5.71428571 9.28571429] ; [2.28571429 3.71428571],0
n3,1,0.20686,1.593266,[8 1] ; [3 2],[7.07142857 1.92857143] ; [3.92857143 1.07142857],0
s3,1,0.212422,1.554839,[17  8] ; [4 5],[15.44117647  9.55882353] ; [5.55882353 3.44117647],0
s2,1,0.244607,1.353846,[16  8] ; [4 5],[14.54545455  9.45454545] ; [5.45454545 3.54545455],0
d3,1,0.26012,1.268116,[10 15] ; [2 8],[ 8.57142857 16.42857143] ; [3.42857143 6.57142857],0
u3,1,0.269004,1.221818,[9 6] ; [2 4],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
p4,1,0.279401,1.17,[13 13] ; [3 7],[11.55555556 14.44444444] ; [4.44444444 5.55555556],0
r1,1,0.281942,1.157705,[18  8] ; [5 5],[16.61111111  9.38888889] ; [6.38888889 3.61111111],0
s8,1,0.292584,1.107692,[10 16] ; [2 8],[ 8.66666667 17.33333333] ; [3.33333333 6.66666667],0
a4,1,0.37456,0.78848,[ 6 20] ; [1 9],[ 5.05555556 20.94444444] ; [1.94444444 8.05555556],0
b1,1,0.393841,0.727049,[ 9 17] ; [2 8],[ 7.94444444 18.05555556] ; [3.05555556 6.94444444],0
n4,1,0.445513,0.582042,[19  7] ; [6 4],[18.05555556  7.94444444] ; [6.94444444 3.05555556],0
v3,1,0.47824,0.502874,[ 5 20] ; [1 9],[ 4.28571429 20.71428571] ; [1.71428571 8.28571429],0
d2,1,0.486339,0.484615,[ 5 21] ; [3 7],[ 5.77777778 20.22222222] ; [2.22222222 7.77777778],0
v1,1,0.497465,0.46034,[11 15] ; [3 7],[10.11111111 15.88888889] ; [3.88888889 6.11111111],0
p1,1,0.510835,0.432357,[ 3 23] ; [2 8],[ 3.61111111 22.38888889] ; [1.38888889 8.61111111],0
s6,1,0.610823,0.258978,[18  5] ; [7 3],[17.42424242  5.57575758] ; [7.57575758 2.42424242],0
p3,1,0.63591,0.224132,[10 16] ; [3 7],[ 9.38888889 16.61111111] ; [3.61111111 6.38888889],0
n5,1,0.667436,0.184615,[19  7] ; [8 2],[19.5  6.5] ; [7.5 2.5],0
d5,1,0.667779,0.184211,[12 13] ; [4 6],[11.42857143 13.57142857] ; [4.57142857 5.42857143],0
a7,1,0.74753,0.103618,[14 11] ; [5 5],[13.57142857 11.42857143] ; [5.42857143 4.57142857],0
v2,1,0.75415,0.098077,[ 6 18] ; [2 8],[ 5.64705882 18.35294118] ; [2.35294118 7.64705882],0
s1,1,0.848572,0.036458,[ 2 23] ; [1 9],[ 2.14285714 22.85714286] ; [0.85714286 9.14285714],0
p2,1,0.853531,0.034083,[19  7] ; [7 3],[18.77777778  7.22222222] ; [7.22222222 2.77777778],0
a3,1,0.899895,0.015824,[11 15] ; [4 6],[10.83333333 15.16666667] ; [4.16666667 5.83333333],0
b4,1,1.0,0.0,[13 13] ; [5 5],[13. 13.] ; [5. 5.],0
