Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8e-06,19.893882,[208  92] ; [11 24],[196.11940299 103.88059701] ; [22.88059701 12.11940299],1
p4,1,2.4e-05,17.852195,[223  77] ; [14 21],[212.23880597  87.76119403] ; [24.76119403 10.23880597],1
p11,1,2.9e-05,17.473276,[253  47] ; [20 16],[243.75  56.25] ; [29.25  6.75],1
v4,1,0.000195,13.87976,[288   9] ; [30  6],[283.62162162  13.37837838] ; [34.37837838  1.62162162],1
d3,1,0.000407,12.499014,[220  80] ; [15 19],[211.07784431  88.92215569] ; [23.92215569 10.07784431],1
n6,1,0.00044,12.355769,[260  36] ; [23 12],[253.0755287  42.9244713] ; [29.9244713  5.0755287],1
s1,1,0.003947,8.308118,[ 10 288] ; [ 5 31],[ 13.38323353 284.61676647] ; [ 1.61676647 34.38323353],0
r2,1,0.005973,7.558354,[284  11] ; [30  5],[280.6969697  14.3030303] ; [33.3030303  1.6969697],0
p9,1,0.007548,7.13761,[264  35] ; [26 10],[258.8358209  40.1641791] ; [31.1641791  4.8358209],0
p10,1,0.008929,6.837019,[256  41] ; [25 11],[250.62162162  46.37837838] ; [30.37837838  5.62162162],0
p3,1,0.009498,6.726767,[188 112] ; [14 21],[180.89552239 119.10447761] ; [21.10447761 13.89552239],0
d4,1,0.010923,6.477817,[253  45] ; [23 11],[247.73493976  50.26506024] ; [28.26506024  5.73493976],0
a2,1,0.013215,6.14013,[ 82 218] ; [ 3 33],[ 75.89285714 224.10714286] ; [ 9.10714286 26.89285714],0
b1,1,0.026268,4.938272,[125 175] ; [22 14],[131.25 168.75] ; [15.75 20.25],0
a5,1,0.032864,4.552846,[225  75] ; [21 15],[219.64285714  80.35714286] ; [26.35714286  9.64285714],0
s6,1,0.043588,4.072461,[250  43] ; [26 10],[245.7993921  47.2006079] ; [30.2006079  5.7993921],0
r4,1,0.043797,4.06438,[279  21] ; [30  6],[275.89285714  24.10714286] ; [33.10714286  2.89285714],0
b5,1,0.044654,4.031677,[164 136] ; [26 10],[169.64285714 130.35714286] ; [20.35714286 15.64285714],0
r1,1,0.061159,3.505669,[252  46] ; [26 10],[248.03592814  49.96407186] ; [29.96407186  6.03592814],0
d1,1,0.067386,3.345562,[181 119] ; [16 20],[175.89285714 124.10714286] ; [21.10714286 14.89285714],0
n4,1,0.075065,3.168646,[244  54] ; [25 11],[240.00598802  57.99401198] ; [28.99401198  7.00598802],0
s5,1,0.151935,2.05272,[136 153] ; [12 23],[132.01234568 156.98765432] ; [15.98765432 19.01234568],0
d5,1,0.153807,2.034085,[242  57] ; [24 10],[238.84084084  60.15915916] ; [27.15915916  6.84084084],0
s8,1,0.156019,2.012393,[183 117] ; [17 18],[179.10447761 120.89552239] ; [20.89552239 14.10447761],0
v3,1,0.187392,1.738005,[129 163] ; [11 23],[125.39877301 166.60122699] ; [14.60122699 19.39877301],0
r3,1,0.189204,1.723802,[292   6] ; [34  2],[290.86227545   7.13772455] ; [35.13772455  0.86227545],0
a8,1,0.214287,1.542228,[ 48 232] ; [ 9 26],[ 50.66666667 229.33333333] ; [ 6.33333333 28.66666667],0
u1,1,0.229476,1.444106,[ 58 242] ; [ 4 32],[ 55.35714286 244.64285714] ; [ 6.64285714 29.35714286],0
a3,1,0.230871,1.435485,[226  72] ; [24 12],[223.05389222  74.94610778] ; [26.94610778  9.05389222],0
s7,1,0.282786,1.153651,[200  90] ; [21 14],[197.2  92.8] ; [23.8 11.2],0
a6,1,0.286677,1.135164,[203  96] ; [20 14],[200.23123123  98.76876877] ; [22.76876877 11.23123123],0
p6,1,0.289745,1.120805,[152 146] ; [15 21],[149. 149.] ; [18. 18.],0
b2,1,0.317616,0.998738,[ 77 117] ; [ 7 17],[ 74.75229358 119.24770642] ; [ 9.24770642 14.75229358],0
b3,1,0.317616,0.998738,[ 77 117] ; [ 7 17],[ 74.75229358 119.24770642] ; [ 9.24770642 14.75229358],0
a4,1,0.40814,0.684211,[138 161] ; [14 22],[135.66567164 163.33432836] ; [16.33432836 19.66567164],0
n1,1,0.495745,0.464033,[20 32] ; [5 5],[20.96774194 31.03225806] ; [4.03225806 5.96774194],0
d2,1,0.539612,0.376259,[149 151] ; [15 19],[147.30538922 152.69461078] ; [16.69461078 17.30538922],0
v2,1,0.569676,0.323225,[166 121] ; [22 13],[167.56521739 119.43478261] ; [20.43478261 14.56521739],0
n2,1,0.587855,0.293706,[44  8] ; [10  1],[44.57142857  7.42857143] ; [9.42857143 1.57142857],0
p5,1,0.608349,0.262587,[ 45 254] ; [ 4 30],[ 43.996997 255.003003] ; [ 5.003003 28.996997],0
p1,1,0.636217,0.223724,[ 26 272] ; [ 4 32],[ 26.76646707 271.23353293] ; [ 3.23353293 32.76646707],0
b4,1,0.664591,0.187995,[172 128] ; [22 14],[173.21428571 126.78571429] ; [20.78571429 15.21428571],0
p12,1,0.702531,0.145853,[ 31 268] ; [ 3 33],[ 30.34626866 268.65373134] ; [ 3.65373134 32.34626866],0
v1,1,0.712362,0.135929,[163 128] ; [19 17],[161.96330275 129.03669725] ; [20.03669725 15.96330275],0
u2,1,0.720362,0.128146,[40 32] ; [6 6],[39.42857143 32.57142857] ; [6.57142857 5.42857143],0
a7,1,0.721793,0.126781,[208  91] ; [24 12],[207.06865672  91.93134328] ; [24.93134328 11.06865672],0
a1,1,0.769125,0.086154,[ 21 279] ; [ 3 33],[ 21.42857143 278.57142857] ; [ 2.57142857 33.42857143],0
n5,1,0.885252,0.020827,[237  61] ; [29  7],[237.32934132  60.67065868] ; [28.67065868  7.32934132],0
s2,1,0.939118,0.005834,[235  65] ; [28  8],[234.82142857  65.17857143] ; [28.17857143  7.82142857],0
n3,1,0.957688,0.002815,[43 10] ; [9 2],[43.0625  9.9375] ; [8.9375 2.0625],0
s4,1,1.0,0.0,[ 66 231] ; [ 8 28],[ 66. 231.] ; [ 8. 28.],0
u3,1,1.0,0.0,[42 30] ; [7 5],[42. 30.] ; [7. 5.],0
