Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.216453,[102  38] ; [330 372],[71.82897862 68.17102138] ; [360.17102138 341.82897862],1
s5,1,0.0,27.26737,[69 61] ; [202 482],[43.28009828 86.71990172] ; [227.71990172 456.28009828],1
s6,1,0.0,26.683029,[118  19] ; [443 255],[92.04431138 44.95568862] ; [468.95568862 229.04431138],1
s3,1,5e-06,20.821794,[104  37] ; [369 329],[79.49106079 61.50893921] ; [393.50893921 304.49106079],1
n4,1,0.001137,10.589856,[93 50] ; [548 156],[108.22077922  34.77922078] ; [532.77922078 171.22077922],0
a8,1,0.001843,9.699732,[  7 125] ; [100 542],[ 18.24806202 113.75193798] ; [ 88.75193798 553.24806202],0
b3,1,0.002646,9.036501,[16 58] ; [172 259],[27.54851485 46.45148515] ; [160.45148515 270.54851485],0
b2,1,0.002646,9.036501,[16 58] ; [172 259],[27.54851485 46.45148515] ; [160.45148515 270.54851485],0
s7,1,0.010185,6.602179,[82 57] ; [316 356],[68.21454994 70.78545006] ; [329.78545006 342.21454994],0
v2,1,0.01987,5.42331,[66 72] ; [395 279],[78.34729064 59.65270936] ; [382.65270936 291.34729064],0
v3,1,0.022158,5.233302,[44 96] ; [282 392],[56.06879607 83.93120393] ; [269.93120393 404.06879607],0
s8,1,0.035823,4.405533,[75 68] ; [301 401],[63.63076923 79.36923077] ; [312.36923077 389.63076923],0
p11,1,0.064567,3.416009,[105  38] ; [567 139],[113.18727915  29.81272085] ; [558.81272085 147.18727915],0
v1,1,0.104729,2.632011,[68 74] ; [378 305],[76.76606061 65.23393939] ; [369.23393939 313.76606061],0
d3,1,0.108042,2.582626,[106  36] ; [476 226],[97.91943128 44.08056872] ; [484.08056872 217.91943128],0
p6,1,0.137674,2.203761,[59 83] ; [241 448],[51.26353791 90.73646209] ; [248.73646209 440.26353791],0
p2,1,0.147148,2.101567,[113  30] ; [588 112],[118.91221827  24.08778173] ; [582.08778173 117.91221827],0
u2,1,0.165648,1.921897,[22 24] ; [121  84],[26.20717131 19.79282869] ; [116.79282869  88.20717131],0
n5,1,0.17915,1.804665,[98 45] ; [518 182],[104.49347568  38.50652432] ; [511.50652432 188.49347568],0
u4,1,0.19587,1.672906,[  1 142] ; [ 17 689],[  3.03180212 139.96819788] ; [ 14.96819788 691.03180212],0
p10,1,0.222731,1.486687,[120  22] ; [555 138],[114.79041916  27.20958084] ; [560.20958084 132.79041916],0
r1,1,0.248964,1.329106,[111  32] ; [574 128],[115.92307692  27.07692308] ; [569.07692308 132.92307692],0
a1,1,0.260466,1.266277,[  4 139] ; [ 35 671],[  6.56890459 136.43109541] ; [ 32.43109541 673.56890459],0
a5,1,0.31566,1.006846,[99 44] ; [517 188],[103.87735849  39.12264151] ; [512.12264151 192.87735849],0
p9,1,0.317014,1.001224,[123  18] ; [583 112],[119.07416268  21.92583732] ; [586.92583732 108.07416268],0
a2,1,0.345539,0.889773,[ 29 114] ; [169 537],[ 33.34982332 109.65017668] ; [164.65017668 541.34982332],0
a6,1,0.377917,0.777466,[93 50] ; [483 219],[97.47692308 45.52307692] ; [478.52307692 223.47692308],0
b1,1,0.404886,0.693767,[49 94] ; [268 438],[53.393404 89.606596] ; [263.606596 442.393404],0
a7,1,0.422946,0.642115,[99 43] ; [514 190],[102.89125296  39.10874704] ; [510.10874704 193.89125296],0
r4,1,0.431996,0.617452,[132  11] ; [664  42],[134.07302709   8.92697291] ; [661.92697291  44.07302709],0
u1,1,0.432266,0.616728,[ 28 115] ; [119 587],[ 24.75971731 118.24028269] ; [122.24028269 583.75971731],0
p5,1,0.433923,0.612301,[ 13 130] ; [ 79 618],[ 15.66190476 127.33809524] ; [ 76.33809524 620.66190476],0
n1,1,0.46017,0.545482,[11 26] ; [55 97],[12.92063492 24.07936508] ; [53.07936508 98.92063492],0
a3,1,0.479343,0.500358,[97 46] ; [497 205],[100.52307692  42.47692308] ; [493.47692308 208.52307692],0
a4,1,0.573261,0.317257,[60 83] ; [313 390],[63.04846336 79.95153664] ; [309.95153664 393.04846336],0
n2,1,0.597365,0.278989,[29  8] ; [115  40],[27.75  9.25] ; [116.25  38.75],0
d2,1,0.599058,0.27642,[65 78] ; [336 366],[67.86153846 75.13846154] ; [333.13846154 368.86153846],0
p3,1,0.624079,0.240176,[74 69] ; [346 353],[71.33016627 71.66983373] ; [348.66983373 350.33016627],0
b4,1,0.624739,0.239263,[85 58] ; [404 302],[82.3639576 60.6360424] ; [406.6360424 299.3639576],0
r2,1,0.68517,0.164364,[136   7] ; [671  29],[136.89323843   6.10676157] ; [670.10676157  29.89323843],0
d4,1,0.698112,0.150443,[116  27] ; [579 123],[117.61538462  25.38461538] ; [577.38461538 124.61538462],0
p7,1,0.698687,0.149841,[92 48] ; [439 247],[90. 50.] ; [441. 245.],0
p12,1,0.730242,0.11889,[ 10 132] ; [ 55 642],[ 11.0011919 130.9988081] ; [ 53.9988081 643.0011919],0
p1,1,0.752054,0.099813,[ 13 130] ; [ 58 642],[ 12.04389087 130.95610913] ; [ 58.95610913 641.04389087],0
b5,1,0.765055,0.089311,[88 55] ; [425 281],[86.40636042 56.59363958] ; [426.59363958 279.40636042],0
d1,1,0.798219,0.065358,[82 61] ; [413 293],[83.3745583 59.6254417] ; [411.6254417 294.3745583],0
p8,1,0.835394,0.043176,[72 69] ; [360 332],[73.12364946 67.87635054] ; [358.87635054 333.12364946],0
u3,1,0.83705,0.042299,[28 18] ; [122  84],[27.38095238 18.61904762] ; [122.61904762  83.38095238],0
p4,1,0.84421,0.038617,[86 57] ; [413 284],[84.94880952 58.05119048] ; [414.05119048 282.94880952],0
n6,1,0.857901,0.032058,[120  22] ; [589 113],[119.28672986  22.71327014] ; [589.71327014 112.28672986],0
s1,1,0.89824,0.016355,[  5 137] ; [ 23 672],[  4.75029869 137.24970131] ; [ 23.24970131 671.75029869],0
d5,1,0.927225,0.008343,[115  27] ; [567 136],[114.60828402  27.39171598] ; [567.39171598 135.60828402],0
n3,1,0.960254,0.002484,[27 10] ; [113  41],[27.12041885  9.87958115] ; [112.87958115  41.12041885],0
