Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000195,13.880376,[18 10] ; [27 75],[ 9.69230769 18.30769231] ; [35.30769231 66.69230769],1
a6,1,0.2055,1.602847,[13 15] ; [61 41],[15.93846154 12.06153846] ; [58.06153846 43.93846154],0
p3,1,0.238468,1.389628,[11 17] ; [28 73],[ 8.46511628 19.53488372] ; [30.53488372 70.46511628],0
u2,1,0.247772,1.335825,[6 5] ; [13 24],[4.35416667 6.64583333] ; [14.64583333 22.35416667],0
n3,1,0.264855,1.243201,[5 6] ; [25 14],[6.6 4.4] ; [23.4 15.6],0
n2,1,0.265956,1.237488,[9 2] ; [25 14],[7.48 3.52] ; [26.52 12.48],0
a4,1,0.269772,1.217903,[12 16] ; [32 69],[ 9.5503876 18.4496124] ; [34.4496124 66.5503876],0
d1,1,0.281521,1.159734,[13 15] ; [36 66],[10.55384615 17.44615385] ; [38.44615385 63.55384615],0
p9,1,0.283103,1.152132,[21  6] ; [65 32],[18.72580645  8.27419355] ; [67.27419355 29.72580645],0
r2,1,0.306361,1.046299,[22  5] ; [71 28],[19.92857143  7.07142857] ; [73.07142857 25.92857143],0
d2,1,0.323801,0.973531,[14 14] ; [40 61],[11.72093023 16.27906977] ; [42.27906977 58.72093023],0
r3,1,0.335946,0.92584,[23  5] ; [74 27],[21.05426357  6.94573643] ; [75.94573643 25.05426357],0
p4,1,0.35053,0.871537,[12 16] ; [34 68],[ 9.90769231 18.09230769] ; [36.09230769 65.90769231],0
v1,1,0.357814,0.845549,[11 15] ; [32 66],[ 9.01612903 16.98387097] ; [33.98387097 64.01612903],0
b5,1,0.378516,0.775515,[15 13] ; [64 38],[17.01538462 10.98461538] ; [61.98461538 40.01538462],0
a7,1,0.495059,0.465513,[17 11] ; [54 47],[15.41085271 12.58914729] ; [55.58914729 45.41085271],0
d5,1,0.545785,0.364922,[20  8] ; [66 35],[18.66666667  9.33333333] ; [67.33333333 33.66666667],0
n6,1,0.633169,0.227788,[20  8] ; [68 34],[18.95384615  9.04615385] ; [69.04615385 32.95384615],0
a8,1,0.662271,0.190776,[ 2 25] ; [10 88],[ 2.592 24.408] ; [ 9.408 88.592],0
a5,1,0.669598,0.182073,[15 13] ; [50 52],[14. 14.] ; [51. 51.],0
n1,1,0.722279,0.12632,[5 6] ; [15 23],[4.48979592 6.51020408] ; [15.51020408 22.48979592],0
b2,1,0.741713,0.108627,[ 6 11] ; [25 38],[ 6.5875 10.4125] ; [24.4125 38.5875],0
b3,1,0.741713,0.108627,[ 6 11] ; [25 38],[ 6.5875 10.4125] ; [24.4125 38.5875],0
p7,1,0.762619,0.091231,[10 18] ; [33 68],[ 9.33333333 18.66666667] ; [33.66666667 67.33333333],0
a1,1,0.777138,0.080118,[ 2 26] ; [ 9 93],[ 2.36923077 25.63076923] ; [ 8.63076923 93.36923077],0
v2,1,0.804262,0.061422,[ 8 18] ; [33 66],[ 8.528 17.472] ; [32.472 66.528],0
a2,1,0.877526,0.023749,[ 3 25] ; [12 90],[ 3.23076923 24.76923077] ; [11.76923077 90.23076923],0
p11,1,0.978847,0.000703,[16 12] ; [58 44],[15.93846154 12.06153846] ; [58.06153846 43.93846154],0
a3,1,0.983385,0.000434,[17 10] ; [64 38],[16.95348837 10.04651163] ; [64.04651163 37.95348837],0
b1,1,1.0,0.0,[14 14] ; [51 51],[14. 14.] ; [51. 51.],0
