Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000195,13.880376,[18 10] ; [27 75],[ 9.69230769 18.30769231] ; [35.30769231 66.69230769],1
s6,1,0.00043,12.398608,[20  8] ; [35 67],[11.84615385 16.15384615] ; [43.15384615 58.84615385],1
b4,1,0.003112,8.740599,[23  5] ; [52 50],[16.15384615 11.84615385] ; [58.84615385 43.15384615],0
s7,1,0.003466,8.544083,[13 12] ; [22 76],[ 7.11382114 17.88617886] ; [27.88617886 70.11382114],0
s4,1,0.004784,7.959416,[10 18] ; [13 89],[ 4.95384615 23.04615385] ; [18.04615385 83.95384615],0
s8,1,0.027746,4.843753,[10 18] ; [17 85],[ 5.81538462 22.18461538] ; [21.18461538 80.81538462],0
p6,1,0.028972,4.769254,[ 9 19] ; [14 85],[ 5.07086614 22.92913386] ; [17.92913386 81.07086614],0
p5,1,0.034121,4.488617,[ 3 25] ; [ 2 99],[ 1.08527132 26.91472868] ; [ 3.91472868 97.08527132],0
s3,1,0.040154,4.21137,[16 12] ; [36 65],[11.28682171 16.71317829] ; [40.71317829 60.28682171],0
d4,1,0.043534,4.074553,[23  5] ; [63 39],[18.52307692  9.47692308] ; [67.47692308 34.52307692],0
p1,1,0.043723,4.06722,[ 5 23] ; [ 6 96],[ 2.36923077 25.63076923] ; [ 8.63076923 93.36923077],0
v4,1,0.044043,4.054917,[25  3] ; [72 30],[20.89230769  7.10769231] ; [76.10769231 25.89230769],0
d3,1,0.050943,3.810149,[19  9] ; [47 53],[14.4375 13.5625] ; [51.5625 48.4375],0
s1,1,0.054389,3.700714,[ 2 26] ; [  1 101],[ 0.64615385 27.35384615] ; [ 2.35384615 99.64615385],0
r4,1,0.058557,3.577789,[18 10] ; [45 57],[13.56923077 14.43076923] ; [49.43076923 52.56923077],0
n5,1,0.06786,3.334044,[14 14] ; [70 32],[18.09230769  9.90769231] ; [65.90769231 36.09230769],0
u3,1,0.116252,2.46711,[6 5] ; [11 27],[3.81632653 7.18367347] ; [13.18367347 24.81632653],0
p2,1,0.152398,2.048085,[20  8] ; [57 44],[16.71317829 11.28682171] ; [60.28682171 40.71317829],0
u1,1,0.158373,1.98969,[ 3 25] ; [ 4 98],[ 1.50769231 26.49230769] ; [ 5.49230769 96.50769231],0
n4,1,0.187641,1.736041,[14 14] ; [65 37],[17.01538462 10.98461538] ; [61.98461538 40.01538462],0
p10,1,0.190458,1.714075,[19  9] ; [54 46],[15.96875 12.03125] ; [57.03125 42.96875],0
v3,1,0.199404,1.646733,[ 3 22] ; [24 77],[ 5.35714286 19.64285714] ; [21.64285714 79.35714286],0
