Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.1e-05,18.137357,[70 22] ; [46 54],[55.58333333 36.41666667] ; [60.41666667 39.58333333],1
v1,1,2.9e-05,17.509543,[72 19] ; [50 50],[58.12565445 32.87434555] ; [63.87434555 36.12565445],1
n4,1,0.001156,10.559881,[88  4] ; [81 20],[80.55958549 11.44041451] ; [88.44041451 12.55958549],0
s4,1,0.001193,10.501651,[13 79] ; [34 65],[22.63874346 69.36125654] ; [24.36125654 74.63874346],0
n5,1,0.007123,7.241651,[84  8] ; [77 23],[77.14583333 14.85416667] ; [83.85416667 16.14583333],0
p5,1,0.010081,6.620533,[29 63] ; [16 85],[21.4507772 70.5492228] ; [23.5492228 77.4507772],0
n6,1,0.028375,4.805157,[87  3] ; [89 12],[82.93193717  7.06806283] ; [93.06806283  7.93193717],0
p12,1,0.033911,4.499199,[19 72] ; [10 91],[13.74479167 77.25520833] ; [15.25520833 85.74479167],0
p9,1,0.043287,4.084146,[88  3] ; [90 11],[84.36458333  6.63541667] ; [93.63541667  7.36458333],0
a1,1,0.077896,3.108256,[11 81] ; [ 5 96],[ 7.62694301 84.37305699] ; [ 8.37305699 92.62694301],0
p10,1,0.082497,3.015002,[84  7] ; [85 16],[80.09895833 10.90104167] ; [88.90104167 12.09895833],0
p7,1,0.087614,2.917667,[80 10] ; [79 20],[75.71428571 14.28571429] ; [83.28571429 15.71428571],0
p3,1,0.119963,2.417801,[68 23] ; [65 36],[63.03645833 27.96354167] ; [69.96354167 31.03645833],0
s2,1,0.121013,2.404157,[66 26] ; [82 19],[70.5492228 21.4507772] ; [77.4507772 23.5492228],0
a3,1,0.14184,2.157879,[77 13] ; [78 23],[73.03664921 16.96335079] ; [81.96335079 19.03664921],0
d2,1,0.17734,1.819772,[48 43] ; [63 38],[52.609375 38.390625] ; [58.390625 42.609375],0
p8,1,0.191965,1.702471,[65 25] ; [64 37],[60.78534031 29.21465969] ; [68.21465969 32.78534031],0
s3,1,0.192432,1.698898,[61 29] ; [77 24],[65.02617801 24.97382199] ; [72.97382199 28.02617801],0
b4,1,0.206217,1.597791,[53 39] ; [49 52],[48.62176166 43.37823834] ; [53.37823834 47.62176166],0
a7,1,0.225358,1.469923,[60 32] ; [74 27],[63.87564767 28.12435233] ; [70.12435233 30.87564767],0
r4,1,0.247073,1.339779,[87  5] ; [91 10],[84.84974093  7.15025907] ; [93.15025907  7.84974093],0
v4,1,0.268737,1.223182,[89  3] ; [100   1],[90.09326425  1.90673575] ; [98.90673575  2.09326425],0
s8,1,0.299276,1.077417,[70 21] ; [71 30],[66.828125 24.171875] ; [74.171875 26.828125],0
p11,1,0.352462,0.864575,[76 16] ; [78 23],[73.40932642 18.59067358] ; [80.59067358 20.40932642],0
p1,1,0.362687,0.828569,[16 75] ; [13 88],[13.74479167 77.25520833] ; [15.25520833 85.74479167],0
a8,1,0.419388,0.652031,[15 67] ; [13 81],[13.04545455 68.95454545] ; [14.95454545 79.04545455],0
b1,1,0.426024,0.633637,[34 58] ; [43 58],[36.70466321 55.29533679] ; [40.29533679 60.70466321],0
s1,1,0.439497,0.597594,[ 4 88] ; [ 7 94],[ 5.24352332 86.75647668] ; [ 5.75647668 95.24352332],0
u3,1,0.493009,0.469952,[11  4] ; [19  4],[11.84210526  3.15789474] ; [18.15789474  4.84210526],0
n1,1,0.511552,0.43089,[7 8] ; [16 12],[8.02325581 6.97674419] ; [14.97674419 13.02325581],0
d5,1,0.552371,0.353087,[76 14] ; [82 19],[74.45026178 15.54973822] ; [83.54973822 17.45026178],0
d3,1,0.559135,0.341203,[70 21] ; [74 27],[68.25 22.75] ; [75.75 25.25],0
n2,1,0.561484,0.337142,[10  5] ; [21  7],[10.81395349  4.18604651] ; [20.18604651  7.81395349],0
a5,1,0.568059,0.325941,[75 17] ; [79 22],[73.40932642 18.59067358] ; [80.59067358 20.40932642],0
r2,1,0.575085,0.314248,[88  3] ; [98  2],[88.61780105  2.38219895] ; [97.38219895  2.61780105],0
a6,1,0.633292,0.227623,[60 30] ; [64 37],[58.42931937 31.57068063] ; [65.57068063 35.42931937],0
a2,1,0.697461,0.151127,[25 67] ; [30 71],[26.21761658 65.78238342] ; [28.78238342 72.21761658],0
a4,1,0.741085,0.109175,[47 45] ; [54 47],[48.14507772 43.85492228] ; [52.85492228 48.14507772],0
s6,1,0.743711,0.106892,[74 16] ; [84 16],[74.84210526 15.15789474] ; [83.15789474 16.84210526],0
n3,1,0.745903,0.105006,[10  5] ; [20  8],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
r1,1,0.77974,0.078208,[77 15] ; [83 18],[76.26943005 15.73056995] ; [83.73056995 17.26943005],0
r3,1,0.842789,0.039334,[88  4] ; [96  5],[87.70984456  4.29015544] ; [96.29015544  4.70984456],0
s5,1,0.861061,0.030633,[47 40] ; [52 42],[47.58563536 39.41436464] ; [51.41436464 42.58563536],0
b2,1,0.905147,0.0142,[30 32] ; [36 40],[29.65217391 32.34782609] ; [36.34782609 39.65217391],0
b3,1,0.905147,0.0142,[30 32] ; [36 40],[29.65217391 32.34782609] ; [36.34782609 39.65217391],0
u4,1,0.907518,0.013495,[ 3 89] ; [ 3 98],[ 2.86010363 89.13989637] ; [ 3.13989637 97.86010363],0
d4,1,0.908086,0.013329,[77 13] ; [87 14],[77.27748691 12.72251309] ; [86.72251309 14.27748691],0
u1,1,0.919064,0.010325,[24 68] ; [27 74],[24.31088083 67.68911917] ; [26.68911917 74.31088083],0
u2,1,0.968358,0.001573,[11  4] ; [17  6],[11.05263158  3.94736842] ; [16.94736842  6.05263158],0
b5,1,0.968563,0.001553,[54 38] ; [59 42],[53.86528497 38.13471503] ; [59.13471503 41.86528497],0
p4,1,0.981535,0.000536,[74 17] ; [82 19],[73.9375 17.0625] ; [82.0625 18.9375],0
p2,1,0.996173,2.3e-05,[82 10] ; [90 11],[81.98963731 10.01036269] ; [90.01036269 10.98963731],0
d1,1,0.996218,2.2e-05,[61 31] ; [67 34],[61.01554404 30.98445596] ; [66.98445596 34.01554404],0
