Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,37.675257,[15 29] ; [104  21],[30.98224852 13.01775148] ; [88.01775148 36.98224852],1
p10,1,0.00232,9.277199,[23 20] ; [95 27],[30.75151515 12.24848485] ; [87.24848485 34.75151515],0
n6,1,0.004242,8.177035,[29 15] ; [108  18],[35.45882353  8.54117647] ; [101.54117647  24.45882353],0
p9,1,0.009549,6.717158,[26 17] ; [98 24],[32.31515152 10.68484848] ; [91.68484848 30.31515152],0
s7,1,0.019749,5.433923,[10 33] ; [50 65],[16.32911392 26.67088608] ; [43.67088608 71.32911392],0
p5,1,0.035094,4.440587,[ 1 43] ; [ 17 107],[ 4.71428571 39.28571429] ; [ 13.28571429 110.71428571],0
d5,1,0.038344,4.289687,[14 29] ; [64 62],[19.84615385 23.15384615] ; [58.15384615 67.84615385],0
s5,1,0.044821,4.025354,[ 5 37] ; [33 89],[ 9.73170732 32.26829268] ; [28.26829268 93.73170732],0
p3,1,0.046855,3.950577,[13 31] ; [58 66],[18.5952381 25.4047619] ; [52.4047619 71.5952381],0
v1,1,0.053529,3.727337,[13 30] ; [58 65],[18.39156627 24.60843373] ; [52.60843373 70.39156627],0
v3,1,0.059266,3.557815,[ 9 34] ; [45 78],[13.98795181 29.01204819] ; [40.01204819 82.98795181],0
s6,1,0.06113,3.50645,[19 24] ; [74 48],[24.23636364 18.76363636] ; [68.76363636 53.23636364],0
a4,1,0.215594,1.533456,[ 7 37] ; [31 93],[ 9.95238095 34.04761905] ; [28.04761905 95.95238095],0
d2,1,0.243827,1.358332,[ 8 36] ; [34 92],[10.87058824 33.12941176] ; [31.12941176 94.87058824],0
p11,1,0.24753,1.33719,[30 14] ; [97 29],[32.87058824 11.12941176] ; [94.12941176 31.87058824],0
p6,1,0.261551,1.26053,[10 34] ; [39 84],[12.91017964 31.08982036] ; [36.08982036 86.91017964],0
r3,1,0.286526,1.135875,[41  3] ; [110  16],[39.08235294  4.91764706] ; [111.91764706  14.08235294],0
a5,1,0.287236,1.132531,[20 24] ; [69 57],[23.03529412 20.96470588] ; [65.96470588 60.03529412],0
n2,1,0.297249,1.086495,[13  4] ; [29  4],[14.28  2.72] ; [27.72  5.28],0
p4,1,0.314352,1.0123,[19 25] ; [65 60],[21.86982249 22.13017751] ; [62.13017751 62.86982249],0
n1,1,0.32683,0.961416,[ 5 12] ; [14 18],[ 6.59183673 10.40816327] ; [12.40816327 19.59183673],0
s3,1,0.334985,0.929531,[18 25] ; [61 60],[20.71341463 22.28658537] ; [58.28658537 62.71341463],0
r4,1,0.368493,0.80874,[36  8] ; [110  16],[37.78823529  6.21176471] ; [108.21176471  17.78823529],0
r1,1,0.423614,0.640267,[28 16] ; [87 37],[30.11904762 13.88095238] ; [84.88095238 39.11904762],0
b3,1,0.429675,0.623701,[ 5 20] ; [21 54],[ 6.5 18.5] ; [19.5 55.5],0
b2,1,0.429675,0.623701,[ 5 20] ; [21 54],[ 6.5 18.5] ; [19.5 55.5],0
a1,1,0.43342,0.613641,[ 1 43] ; [  1 125],[ 0.51764706 43.48235294] ; [  1.48235294 124.51764706],0
u3,1,0.453262,0.562482,[13 11] ; [28 34],[11.44186047 12.55813953] ; [29.55813953 32.44186047],0
p7,1,0.479835,0.499239,[24 20] ; [74 48],[25.97590361 18.02409639] ; [72.02409639 49.97590361],0
a6,1,0.503016,0.448567,[24 20] ; [76 50],[25.88235294 18.11764706] ; [74.11764706 51.88235294],0
a3,1,0.512119,0.429734,[20 24] ; [64 61],[21.86982249 22.13017751] ; [62.13017751 62.86982249],0
b5,1,0.562229,0.335859,[27 17] ; [71 55],[25.36470588 18.63529412] ; [72.63529412 53.36470588],0
n3,1,0.563024,0.334495,[13  3] ; [28  4],[13.66666667  2.33333333] ; [27.33333333  4.66666667],0
p8,1,0.588456,0.292761,[19 25] ; [58 63],[20.53333333 23.46666667] ; [56.46666667 64.53333333],0
d1,1,0.599765,0.275351,[ 1 43] ; [  5 121],[ 1.55294118 42.44705882] ; [  4.44705882 121.55294118],0
b1,1,0.616779,0.250421,[19 25] ; [49 77],[17.6 26.4] ; [50.4 75.6],0
p12,1,0.646151,0.210787,[ 2 42] ; [  8 116],[ 2.61904762 41.38095238] ; [  7.38095238 116.61904762],0
a7,1,0.669791,0.181847,[24 19] ; [75 51],[25.18934911 17.81065089] ; [73.81065089 52.18934911],0
s4,1,0.694528,0.154227,[ 7 37] ; [ 23 101],[ 7.85714286 36.14285714] ; [ 22.14285714 101.85714286],0
s2,1,0.703551,0.144804,[14 29] ; [44 79],[15.02409639 27.97590361] ; [42.97590361 80.02409639],0
v2,1,0.716059,0.1323,[17 26] ; [50 67],[18.00625 24.99375] ; [48.99375 68.00625],0
b4,1,0.716617,0.131758,[22 22] ; [67 59],[23.03529412 20.96470588] ; [65.96470588 60.03529412],0
s8,1,0.730736,0.118437,[14 30] ; [43 81],[14.92857143 29.07142857] ; [42.07142857 81.92857143],0
r2,1,0.810478,0.057509,[40  4] ; [116  10],[40.37647059  3.62352941] ; [115.62352941  10.37647059],0
p1,1,0.887245,0.020105,[ 6 38] ; [ 16 109],[ 5.72781065 38.27218935] ; [ 16.27218935 108.72781065],0
