Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,141.801324,[377  17] ; [35 40],[346.11513859  47.88486141] ; [65.88486141  9.11513859],1
p11,1,0.0,53.254398,[336  59] ; [37 40],[312.15042373  82.84957627] ; [60.84957627 16.15042373],1
p2,1,0.0,32.305685,[349  43] ; [49 28],[332.65671642  59.34328358] ; [65.34328358 11.65671642],1
n6,1,2.1e-05,18.085591,[347  45] ; [53 23],[335.04273504  56.95726496] ; [64.95726496 11.04273504],1
p7,1,7.7e-05,15.62167,[264 118] ; [34 41],[249.0940919 132.9059081] ; [48.9059081 26.0940919],1
n5,1,0.000308,13.022809,[321  72] ; [48 28],[309.20469083  83.79530917] ; [59.79530917 16.20469083],1
r4,1,0.001248,10.417478,[371  24] ; [64 13],[364.03601695  30.96398305] ; [70.96398305  6.03601695],0
s8,1,0.00256,9.097295,[231 161] ; [31 46],[218.98507463 173.01492537] ; [43.01492537 33.98507463],0
v4,1,0.003618,8.466228,[380  12] ; [69  8],[375.28358209  16.71641791] ; [73.71641791  3.28358209],0
p8,1,0.007237,7.213198,[220 171] ; [30 46],[209.31477516 181.68522484] ; [40.68522484 35.31477516],0
a3,1,0.008279,6.972133,[292 102] ; [45 31],[282.50638298 111.49361702] ; [54.49361702 21.50638298],0
p12,1,0.009746,6.680777,[ 50 344] ; [ 2 75],[ 43.49893843 350.50106157] ; [ 8.50106157 68.49893843],0
p3,1,0.010151,6.608167,[216 177] ; [30 47],[205.69787234 187.30212766] ; [40.30212766 36.69787234],0
p4,1,0.012064,6.301495,[263 130] ; [40 37],[253.35957447 139.64042553] ; [49.64042553 27.35957447],0
n4,1,0.017201,5.675726,[327  68] ; [54 22],[319.52229299  75.47770701] ; [61.47770701 14.52229299],0
s5,1,0.023082,5.162324,[160 225] ; [21 55],[151.16052061 233.83947939] ; [29.83947939 46.16052061],0
p6,1,0.027837,4.838146,[158 231] ; [21 56],[149.42274678 239.57725322] ; [29.57725322 47.42274678],0
s7,1,0.02991,4.714475,[234 143] ; [37 39],[225.53421634 151.46578366] ; [45.46578366 30.53421634],0
b1,1,0.037269,4.338084,[145 250] ; [38 39],[153.14618644 241.85381356] ; [29.85381356 47.14618644],0
a6,1,0.043407,4.079473,[274 119] ; [44 32],[266.46908316 126.53091684] ; [51.53091684 24.46908316],0
a5,1,0.070198,3.278376,[305  90] ; [52 25],[298.76059322  96.23940678] ; [58.23940678 18.76059322],0
v1,1,0.087156,2.926125,[235 145] ; [39 37],[228.33333333 151.66666667] ; [45.66666667 30.33333333],0
v2,1,0.091022,2.856201,[236 142] ; [39 36],[229.47019868 148.52980132] ; [45.52980132 29.47019868],0
u2,1,0.105722,2.617028,[70 31] ; [16 14],[66.30534351 34.69465649] ; [19.69465649 10.30534351],0
n2,1,0.131345,2.276536,[60 17] ; [15  9],[57.17821782 19.82178218] ; [17.82178218  6.17821782],0
s1,1,0.144939,2.124721,[ 12 377] ; [ 5 72],[ 14.19098712 374.80901288] ; [ 2.80901288 74.19098712],0
s2,1,0.169443,1.887861,[252 141] ; [43 34],[246.67021277 146.32978723] ; [48.32978723 28.67021277],0
