Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.317907,[53  2] ; [ 8 17],[41.9375 13.0625] ; [19.0625  5.9375],1
r3,1,2.8e-05,17.548351,[54  1] ; [17  9],[48.20987654  6.79012346] ; [22.79012346  3.20987654],1
p11,1,0.001152,10.565358,[38 17] ; [ 8 18],[31.2345679 23.7654321] ; [14.7654321 11.2345679],0
v4,1,0.001651,9.902264,[53  1] ; [20  6],[49.275  4.725] ; [23.725  2.275],0
a6,1,0.003055,8.774239,[40 15] ; [10 16],[33.95061728 21.04938272] ; [16.04938272  9.95061728],0
r4,1,0.004563,8.045108,[50  5] ; [17  9],[45.49382716  9.50617284] ; [21.50617284  4.49382716],0
a5,1,0.010365,6.570994,[43 12] ; [13 13],[38.02469136 16.97530864] ; [17.97530864  8.02469136],0
r1,1,0.010365,6.570994,[43 12] ; [13 13],[38.02469136 16.97530864] ; [17.97530864  8.02469136],0
r2,1,0.012675,6.21389,[54  1] ; [20  4],[51.51898734  3.48101266] ; [22.48101266  1.51898734],0
n6,1,0.015645,5.842358,[47  8] ; [16 10],[42.77777778 12.22222222] ; [20.22222222  5.77777778],0
d3,1,0.017008,5.695572,[43 11] ; [14 12],[38.475 15.525] ; [18.525  7.475],0
b1,1,0.017657,5.629835,[13 42] ; [13 13],[17.65432099 37.34567901] ; [ 8.34567901 17.65432099],0
p7,1,0.045864,3.986578,[25 29] ; [ 6 20],[20.925 33.075] ; [10.075 15.925],0
d4,1,0.048152,3.904677,[45 10] ; [16 10],[41.41975309 13.58024691] ; [19.58024691  6.41975309],0
s8,1,0.053057,3.742116,[25 30] ; [ 6 20],[21.04938272 33.95061728] ; [ 9.95061728 16.04938272],0
v2,1,0.053949,3.714286,[28 24] ; [ 8 18],[24. 28.] ; [12. 14.],0
s1,1,0.062613,3.466787,[ 1 53] ; [ 3 23],[ 2.7 51.3] ; [ 1.3 24.7],0
v1,1,0.073638,3.200016,[24 31] ; [ 6 20],[20.37037037 34.62962963] ; [ 9.62962963 16.37037037],0
b3,1,0.07713,3.12437,[ 4 24] ; [ 6 10],[ 6.36363636 21.63636364] ; [ 3.63636364 12.36363636],0
b2,1,0.07713,3.12437,[ 4 24] ; [ 6 10],[ 6.36363636 21.63636364] ; [ 3.63636364 12.36363636],0
d1,1,0.093747,2.808826,[30 25] ; [ 9 17],[26.48148148 28.51851852] ; [12.51851852 13.48148148],0
a7,1,0.09554,2.778456,[41 13] ; [15 11],[37.8 16.2] ; [18.2  7.8],0
s6,1,0.154417,2.028064,[44 11] ; [17  9],[41.41975309 13.58024691] ; [19.58024691  6.41975309],0
a1,1,0.191243,1.708015,[ 1 54] ; [ 2 24],[ 2.03703704 52.96296296] ; [ 0.96296296 25.03703704],0
a2,1,0.201693,1.630076,[13 42] ; [ 3 23],[10.86419753 44.13580247] ; [ 5.13580247 20.86419753],0
s2,1,0.210401,1.568663,[38 16] ; [14 11],[35.5443038 18.4556962] ; [16.4556962  8.5443038],0
a3,1,0.219827,1.5055,[43 12] ; [17  9],[40.74074074 14.25925926] ; [19.25925926  6.74074074],0
d5,1,0.238008,1.392355,[42 12] ; [17  9],[39.825 14.175] ; [19.175  6.825],0
u1,1,0.266172,1.23637,[12 43] ; [ 3 23],[10.18518519 44.81481481] ; [ 4.81481481 21.18518519],0
s5,1,0.309513,1.032753,[26 26] ; [ 9 15],[23.94736842 28.05263158] ; [11.05263158 12.94736842],0
p2,1,0.31562,1.007009,[36 19] ; [14 12],[33.95061728 21.04938272] ; [16.04938272  9.95061728],0
n1,1,0.353755,0.859941,[ 3 13] ; [ 5 10],[ 4.12903226 11.87096774] ; [ 3.87096774 11.12903226],0
s3,1,0.361597,0.832339,[38 16] ; [15 10],[36.2278481 17.7721519] ; [16.7721519  8.2278481],0
a4,1,0.396327,0.719441,[22 33] ; [13 13],[23.7654321 31.2345679] ; [11.2345679 14.7654321],0
u2,1,0.445009,0.583333,[6 6] ; [3 6],[5.14285714 6.85714286] ; [3.85714286 5.14285714],0
n5,1,0.456239,0.555105,[29 26] ; [16 10],[30.55555556 24.44444444] ; [14.44444444 11.55555556],0
d2,1,0.489041,0.478636,[23 32] ; [13 13],[24.44444444 30.55555556] ; [11.55555556 14.44444444],0
s7,1,0.496339,0.462755,[27 27] ; [10 14],[25.61538462 28.38461538] ; [11.38461538 12.61538462],0
p6,1,0.497162,0.46099,[12 43] ; [ 4 22],[10.86419753 44.13580247] ; [ 5.13580247 20.86419753],0
p3,1,0.500844,0.453147,[17 38] ; [10 16],[18.33333333 36.66666667] ; [ 8.66666667 17.33333333],0
p1,1,0.523551,0.406892,[ 4 51] ; [ 3 23],[ 4.75308642 50.24691358] ; [ 2.24691358 23.75308642],0
a8,1,0.547829,0.361221,[ 1 51] ; [ 1 22],[ 1.38666667 50.61333333] ; [ 0.61333333 22.38666667],0
u3,1,0.603848,0.269231,[8 4] ; [5 4],[7.42857143 4.57142857] ; [5.57142857 3.42857143],0
n2,1,0.609473,0.260943,[12  4] ; [10  5],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
n4,1,0.659522,0.194105,[31 24] ; [16 10],[31.91358025 23.08641975] ; [15.08641975 10.91358025],0
p4,1,0.72288,0.12575,[21 34] ; [11 15],[21.72839506 33.27160494] ; [10.27160494 15.72839506],0
b5,1,0.738707,0.111267,[38 17] ; [17  9],[37.34567901 17.65432099] ; [17.65432099  8.34567901],0
n3,1,0.778746,0.078935,[11  5] ; [11  4],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
v3,1,0.854723,0.033524,[14 40] ; [ 6 19],[13.67088608 40.32911392] ; [ 6.32911392 18.67088608],0
b4,1,0.894804,0.017484,[33 22] ; [16 10],[33.27160494 21.72839506] ; [15.72839506 10.27160494],0
