Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.589201,[109  15] ; [5 8],[103.18248175  20.81751825] ; [10.81751825  2.18248175],1
r1,1,0.000801,11.239291,[85 37] ; [ 3 10],[79.52592593 42.47407407] ; [8.47407407 4.52592593],1
v4,1,0.001611,9.946642,[116   7] ; [9 4],[113.05147059   9.94852941] ; [11.94852941  1.05147059],0
b1,1,0.002926,8.853084,[43 81] ; [10  3],[47.97080292 76.02919708] ; [5.02919708 7.97080292],0
s2,1,0.016281,5.772231,[51 71] ; [ 1 12],[46.99259259 75.00740741] ; [5.00740741 7.99259259],0
a3,1,0.031247,4.639337,[67 56] ; [ 3 10],[63.30882353 59.69117647] ; [6.69117647 6.30882353],0
p10,1,0.037712,4.317984,[109  13] ; [9 4],[106.63703704  15.36296296] ; [11.36296296  1.63703704],0
n4,1,0.04204,4.133583,[90 33] ; [6 7],[86.82352941 36.17647059] ; [9.17647059 3.82352941],0
v3,1,0.042205,4.126949,[43 78] ; [ 1 12],[39.73134328 81.26865672] ; [4.26865672 8.73134328],0
a6,1,0.056645,3.632977,[81 43] ; [5 8],[77.83941606 46.16058394] ; [8.16058394 4.83941606],0
s3,1,0.057099,3.61971,[61 59] ; [ 3 10],[57.7443609 62.2556391] ; [6.2556391 6.7443609],0
s7,1,0.063228,3.450617,[52 65] ; [ 2 10],[48.97674419 68.02325581] ; [5.02325581 6.97674419],0
s6,1,0.070207,3.278172,[77 43] ; [5 8],[73.98496241 46.01503759] ; [8.01503759 4.98496241],0
u2,1,0.082017,3.024478,[23 34] ; [7 3],[25.52238806 31.47761194] ; [4.47761194 5.52238806],0
a8,1,0.107509,2.590461,[ 11 103] ; [3 9],[ 12.66666667 101.33333333] ; [ 1.33333333 10.66666667],0
v2,1,0.116705,2.460995,[57 60] ; [3 9],[54.41860465 62.58139535] ; [5.58139535 6.41860465],0
a7,1,0.141067,2.166278,[82 41] ; [6 7],[79.58823529 43.41176471] ; [8.41176471 4.58823529],0
n6,1,0.186459,1.745379,[104  20] ; [9 4],[102.27737226  21.72262774] ; [10.72262774  2.27737226],0
u3,1,0.308315,1.037881,[27 30] ; [3 7],[25.52238806 31.47761194] ; [4.47761194 5.52238806],0
b4,1,0.338165,0.917377,[65 59] ; [5 8],[63.35766423 60.64233577] ; [6.64233577 6.35766423],0
p2,1,0.381944,0.764437,[98 25] ; [9 4],[96.77205882 26.22794118] ; [10.22794118  2.77205882],0
u1,1,0.413911,0.667539,[  4 120] ; [ 1 12],[  4.52554745 119.47445255] ; [ 0.47445255 12.52554745],0
s1,1,0.427795,0.628803,[  4 117] ; [ 1 12],[  4.51492537 116.48507463] ; [ 0.48507463 12.51492537],0
d2,1,0.46087,0.543781,[27 97] ; [4 9],[28.05839416 95.94160584] ; [ 2.94160584 10.05839416],0
v1,1,0.463083,0.538432,[59 61] ; [5 8],[57.7443609 62.2556391] ; [6.2556391 6.7443609],0
d5,1,0.478733,0.501749,[60 63] ; [5 8],[58.78676471 64.21323529] ; [6.21323529 6.78676471],0
p6,1,0.486191,0.484946,[40 83] ; [ 3 10],[38.88970588 84.11029412] ; [4.11029412 8.88970588],0
p3,1,0.530682,0.393086,[59 65] ; [5 8],[57.9270073 66.0729927] ; [6.0729927 6.9270073],0
n5,1,0.58251,0.302195,[96 27] ; [11  2],[96.77205882 26.22794118] ; [10.22794118  2.77205882],0
p11,1,0.591584,0.287878,[97 27] ; [11  2],[97.75182482 26.24817518] ; [10.24817518  2.75182482],0
n1,1,0.593301,0.285219,[12 19] ; [1 3],[11.51428571 19.48571429] ; [1.48571429 2.51428571],0
s8,1,0.612701,0.256261,[47 77] ; [4 9],[46.16058394 77.83941606] ; [4.83941606 8.16058394],0
a4,1,0.613465,0.255159,[30 93] ; [4 9],[30.75 92.25] ; [3.25 9.75],0
n2,1,0.657738,0.196283,[26  5] ; [3 1],[25.68571429  5.31428571] ; [3.31428571 0.68571429],0
n3,1,0.657738,0.196283,[26  5] ; [3 1],[25.68571429  5.31428571] ; [3.31428571 0.68571429],0
a5,1,0.683673,0.16602,[69 55] ; [8 5],[69.69343066 54.30656934] ; [7.30656934 5.69343066],0
p4,1,0.707954,0.140329,[64 60] ; [6 7],[63.35766423 60.64233577] ; [6.64233577 6.35766423],0
p7,1,0.719083,0.129373,[72 50] ; [7 6],[71.39259259 50.60740741] ; [7.60740741 5.39259259],0
d3,1,0.724938,0.123811,[32 90] ; [4 9],[32.53333333 89.46666667] ; [3.46666667 9.53333333],0
b5,1,0.726573,0.122281,[73 51] ; [7 6],[72.40875912 51.59124088] ; [7.59124088 5.40875912],0
p5,1,0.745478,0.10537,[ 13 110] ; [ 1 12],[ 12.66176471 110.33823529] ; [ 1.33823529 11.66176471],0
s4,1,0.769201,0.086095,[ 23 100] ; [ 2 11],[ 22.61029412 100.38970588] ; [ 2.38970588 10.61029412],0
p8,1,0.879673,0.022917,[63 59] ; [7 6],[63.25925926 58.74074074] ; [6.74074074 6.25925926],0
b2,1,0.981991,0.00051,[20 51] ; [2 5],[20.02564103 50.97435897] ; [1.97435897 5.02564103],0
b3,1,0.981991,0.00051,[20 51] ; [2 5],[20.02564103 50.97435897] ; [1.97435897 5.02564103],0
