Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,40.360972,[13 78] ; [22  7],[26.54166667 64.45833333] ; [ 8.45833333 20.54166667],1
d4,1,0.135814,2.224754,[60 33] ; [23  6],[63.2704918 29.7295082] ; [19.7295082  9.2704918],0
n4,1,0.157761,1.995554,[58 34] ; [14 15],[54.74380165 37.25619835] ; [17.25619835 11.74380165],0
n5,1,0.168678,1.894657,[60 31] ; [15 14],[56.875 34.125] ; [18.125 10.875],0
p9,1,0.183851,1.766214,[40 50] ; [17 12],[43.1092437 46.8907563] ; [13.8907563 15.1092437],0
s4,1,0.247359,1.338158,[11 80] ; [ 6 23],[12.89166667 78.10833333] ; [ 4.10833333 24.89166667],0
d3,1,0.296134,1.091523,[41 52] ; [16 13],[43.45081967 49.54918033] ; [13.54918033 15.45081967],0
s1,1,0.297775,1.084133,[ 9 83] ; [ 1 27],[ 7.66666667 84.33333333] ; [ 2.33333333 25.66666667],0
a3,1,0.379568,0.772101,[48 43] ; [18 11],[50.05 40.95] ; [15.95 13.05],0
p12,1,0.383997,0.757868,[ 3 90] ; [ 2 27],[ 3.81147541 89.18852459] ; [ 1.18852459 27.81147541],0
n3,1,0.394756,0.724243,[20 17] ; [5 2],[21.02272727 15.97727273] ; [3.97727273 3.02272727],0
u3,1,0.455255,0.557534,[22 23] ; [4 7],[20.89285714 24.10714286] ; [5.10714286 5.89285714],0
u1,1,0.483756,0.490384,[ 6 87] ; [ 3 26],[ 6.86065574 86.13934426] ; [ 2.13934426 26.86065574],0
r1,1,0.529163,0.395999,[51 41] ; [18 11],[52.46280992 39.53719008] ; [16.53719008 12.46280992],0
a6,1,0.536266,0.382505,[51 42] ; [14 15],[49.54918033 43.45081967] ; [15.45081967 13.54918033],0
d2,1,0.552913,0.352125,[37 54] ; [10 19],[35.64166667 55.35833333] ; [11.35833333 17.64166667],0
b5,1,0.55842,0.342447,[52 41] ; [18 11],[53.36065574 39.63934426] ; [16.63934426 12.36065574],0
u2,1,0.586591,0.295699,[20 24] ; [4 7],[19.2 24.8] ; [4.8 6.2],0
a8,1,0.594038,0.284083,[ 9 79] ; [ 2 27],[ 8.27350427 79.72649573] ; [ 2.72649573 26.27350427],0
p1,1,0.648029,0.208394,[ 9 84] ; [ 2 27],[ 8.3852459 84.6147541] ; [ 2.6147541 26.3852459],0
n6,1,0.699933,0.148541,[56 35] ; [19 10],[56.875 34.125] ; [18.125 10.875],0
a4,1,0.703935,0.14441,[31 60] ; [11 18],[31.85 59.15] ; [10.15 18.85],0
a7,1,0.817243,0.053404,[53 39] ; [16 13],[52.46280992 39.53719008] ; [16.53719008 12.46280992],0
r2,1,0.823281,0.049875,[72 17] ; [24  5],[72.40677966 16.59322034] ; [23.59322034  5.40677966],0
a2,1,0.826815,0.047868,[11 82] ; [ 3 26],[10.67213115 82.32786885] ; [ 3.32786885 25.67213115],0
n1,1,0.86665,0.028195,[15 23] ; [3 4],[15.2 22.8] ; [2.8 4.2],0
v3,1,0.875742,0.024451,[22 68] ; [ 7 20],[22.30769231 67.69230769] ; [ 6.69230769 20.30769231],0
b4,1,0.89424,0.017673,[50 43] ; [16 13],[50.31147541 42.68852459] ; [15.68852459 13.31147541],0
a1,1,0.950443,0.003863,[10 83] ; [ 3 26],[ 9.90983607 83.09016393] ; [ 3.09016393 25.90983607],0
d5,1,0.957718,0.002811,[54 39] ; [17 12],[54.12295082 38.87704918] ; [16.87704918 12.12295082],0
a5,1,0.974845,0.000994,[51 42] ; [16 13],[51.07377049 41.92622951] ; [15.92622951 13.07377049],0
d1,1,0.977043,0.000828,[35 58] ; [11 18],[35.06557377 57.93442623] ; [10.93442623 18.06557377],0
