Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,40.360972,[13 78] ; [22  7],[26.54166667 64.45833333] ; [ 8.45833333 20.54166667],1
s6,1,1e-06,23.924499,[21 71] ; [21  8],[31.9338843 60.0661157] ; [10.0661157 18.9338843],1
v1,1,0.000519,12.046188,[20 73] ; [16 13],[27.44262295 65.55737705] ; [ 8.55737705 20.44262295],1
s5,1,0.004129,8.226356,[10 78] ; [10 19],[15.04273504 72.95726496] ; [ 4.95726496 24.04273504],0
r3,1,0.006191,7.493898,[62 30] ; [27  2],[67.66942149 24.33057851] ; [21.33057851  7.66942149],0
b1,1,0.012454,6.245054,[47 46] ; [ 7 22],[41.16393443 51.83606557] ; [12.83606557 16.16393443],0
p8,1,0.043359,4.081369,[18 74] ; [11 18],[22.04958678 69.95041322] ; [ 6.95041322 22.04958678],0
p11,1,0.043846,4.062484,[41 52] ; [19 10],[45.73770492 47.26229508] ; [14.26229508 14.73770492],0
s8,1,0.047307,3.934443,[ 7 85] ; [ 6 23],[ 9.88429752 82.11570248] ; [ 3.11570248 25.88429752],0
r4,1,0.048269,3.900582,[55 38] ; [23  6],[59.45901639 33.54098361] ; [18.54098361 10.45901639],0
v2,1,0.051838,3.781003,[32 56] ; [16 12],[36.4137931 51.5862069] ; [11.5862069 16.4137931],0
p7,1,0.060272,3.529874,[22 68] ; [12 16],[25.93220339 64.06779661] ; [ 8.06779661 19.93220339],0
b2,1,0.078687,3.091813,[24 34] ; [ 2 11],[21.23943662 36.76056338] ; [4.76056338 8.23943662],0
b3,1,0.078687,3.091813,[24 34] ; [ 2 11],[21.23943662 36.76056338] ; [4.76056338 8.23943662],0
p10,1,0.079327,3.078642,[36 54] ; [17 12],[40.08403361 49.91596639] ; [12.91596639 16.08403361],0
p6,1,0.107695,2.587722,[ 9 82] ; [ 6 22],[11.47058824 79.52941176] ; [ 3.52941176 24.47058824],0
p3,1,0.107796,2.586245,[21 71] ; [11 18],[24.33057851 67.66942149] ; [ 7.66942149 21.33057851],0
v4,1,0.115654,2.475207,[66 26] ; [25  4],[69.19008264 22.80991736] ; [21.80991736  7.19008264],0
p4,1,0.123109,2.377317,[21 69] ; [11 18],[24.20168067 65.79831933] ; [ 7.79831933 21.20168067],0
