Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,41.805914,[40 56] ; [184  51],[64.96676737 31.03323263] ; [159.03323263  75.96676737],1
a6,1,0.0,30.071919,[47 49] ; [187  49],[67.6626506 28.3373494] ; [166.3373494  69.6626506],1
r3,1,1e-05,19.435119,[82 14] ; [229   5],[90.47272727  5.52727273] ; [220.52727273  13.47272727],1
r4,1,3.9e-05,16.921554,[69 27] ; [212  24],[81.25301205 14.74698795] ; [199.74698795  36.25301205],1
u1,1,0.000688,11.522161,[ 7 89] ; [ 55 181],[17.92771084 78.07228916] ; [ 44.07228916 191.92771084],1
a2,1,0.001012,10.805715,[12 84] ; [ 70 166],[23.71084337 72.28915663] ; [ 58.28915663 177.71084337],0
r1,1,0.003524,8.51414,[62 34] ; [186  47],[72.36474164 23.63525836] ; [175.63525836  57.36474164],0
d1,1,0.003572,8.489707,[38 58] ; [135 101],[50.02409639 45.97590361] ; [122.97590361 113.02409639],0
u3,1,0.003918,8.321484,[ 9 18] ; [46 24],[15.30927835 11.69072165] ; [39.69072165 30.30927835],0
r2,1,0.004098,8.239804,[82 14] ; [220  12],[88.3902439  7.6097561] ; [213.6097561  18.3902439],0
d4,1,0.005944,7.567132,[66 29] ; [196  40],[75.19637462 19.80362538] ; [186.80362538  49.19637462],0
p10,1,0.006709,7.349205,[63 32] ; [188  46],[72.47720365 22.52279635] ; [178.52279635  55.47720365],0
d5,1,0.006845,7.313288,[68 28] ; [198  38],[76.91566265 19.08433735] ; [189.08433735  46.91566265],0
v4,1,0.007176,7.228312,[83 11] ; [225   9],[88.26829268  5.73170732] ; [219.73170732  14.26829268],0
p4,1,0.009508,6.724778,[37 59] ; [128 108],[47.71084337 48.28915663] ; [117.28915663 118.71084337],0
a1,1,0.011322,6.413986,[ 6 90] ; [  3 233],[ 2.60240964 93.39759036] ; [  6.39759036 229.60240964],0
v2,1,0.026279,4.93759,[40 53] ; [127  97],[48.99369085 44.00630915] ; [118.00630915 105.99369085],0
b5,1,0.030119,4.702484,[53 43] ; [160  76],[61.59036145 34.40963855] ; [151.40963855  84.59036145],0
u2,1,0.033404,4.524947,[10 17] ; [41 26],[14.64893617 12.35106383] ; [36.35106383 30.64893617],0
n5,1,0.033614,4.514206,[73 22] ; [151  82],[64.87804878 30.12195122] ; [159.12195122  73.87804878],0
b1,1,0.046282,3.971317,[42 54] ; [ 76 160],[34.12048193 61.87951807] ; [ 83.87951807 152.12048193],0
p9,1,0.064875,3.408145,[73 23] ; [198  36],[78.83636364 17.16363636] ; [192.16363636  41.83636364],0
s8,1,0.091425,2.849097,[28 68] ; [ 92 144],[34.69879518 61.30120482] ; [ 85.30120482 150.69879518],0
s4,1,0.160336,1.971055,[10 85] ; [ 39 196],[14.10606061 80.89393939] ; [ 34.89393939 200.10606061],0
p6,1,0.165877,1.919814,[20 76] ; [ 66 168],[25.01818182 70.98181818] ; [ 60.98181818 173.01818182],0
s2,1,0.180561,1.792998,[42 53] ; [122 111],[47.5 47.5] ; [116.5 116.5],0
s6,1,0.192395,1.699181,[55 40] ; [154  81],[60.16666667 34.83333333] ; [148.83333333  86.16666667],0
p5,1,0.256102,1.289708,[ 7 89] ; [ 10 225],[ 4.9305136 91.0694864] ; [ 12.0694864 222.9305136],0
p3,1,0.268714,1.223299,[32 64] ; [ 94 142],[36.43373494 59.56626506] ; [ 89.56626506 146.43373494],0
n2,1,0.291239,1.113886,[26  8] ; [41 21],[23.72916667 10.27083333] ; [43.27083333 18.72916667],0
p7,1,0.40035,0.707274,[50 46] ; [109 123],[46.53658537 49.46341463] ; [112.46341463 119.53658537],0
n4,1,0.472707,0.515641,[72 23] ; [169  66],[69.37878788 25.62121212] ; [171.62121212  63.37878788],0
n3,1,0.483709,0.49049,[25 10] ; [49 14],[26.42857143  8.57142857] ; [47.57142857 15.42857143],0
a5,1,0.492165,0.471789,[63 33] ; [164  72],[65.63855422 30.36144578] ; [161.36144578  74.63855422],0
v3,1,0.500168,0.45458,[27 66] ; [ 75 153],[29.55140187 63.44859813] ; [ 72.44859813 155.55140187],0
b2,1,0.523946,0.406118,[27 40] ; [46 83],[24.95408163 42.04591837] ; [48.04591837 80.95408163],0
b3,1,0.523946,0.406118,[27 40] ; [46 83],[24.95408163 42.04591837] ; [48.04591837 80.95408163],0
s5,1,0.616659,0.250592,[29 64] ; [ 65 164],[27.14906832 65.85093168] ; [ 66.85093168 162.14906832],0
a3,1,0.623316,0.241234,[69 26] ; [165  71],[67.16012085 27.83987915] ; [166.83987915  69.16012085],0
s3,1,0.673102,0.177996,[52 44] ; [131 100],[53.72477064 42.27522936] ; [129.27522936 101.72477064],0
p12,1,0.705235,0.143083,[ 5 91] ; [ 10 225],[ 4.35045317 91.64954683] ; [ 10.64954683 224.35045317],0
n6,1,0.727624,0.121304,[74 20] ; [189  46],[75.14285714 18.85714286] ; [187.85714286  47.14285714],0
s7,1,0.728757,0.120256,[41 50] ; [ 97 129],[39.61514196 51.38485804] ; [ 98.38485804 127.61514196],0
n1,1,0.773536,0.082801,[10 24] ; [20 42],[10.625 23.375] ; [19.375 42.625],0
p1,1,0.838286,0.041651,[ 4 92] ; [ 11 224],[ 4.35045317 91.64954683] ; [ 10.64954683 224.35045317],0
p11,1,0.852152,0.034735,[69 27] ; [172  64],[69.68674699 26.31325301] ; [171.31325301  64.68674699],0
a8,1,0.934274,0.006801,[11 75] ; [ 28 185],[11.2173913 74.7826087] ; [ 27.7826087 185.2173913],0
s1,1,0.951591,0.003686,[ 3 92] ; [  7 224],[ 2.91411043 92.08588957] ; [  7.08588957 223.91411043],0
b4,1,0.96672,0.001741,[58 38] ; [142  94],[57.8313253 38.1686747] ; [142.1686747  93.8313253],0
v1,1,0.970433,0.001374,[45 47] ; [111 117],[44.85 47.15] ; [111.15 116.85],0
d2,1,0.983595,0.000423,[44 52] ; [108 127],[44.08459215 51.91540785] ; [107.91540785 127.08459215],0
a4,1,0.989998,0.000157,[43 52] ; [107 129],[43.05135952 51.94864048] ; [106.94864048 129.05135952],0
