Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.013135,6.150897,[ 9 25] ; [8 4],[12.56521739 21.43478261] ; [4.43478261 7.56521739],0
r2,1,0.019322,5.472094,[17 18] ; [9 1],[20.22222222 14.77777778] ; [5.77777778 4.22222222],0
s6,1,0.019352,5.46939,[17 21] ; [10  2],[20.52 17.48] ; [6.48 5.52],0
s2,1,0.020752,5.347542,[12 25] ; [9 4],[15.54 21.46] ; [5.46 7.54],0
r1,1,0.041236,4.166276,[10 28] ; [7 5],[12.92 25.08] ; [4.08 7.92],0
s3,1,0.041409,4.159214,[11 26] ; [7 4],[13.875 23.125] ; [4.125 6.875],0
p10,1,0.064976,3.405598,[17 19] ; [10  3],[19.83673469 16.16326531] ; [7.16326531 5.83673469],0
s8,1,0.080021,3.06448,[ 8 30] ; [6 7],[10.43137255 27.56862745] ; [3.56862745 9.43137255],0
a8,1,0.091267,2.851876,[ 1 34] ; [ 2 10],[ 2.23404255 32.76595745] ; [ 0.76595745 11.23404255],0
v4,1,0.115198,2.481426,[28  9] ; [5 5],[25.9787234 11.0212766] ; [7.0212766 2.9787234],0
a5,1,0.167361,1.906422,[21 17] ; [10  3],[23.09803922 14.90196078] ; [7.90196078 5.09803922],0
d4,1,0.189873,1.718603,[28 10] ; [11  1],[29.64  8.36] ; [9.36 2.64],0
b4,1,0.220616,1.50036,[22 16] ; [10  3],[23.84313725 14.15686275] ; [8.15686275 4.84313725],0
v3,1,0.220616,1.50036,[16 22] ; [ 3 10],[14.15686275 23.84313725] ; [4.84313725 8.15686275],0
u3,1,0.248213,1.333333,[5 7] ; [3 1],[6. 6.] ; [2. 2.],0
p2,1,0.259132,1.273389,[22 15] ; [10  3],[23.68 13.32] ; [8.32 4.68],0
b1,1,0.295548,1.094173,[21 17] ; [5 8],[19.37254902 18.62745098] ; [6.62745098 6.37254902],0
n4,1,0.342515,0.900994,[26 12] ; [7 6],[24.58823529 13.41176471] ; [8.41176471 4.58823529],0
n2,1,0.349445,0.87547,[14  5] ; [2 2],[13.2173913  5.7826087] ; [2.7826087 1.2173913],0
d1,1,0.377083,0.780191,[21 17] ; [9 4],[22.35294118 15.64705882] ; [7.64705882 5.35294118],0
a6,1,0.377673,0.778262,[20 18] ; [5 8],[18.62745098 19.37254902] ; [6.37254902 6.62745098],0
p7,1,0.405756,0.691201,[15 22] ; [7 6],[16.28 20.72] ; [5.72 7.28],0
b2,1,0.453129,0.562812,[ 5 16] ; [4 7],[ 5.90625 15.09375] ; [3.09375 7.90625],0
b3,1,0.453129,0.562812,[ 5 16] ; [4 7],[ 5.90625 15.09375] ; [3.09375 7.90625],0
d3,1,0.469909,0.522189,[22 16] ; [9 4],[23.09803922 14.90196078] ; [7.90196078 5.09803922],0
a7,1,0.485336,0.486849,[21 17] ; [8 4],[22.04 15.96] ; [6.96 5.04],0
p9,1,0.489436,0.477767,[21 15] ; [9 4],[22.04081633 13.95918367] ; [7.95918367 5.04081633],0
n5,1,0.495729,0.464068,[25 13] ; [6 5],[24.04081633 13.95918367] ; [6.95918367 4.04081633],0
d2,1,0.507801,0.438596,[18 20] ; [7 5],[19. 19.] ; [6. 6.],0
u2,1,0.514828,0.424242,[6 5] ; [1 2],[5.5 5.5] ; [1.5 1.5],0
p3,1,0.539052,0.3773,[ 8 28] ; [4 9],[ 8.81632653 27.18367347] ; [3.18367347 9.81632653],0
b5,1,0.552789,0.352344,[24 14] ; [7 6],[23.09803922 14.90196078] ; [7.90196078 5.09803922],0
s4,1,0.597525,0.278745,[ 5 33] ; [ 1 12],[ 4.47058824 33.52941176] ; [ 1.52941176 11.47058824],0
p4,1,0.647804,0.20868,[14 22] ; [6 7],[14.69387755 21.30612245] ; [5.30612245 7.69387755],0
a4,1,0.672704,0.178456,[15 23] ; [6 7],[15.64705882 22.35294118] ; [5.35294118 7.64705882],0
v1,1,0.738005,0.111888,[20 16] ; [6 6],[19.5 16.5] ; [6.5 5.5],0
p6,1,0.74211,0.10828,[10 26] ; [ 3 10],[ 9.55102041 26.44897959] ; [3.44897959 9.55102041],0
p1,1,0.747977,0.103239,[ 2 36] ; [ 1 12],[ 2.23529412 35.76470588] ; [ 0.76470588 12.23529412],0
p5,1,0.747977,0.103239,[ 2 36] ; [ 1 12],[ 2.23529412 35.76470588] ; [ 0.76470588 12.23529412],0
p8,1,0.752642,0.099324,[11 26] ; [3 9],[10.57142857 26.42857143] ; [3.42857143 8.57142857],0
p12,1,0.76519,0.089205,[ 2 35] ; [ 1 12],[ 2.22 34.78] ; [ 0.78 12.22],0
u1,1,0.766764,0.087977,[ 4 34] ; [ 1 12],[ 3.7254902 34.2745098] ; [ 1.2745098 11.7254902],0
n1,1,0.861894,0.030263,[ 4 15] ; [1 3],[ 4.13043478 14.86956522] ; [0.86956522 3.13043478],0
a3,1,0.956687,0.00295,[26 12] ; [9 4],[26.07843137 11.92156863] ; [8.92156863 4.07843137],0
p11,1,0.956687,0.00295,[26 12] ; [9 4],[26.07843137 11.92156863] ; [8.92156863 4.07843137],0
n6,1,0.976874,0.00084,[24 14] ; [7 4],[24.04081633 13.95918367] ; [6.95918367 4.04081633],0
