Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.007437,7.164246,[18 52] ; [23 23],[24.74137931 45.25862069] ; [16.25862069 29.74137931],0
v2,1,0.008435,6.938732,[18 48] ; [22 20],[24.44444444 41.55555556] ; [15.55555556 26.44444444],0
s8,1,0.009608,6.706163,[10 60] ; [16 30],[15.68965517 54.31034483] ; [10.31034483 35.68965517],0
s7,1,0.010462,6.554491,[12 51] ; [18 25],[17.83018868 45.16981132] ; [12.16981132 30.83018868],0
s6,1,0.019277,5.47619,[22 48] ; [24 21],[28. 42.] ; [18. 27.],0
a6,1,0.019277,5.47619,[48 21] ; [22 24],[42. 27.] ; [28. 18.],0
v3,1,0.022407,5.213913,[ 9 55] ; [14 29],[13.75700935 50.24299065] ; [ 9.24299065 33.75700935],0
s5,1,0.043185,4.088157,[ 7 58] ; [11 32],[10.83333333 54.16666667] ; [ 7.16666667 35.83333333],0
u3,1,0.060785,3.515828,[13 14] ; [11  3],[15.80487805 11.19512195] ; [8.19512195 5.80487805],0
v4,1,0.099229,2.717893,[49 20] ; [38  7],[52.65789474 16.34210526] ; [34.34210526 10.65789474],0
p3,1,0.155925,2.013305,[15 55] ; [15 30],[18.26086957 51.73913043] ; [11.73913043 33.26086957],0
d5,1,0.195334,1.67692,[43 26] ; [34 12],[46.2 22.8] ; [30.8 15.2],0
p9,1,0.195812,1.673338,[36 33] ; [29 16],[39.34210526 29.65789474] ; [25.65789474 19.34210526],0
r4,1,0.230432,1.438194,[41 29] ; [32 14],[44.05172414 25.94827586] ; [28.94827586 17.05172414],0
r1,1,0.26833,1.225266,[41 28] ; [32 14],[43.8 25.2] ; [29.2 16.8],0
p10,1,0.268992,1.221879,[28 41] ; [23 22],[30.86842105 38.13157895] ; [20.13157895 24.86842105],0
u2,1,0.272629,1.203469,[16 11] ; [10  3],[17.55  9.45] ; [8.45 4.55],0
n3,1,0.272727,1.202982,[18 13] ; [16  6],[19.88679245 11.11320755] ; [14.11320755  7.88679245],0
r3,1,0.273156,1.200828,[50 20] ; [37  9],[52.5 17.5] ; [34.5 11.5],0
d4,1,0.308072,1.038925,[49 19] ; [37  9],[51.29824561 16.70175439] ; [34.70175439 11.29824561],0
s3,1,0.338034,0.917874,[32 37] ; [25 20],[34.5 34.5] ; [22.5 22.5],0
p2,1,0.357803,0.845588,[36 33] ; [28 18],[38.4 30.6] ; [25.6 20.4],0
n4,1,0.363842,0.824588,[41 29] ; [23 23],[38.62068966 31.37931034] ; [25.37931034 20.62068966],0
r2,1,0.412176,0.672515,[56 13] ; [40  6],[57.6 11.4] ; [38.4  7.6],0
a3,1,0.424113,0.638889,[43 26] ; [32 14],[45. 24.] ; [30. 16.],0
s4,1,0.431299,0.619322,[13 57] ; [ 6 40],[11.46551724 58.53448276] ; [ 7.53448276 38.46551724],0
a7,1,0.448773,0.573749,[43 27] ; [25 21],[41.03448276 28.96551724] ; [26.96551724 19.03448276],0
p11,1,0.449963,0.570744,[30 40] ; [23 23],[31.98275862 38.01724138] ; [21.01724138 24.98275862],0
n5,1,0.502428,0.449804,[32 37] ; [18 27],[30.26315789 38.73684211] ; [19.73684211 25.26315789],0
u1,1,0.513802,0.426317,[ 7 63] ; [ 3 43],[ 6.03448276 63.96551724] ; [ 3.96551724 42.03448276],0
