Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.121526,[47 58] ; [214  59],[72.5 32.5] ; [188.5  84.5],1
d3,1,0.0,36.040349,[47 58] ; [210  63],[71.38888889 33.61111111] ; [185.61111111  87.38888889],1
a2,1,8.7e-05,15.396349,[ 8 97] ; [ 71 203],[21.88654354 83.11345646] ; [ 57.11345646 216.88654354],1
d4,1,0.000547,11.94821,[71 33] ; [230  43],[83.03448276 20.96551724] ; [217.96551724  55.03448276],1
b5,1,0.000838,11.156044,[44 61] ; [167 107],[58.45646438 46.54353562] ; [152.54353562 121.45646438],1
r1,1,0.00473,7.9797,[76 29] ; [232  41],[85.55555556 19.44444444] ; [222.44444444  50.55555556],0
d5,1,0.007583,7.129356,[72 33] ; [222  51],[81.66666667 23.33333333] ; [212.33333333  60.66666667],0
u1,1,0.010103,6.616698,[ 8 97] ; [ 50 224],[16.06860158 88.93139842] ; [ 41.93139842 232.06860158],0
p2,1,0.026305,4.935836,[74 31] ; [222  52],[82.00527704 22.99472296] ; [213.99472296  60.00527704],0
v2,1,0.027476,4.860665,[33 67] ; [120 142],[42.26519337 57.73480663] ; [110.73480663 151.26519337],0
a3,1,0.028705,4.785215,[62 43] ; [194  80],[70.92348285 34.07651715] ; [185.07651715  88.92348285],0
d1,1,0.031152,4.644542,[48 57] ; [159 115],[57.34828496 47.65171504] ; [149.65171504 124.34828496],0
p10,1,0.032365,4.579071,[70 35] ; [209  61],[78.12 26.88] ; [200.88  69.12],0
s2,1,0.057525,3.607339,[38 65] ; [131 143],[46.17241379 56.82758621] ; [122.82758621 151.17241379],0
v4,1,0.090064,2.873225,[97  7] ; [266   8],[99.87301587  4.12698413] ; [263.12698413  10.87301587],0
p9,1,0.108299,2.578867,[77 28] ; [216  51],[82.7016129 22.2983871] ; [210.2983871  56.7016129],0
b1,1,0.114303,2.493694,[48 57] ; [101 173],[41.27968338 63.72031662] ; [107.72031662 166.27968338],0
p6,1,0.129026,2.304181,[37 67] ; [ 75 197],[30.9787234 73.0212766] ; [ 81.0212766 190.9787234],0
u4,1,0.13005,2.291911,[  2 103] ; [  1 273],[  0.83113456 104.16886544] ; [  2.16886544 271.83113456],0
u3,1,0.14547,2.11912,[20 23] ; [47 31],[23.80991736 19.19008264] ; [43.19008264 34.80991736],0
s4,1,0.220918,1.498397,[23 81] ; [ 45 225],[18.90909091 85.09090909] ; [ 49.09090909 220.90909091],0
n3,1,0.268353,1.225145,[24 10] ; [57 14],[26.22857143  7.77142857] ; [54.77142857 16.22857143],0
p3,1,0.28969,1.121062,[49 56] ; [111 162],[44.44444444 60.55555556] ; [115.55555556 157.44444444],0
s1,1,0.376464,0.782217,[ 6 98] ; [ 10 260],[ 4.44919786 99.55080214] ; [ 11.55080214 258.44919786],0
p4,1,0.387194,0.747737,[49 54] ; [143 129],[52.736 50.264] ; [139.264 132.736],0
n2,1,0.41865,0.654103,[28  8] ; [50 21],[26.24299065  9.75700935] ; [51.75700935 19.24299065],0
s5,1,0.425036,0.636348,[32 66] ; [ 76 192],[28.91803279 69.08196721] ; [ 79.08196721 188.91803279],0
p1,1,0.425231,0.635813,[ 9 96] ; [ 17 255],[ 7.24137931 97.75862069] ; [ 18.75862069 253.24137931],0
b4,1,0.43042,0.62169,[57 48] ; [161 113],[60.39577836 44.60422164] ; [157.60422164 116.39577836],0
v3,1,0.442327,0.590238,[25 74] ; [ 78 188],[27.9369863 71.0630137] ; [ 75.0630137 190.9369863],0
a5,1,0.453412,0.562107,[69 36] ; [191  83],[72.03166227 32.96833773] ; [187.96833773  86.03166227],0
a8,1,0.455633,0.556602,[10 89] ; [ 33 221],[12.05949008 86.94050992] ; [ 30.94050992 223.05949008],0
p5,1,0.478918,0.501326,[10 95] ; [ 20 253],[ 8.33333333 96.66666667] ; [ 21.66666667 251.33333333],0
r2,1,0.503597,0.447347,[100   5] ; [263   9],[101.10079576   3.89920424] ; [261.89920424  10.10079576],0
b2,1,0.547044,0.36264,[16 44] ; [ 46 103],[17.79904306 42.20095694] ; [ 44.20095694 104.79904306],0
b3,1,0.547044,0.36264,[16 44] ; [ 46 103],[17.79904306 42.20095694] ; [ 44.20095694 104.79904306],0
n5,1,0.635147,0.225145,[70 34] ; [176  96],[68.04255319 35.95744681] ; [177.95744681  94.04255319],0
