Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,9e-06,19.73014,[377 128] ; [29 32],[362.24381625 142.75618375] ; [43.75618375 17.24381625],1
r1,1,0.059266,3.557802,[420  83] ; [45 16],[414.70744681  88.29255319] ; [50.29255319 10.70744681],0
s5,1,0.062022,3.482477,[183 301] ; [15 44],[176.48618785 307.51381215] ; [21.51381215 37.48618785],0
s6,1,0.065948,3.381107,[355 138] ; [37 24],[348.83754513 144.16245487] ; [43.16245487 17.83754513],0
p2,1,0.070776,3.264922,[430  71] ; [47 14],[425.22597865  75.77402135] ; [51.77402135  9.22597865],0
p12,1,0.087464,2.920449,[ 50 450] ; [ 2 59],[ 46.34581105 453.65418895] ; [ 5.65418895 55.34581105],0
s3,1,0.106486,2.605616,[298 199] ; [30 31],[292.14336918 204.85663082] ; [35.85663082 25.14336918],0
p9,1,0.121338,2.399964,[441  58] ; [48 11],[437.29569892  61.70430108] ; [51.70430108  7.29569892],0
a3,1,0.123059,2.377943,[398 105] ; [43 18],[393.30319149 109.69680851] ; [47.69680851 13.30319149],0
a1,1,0.128546,2.309975,[ 33 472] ; [ 1 60],[ 30.33568905 474.66431095] ; [ 3.66431095 57.33568905],0
s2,1,0.134413,2.240783,[283 215] ; [28 32],[277.55913978 220.44086022] ; [33.44086022 26.55913978],0
b5,1,0.154121,2.030987,[300 205] ; [42 19],[305.14134276 199.85865724] ; [36.85865724 24.14134276],0
v2,1,0.174973,1.839809,[293 195] ; [30 29],[288.16087751 199.83912249] ; [34.83912249 24.16087751],0
a6,1,0.208703,1.580399,[349 155] ; [47 14],[353.2460177 150.7539823] ; [42.7539823 18.2460177],0
a2,1,0.25922,1.272917,[151 354] ; [14 47],[147.21731449 357.78268551] ; [17.78268551 43.21731449],0
p1,1,0.286971,1.133776,[ 45 458] ; [ 3 58],[ 42.80851064 460.19148936] ; [ 5.19148936 55.80851064],0
p7,1,0.28991,1.120037,[328 164] ; [34 23],[324.41530055 167.58469945] ; [37.58469945 19.41530055],0
p8,1,0.297971,1.083253,[283 213] ; [30 30],[279.22302158 216.77697842] ; [33.77697842 26.22302158],0
p11,1,0.328544,0.954628,[415  90] ; [47 14],[412.20848057  92.79151943] ; [49.79151943 11.20848057],0
b4,1,0.391471,0.734368,[294 211] ; [39 22],[297.11130742 207.88869258] ; [35.88869258 25.11130742],0
u3,1,0.434512,0.610733,[64 43] ; [9 9],[62.488 44.512] ; [10.512  7.488],0
v1,1,0.449054,0.573038,[295 196] ; [33 27],[292.2831216 198.7168784] ; [35.7168784 24.2831216],0
b1,1,0.459177,0.5479,[207 298] ; [22 39],[204.31978799 300.68021201] ; [24.68021201 36.31978799],0
u2,1,0.472796,0.515435,[62 43] ; [9 9],[60.6097561 44.3902439] ; [10.3902439  7.6097561],0
s1,1,0.603131,0.2703,[ 14 483] ; [ 1 59],[ 13.38420108 483.61579892] ; [ 1.61579892 58.38420108],0
n2,1,0.791278,0.070041,[75 23] ; [17  6],[74.51239669 23.48760331] ; [17.48760331  5.51239669],0
d3,1,0.861265,0.030543,[384 121] ; [47 14],[384.54946996 120.45053004] ; [46.45053004 14.54946996],0
a7,1,0.909479,0.012927,[367 137] ; [44 17],[366.62654867 137.37345133] ; [44.37345133 16.62654867],0
b3,1,0.915539,0.011248,[135 187] ; [15 20],[135.29411765 186.70588235] ; [14.70588235 20.29411765],0
b2,1,0.915539,0.011248,[135 187] ; [15 20],[135.29411765 186.70588235] ; [14.70588235 20.29411765],0
u4,1,0.965129,0.001911,[ 16 488] ; [ 2 59],[ 16.05663717 487.94336283] ; [ 1.94336283 59.05663717],0
v4,1,0.985872,0.000314,[478  25] ; [58  3],[478.02836879  24.97163121] ; [57.97163121  3.02836879],0
