Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,75.365653,[ 4 41] ; [219  74],[29.68934911 15.31065089] ; [193.31065089  99.68934911],1
d4,1,0.0,41.840734,[24 21] ; [264  29],[38.34319527  6.65680473] ; [249.65680473  43.34319527],1
a3,1,1e-06,24.993473,[22 23] ; [240  52],[34.9851632 10.0148368] ; [227.0148368  64.9851632],1
a4,1,1e-06,24.483815,[ 6 39] ; [155 138],[21.43491124 23.56508876] ; [139.56508876 153.43491124],1
d2,1,4e-06,21.285071,[11 34] ; [179 114],[25.29585799 19.70414201] ; [164.70414201 128.29585799],1
d3,1,0.000428,12.407433,[21 24] ; [213  80],[31.15384615 13.84615385] ; [202.84615385  90.15384615],1
a5,1,0.001001,10.826339,[27 18] ; [239  54],[35.41420118  9.58579882] ; [230.58579882  62.41420118],0
u1,1,0.003952,8.305847,[ 3 42] ; [ 77 216],[10.65088757 34.34911243] ; [ 69.34911243 223.65088757],0
n4,1,0.015401,5.870027,[31 14] ; [244  47],[36.83035714  8.16964286] ; [238.16964286  52.83035714],0
u3,1,0.01682,5.715067,[12 11] ; [42 11],[16.34210526  6.65789474] ; [37.65789474 15.34210526],0
a2,1,0.019914,5.419429,[ 6 39] ; [ 88 205],[12.5147929 32.4852071] ; [ 81.4852071 211.5147929],0
v3,1,0.027659,4.849187,[13 31] ; [132 147],[19.75232198 24.24767802] ; [125.24767802 153.75232198],0
p1,1,0.030459,4.683216,[ 9 36] ; [ 27 264],[ 4.82142857 40.17857143] ; [ 31.17857143 259.82142857],0
r1,1,0.036383,4.379076,[34 11] ; [254  37],[38.57142857  6.42857143] ; [249.42857143  41.57142857],0
p8,1,0.042923,4.098446,[32 13] ; [158 129],[25.75301205 19.24698795] ; [164.24698795 122.75301205],0
a7,1,0.060745,3.516917,[26 19] ; [209  83],[31.37982196 13.62017804] ; [203.62017804  88.37982196],0
n2,1,0.06273,3.46369,[3 4] ; [53 17],[5.09090909 1.90909091] ; [50.90909091 19.09090909],0
r2,1,0.082952,3.006084,[40  4] ; [279  10],[42.15015015  1.84984985] ; [276.84984985  12.15015015],0
n1,1,0.095084,2.786115,[1 6] ; [33 37],[3.09090909 3.90909091] ; [30.90909091 39.09090909],0
