Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,32.472907,[45 50] ; [ 7 76],[27.75280899 67.24719101] ; [24.24719101 58.75280899],1
p8,1,0.0,32.157723,[58 40] ; [15 69],[39.30769231 58.69230769] ; [33.69230769 50.30769231],1
p2,1,0.000101,15.12654,[80 17] ; [47 37],[68.06077348 28.93922652] ; [58.93922652 25.06077348],1
p4,1,0.000108,14.988235,[56 42] ; [24 60],[43.07692308 54.92307692] ; [36.92307692 47.07692308],1
p3,1,0.000467,12.244238,[48 50] ; [20 64],[36.61538462 61.38461538] ; [31.38461538 52.61538462],1
r4,1,0.001096,10.658,[77 21] ; [47 37],[66.76923077 31.23076923] ; [57.23076923 26.76923077],0
s3,1,0.004171,8.207799,[57 40] ; [31 52],[47.42222222 49.57777778] ; [40.57777778 42.42222222],0
r3,1,0.004738,7.976944,[88 10] ; [62 22],[80.76923077 17.23076923] ; [69.23076923 14.76923077],0
v4,1,0.008681,6.887311,[86 10] ; [62 21],[79.37430168 16.62569832] ; [68.62569832 14.37430168],0
s8,1,0.011449,6.394209,[39 58] ; [19 65],[31.08287293 65.91712707] ; [26.91712707 57.08287293],0
p10,1,0.016201,5.780894,[70 27] ; [45 37],[62.31843575 34.68156425] ; [52.68156425 29.31843575],0
r1,1,0.017544,5.641141,[66 32] ; [42 42],[58.15384615 39.84615385] ; [49.84615385 34.15384615],0
p11,1,0.021224,5.308333,[77 21] ; [53 31],[70. 28.] ; [60. 24.],0
s5,1,0.025406,4.995976,[39 55] ; [20 59],[32.05780347 61.94219653] ; [26.94219653 52.05780347],0
b2,1,0.077961,3.106905,[19 43] ; [26 30],[23.6440678 38.3559322] ; [21.3559322 34.6440678],0
b3,1,0.077961,3.106905,[19 43] ; [26 30],[23.6440678 38.3559322] ; [21.3559322 34.6440678],0
u2,1,0.081264,3.039448,[21 19] ; [11 23],[17.2972973 22.7027027] ; [14.7027027 19.2972973],0
d3,1,0.084185,2.982196,[45 53] ; [28 56],[39.30769231 58.69230769] ; [33.69230769 50.30769231],0
r2,1,0.094577,2.794684,[85 12] ; [65 18],[80.83333333 16.16666667] ; [69.16666667 13.83333333],0
s6,1,0.106685,2.602649,[55 39] ; [38 44],[49.67045455 44.32954545] ; [43.32954545 38.67045455],0
s2,1,0.110437,2.547961,[42 56] ; [26 57],[36.81767956 61.18232044] ; [31.18232044 51.81767956],0
v2,1,0.133333,2.253261,[35 61] ; [21 60],[30.37288136 65.62711864] ; [25.62711864 55.37288136],0
s4,1,0.142285,2.153075,[24 74] ; [13 70],[20.03314917 77.96685083] ; [16.96685083 66.03314917],0
v1,1,0.161775,1.957553,[41 55] ; [27 56],[36.46927374 59.53072626] ; [31.53072626 51.46927374],0
p5,1,0.163543,1.941154,[10 87] ; [ 4 80],[ 7.50276243 89.49723757] ; [ 6.49723757 77.50276243],0
b5,1,0.169667,1.88588,[46 52] ; [48 36],[50.61538462 47.38461538] ; [43.38461538 40.61538462],0
u1,1,0.219643,1.506705,[ 6 92] ; [ 2 82],[ 4.30769231 93.69230769] ; [ 3.69230769 80.30769231],0
a4,1,0.223594,1.481157,[38 59] ; [40 43],[42.03333333 54.96666667] ; [35.96666667 47.03333333],0
p9,1,0.229157,1.446089,[73 25] ; [53 27],[69.37078652 28.62921348] ; [56.62921348 23.37078652],0
u3,1,0.239767,1.381961,[20 21] ; [12 22],[17.49333333 23.50666667] ; [14.50666667 19.49333333],0
s7,1,0.24685,1.341044,[41 53] ; [28 52],[37.27586207 56.72413793] ; [31.72413793 48.27586207],0
n3,1,0.257826,1.280394,[18  9] ; [20 18],[15.78461538 11.21538462] ; [22.21538462 15.78461538],0
d5,1,0.259117,1.273469,[64 34] ; [48 36],[60.30769231 37.69230769] ; [51.69230769 32.30769231],0
u4,1,0.47236,0.516449,[ 1 97] ; [ 2 82],[ 1.61538462 96.38461538] ; [ 1.38461538 82.61538462],0
n2,1,0.528829,0.39664,[20  8] ; [25 14],[18.80597015  9.19402985] ; [26.19402985 12.80597015],0
a5,1,0.54789,0.361111,[58 40] ; [46 38],[56. 42.] ; [48. 36.],0
a2,1,0.665486,0.186928,[10 88] ; [ 7 77],[ 9.15384615 88.84615385] ; [ 7.84615385 76.15384615],0
n4,1,0.679707,0.170456,[63 34] ; [57 27],[64.30939227 32.69060773] ; [55.69060773 28.30939227],0
a6,1,0.689399,0.159736,[39 59] ; [31 53],[37.69230769 60.30769231] ; [32.30769231 51.69230769],0
p12,1,0.689956,0.159133,[ 6 91] ; [ 4 79],[ 5.38888889 91.61111111] ; [ 4.61111111 78.38888889],0
d4,1,0.700082,0.148387,[65 32] ; [54 30],[63.77348066 33.22651934] ; [55.22651934 28.77348066],0
n5,1,0.729678,0.119408,[67 30] ; [60 24],[68.06077348 28.93922652] ; [58.93922652 25.06077348],0
n1,1,0.744383,0.106312,[10 17] ; [16 23],[10.63636364 16.36363636] ; [15.36363636 23.63636364],0
