Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.012372,6.256764,[3 6] ; [ 1 27],[0.97297297 8.02702703] ; [ 3.02702703 24.97297297],0
p7,1,0.027612,4.852148,[7 2] ; [10 18],[4.13513514 4.86486486] ; [12.86486486 15.13513514],0
p4,1,0.044449,4.039416,[7 2] ; [11 17],[4.37837838 4.62162162] ; [13.62162162 14.37837838],0
p8,1,0.048398,3.896104,[6 3] ; [ 8 19],[3.5 5.5] ; [10.5 16.5],0
b5,1,0.057371,3.611814,[8 1] ; [15 13],[5.59459459 3.40540541] ; [17.40540541 10.59459459],0
u1,1,0.074555,3.179777,[2 7] ; [ 1 27],[0.72972973 8.27027027] ; [ 2.27027027 25.72972973],0
p2,1,0.08266,3.011803,[8 1] ; [16 12],[5.83783784 3.16216216] ; [18.16216216  9.83783784],0
r4,1,0.088483,2.901759,[5 4] ; [ 7 21],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
n3,1,0.0994,2.715152,[1 2] ; [9 2],[2.14285714 0.85714286] ; [7.85714286 3.14285714],0
p3,1,0.105826,2.615473,[4 5] ; [ 5 23],[2.18918919 6.81081081] ; [ 6.81081081 21.18918919],0
s2,1,0.121335,2.4,[3 6] ; [ 3 24],[1.5 7.5] ; [ 4.5 22.5],0
v2,1,0.121335,2.4,[6 3] ; [10 17],[4. 5.] ; [12. 15.],0
n5,1,0.143389,2.141204,[7 2] ; [14 14],[5.10810811 3.89189189] ; [15.89189189 12.10810811],0
n6,1,0.198203,1.655568,[7 2] ; [15 13],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
a6,1,0.198203,1.655568,[7 2] ; [15 13],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
p5,1,0.220671,1.5,[2 7] ; [ 2 25],[1. 8.] ; [ 3. 24.],0
b3,1,0.226023,1.465714,[2 2] ; [ 3 12],[1.05263158 2.94736842] ; [ 3.94736842 11.05263158],0
b2,1,0.226023,1.465714,[2 2] ; [ 3 12],[1.05263158 2.94736842] ; [ 3.94736842 11.05263158],0
a8,1,0.245952,1.346154,[3 6] ; [ 4 22],[1.8 7.2] ; [ 5.2 20.8],0
p10,1,0.316503,1.003344,[7 2] ; [16 11],[5.75 3.25] ; [17.25  9.75],0
v3,1,0.326535,0.962592,[3 6] ; [ 5 23],[1.94594595 7.05405405] ; [ 6.05405405 21.94594595],0
n2,1,0.347153,0.883838,[1 2] ; [7 4],[1.71428571 1.28571429] ; [6.28571429 4.71428571],0
a4,1,0.376204,0.783069,[4 5] ; [ 8 20],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
v1,1,0.376204,0.783069,[4 5] ; [ 8 20],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
p9,1,0.414216,0.666667,[7 2] ; [17 10],[6. 3.] ; [18.  9.],0
s6,1,0.506061,0.442204,[5 4] ; [12 16],[4.13513514 4.86486486] ; [12.86486486 15.13513514],0
a3,1,0.5631,0.334365,[4 5] ; [15 12],[4.75 4.25] ; [14.25 12.75],0
s5,1,0.574171,0.315754,[2 7] ; [ 4 24],[1.45945946 7.54054054] ; [ 4.54054054 23.45945946],0
d2,1,0.62434,0.239815,[3 6] ; [ 7 21],[2.43243243 6.56756757] ; [ 7.56756757 20.43243243],0
s8,1,0.62434,0.239815,[3 6] ; [ 7 21],[2.43243243 6.56756757] ; [ 7.56756757 20.43243243],0
d4,1,0.62434,0.239815,[6 3] ; [21  7],[6.56756757 2.43243243] ; [20.43243243  7.56756757],0
b1,1,0.633677,0.227107,[4 5] ; [15 13],[4.62162162 4.37837838] ; [14.37837838 13.62162162],0
u2,1,0.709815,0.138462,[3 2] ; [9 4],[3.33333333 1.66666667] ; [8.66666667 4.33333333],0
v4,1,0.748737,0.102595,[6 3] ; [17 11],[5.59459459 3.40540541] ; [17.40540541 10.59459459],0
d3,1,0.748737,0.102595,[6 3] ; [17 11],[5.59459459 3.40540541] ; [17.40540541 10.59459459],0
n4,1,0.771756,0.084146,[5 4] ; [14 14],[4.62162162 4.37837838] ; [14.37837838 13.62162162],0
a5,1,0.783921,0.075192,[5 4] ; [17 11],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
b4,1,0.783921,0.075192,[5 4] ; [17 11],[5.35135135 3.64864865] ; [16.64864865 11.35135135],0
r1,1,0.783921,0.075192,[4 5] ; [11 17],[3.64864865 5.35135135] ; [11.35135135 16.64864865],0
d5,1,0.785704,0.073926,[6 3] ; [20  8],[6.32432432 2.67567568] ; [19.67567568  8.32432432],0
s4,1,0.808514,0.05873,[1 8] ; [ 4 24],[1.21621622 7.78378378] ; [ 3.78378378 24.21621622],0
a2,1,0.808514,0.05873,[1 8] ; [ 4 24],[1.21621622 7.78378378] ; [ 3.78378378 24.21621622],0
u3,1,0.813945,0.055385,[2 3] ; [6 7],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
r3,1,0.824141,0.049383,[7 2] ; [20  7],[6.75 2.25] ; [20.25  6.75],0
s7,1,0.86829,0.0275,[2 7] ; [ 6 18],[2.18181818 6.81818182] ; [ 5.81818182 18.18181818],0
d1,1,0.947085,0.004405,[3 6] ; [ 9 19],[2.91891892 6.08108108] ; [ 9.08108108 18.91891892],0
a1,1,0.973394,0.001112,[1 8] ; [ 3 25],[0.97297297 8.02702703] ; [ 3.02702703 24.97297297],0
s3,1,1.0,0.0,[2 7] ; [ 6 21],[2. 7.] ; [ 6. 21.],0
