Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.008107,7.009742,[ 3 22] ; [15 19],[ 7.62711864 17.37288136] ; [10.37288136 23.62711864],0
d1,1,0.012759,6.202208,[ 4 21] ; [16 18],[ 8.47457627 16.52542373] ; [11.52542373 22.47457627],0
u3,1,0.016689,5.728739,[7 2] ; [ 6 14],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
s6,1,0.022368,5.216933,[ 4 21] ; [15 19],[ 8.05084746 16.94915254] ; [10.94915254 23.05084746],0
s3,1,0.025395,4.996763,[ 5 20] ; [16 17],[ 9.05172414 15.94827586] ; [11.94827586 21.05172414],0
s5,1,0.037846,4.311919,[ 2 23] ; [10 23],[ 5.17241379 19.82758621] ; [ 6.82758621 26.17241379],0
a7,1,0.039937,4.220566,[11 14] ; [24 10],[14.83050847 10.16949153] ; [20.16949153 13.83050847],0
n5,1,0.049745,3.850039,[12 13] ; [ 8 26],[ 8.47457627 16.52542373] ; [11.52542373 22.47457627],0
b1,1,0.068833,3.310636,[17  8] ; [15 19],[13.55932203 11.44067797] ; [18.44067797 15.55932203],0
v2,1,0.071549,3.247127,[ 5 20] ; [14 19],[ 8.18965517 16.81034483] ; [10.81034483 22.18965517],0
a3,1,0.103435,2.651763,[16  9] ; [14 19],[12.93103448 12.06896552] ; [17.06896552 15.93103448],0
v3,1,0.120422,2.411824,[ 6 19] ; [ 3 30],[ 3.87931034 21.12068966] ; [ 5.12068966 27.87931034],0
r1,1,0.188237,1.731359,[ 9 16] ; [ 7 27],[ 6.77966102 18.22033898] ; [ 9.22033898 24.77966102],0
d5,1,0.199421,1.64661,[12 13] ; [22 12],[14.40677966 10.59322034] ; [19.59322034 14.40677966],0
n6,1,0.227878,1.454057,[10 15] ; [19 15],[12.28813559 12.71186441] ; [16.71186441 17.28813559],0
p11,1,0.227878,1.454057,[10 15] ; [19 15],[12.28813559 12.71186441] ; [16.71186441 17.28813559],0
s7,1,0.285322,1.141564,[ 7 16] ; [ 6 27],[ 5.33928571 17.66071429] ; [ 7.66071429 25.33928571],0
b5,1,0.292641,1.107433,[12 13] ; [21 13],[13.98305085 11.01694915] ; [19.01694915 14.98305085],0
d2,1,0.351843,0.866801,[ 6 19] ; [12 22],[ 7.62711864 17.37288136] ; [10.37288136 23.62711864],0
p5,1,0.376021,0.78367,[ 2 22] ; [ 1 32],[ 1.26315789 22.73684211] ; [ 1.73684211 31.26315789],0
p1,1,0.39738,0.716239,[ 2 23] ; [ 1 32],[ 1.29310345 23.70689655] ; [ 1.70689655 31.29310345],0
s1,1,0.40442,0.695146,[ 3 22] ; [ 2 32],[ 2.11864407 22.88135593] ; [ 2.88135593 31.11864407],0
a2,1,0.40442,0.695146,[ 3 22] ; [ 2 32],[ 2.11864407 22.88135593] ; [ 2.88135593 31.11864407],0
b4,1,0.409594,0.679978,[12 13] ; [20 14],[13.55932203 11.44067797] ; [18.44067797 15.55932203],0
u2,1,0.435819,0.607265,[5 4] ; [ 8 12],[4.03448276 4.96551724] ; [ 8.96551724 11.03448276],0
v1,1,0.441637,0.592026,[10 15] ; [10 23],[ 8.62068966 16.37931034] ; [11.37931034 21.62068966],0
s4,1,0.477706,0.504097,[ 4 21] ; [ 8 26],[ 5.08474576 19.91525424] ; [ 6.91525424 27.08474576],0
a4,1,0.508431,0.437294,[ 7 18] ; [ 7 27],[ 5.93220339 19.06779661] ; [ 8.06779661 25.93220339],0
r2,1,0.512199,0.429573,[13 12] ; [20 13],[14.22413793 10.77586207] ; [18.77586207 14.22413793],0
n1,1,0.525741,0.402618,[ 4 10] ; [ 3 13],[ 3.26666667 10.73333333] ; [ 3.73333333 12.26666667],0
s8,1,0.551079,0.355388,[ 3 22] ; [ 6 28],[ 3.81355932 21.18644068] ; [ 5.18644068 28.81355932],0
n3,1,0.572645,0.318277,[6 8] ; [8 7],[6.75862069 7.24137931] ; [7.24137931 7.75862069],0
a6,1,0.589428,0.291238,[10 15] ; [16 18],[11.01694915 13.98305085] ; [14.98305085 19.01694915],0
p6,1,0.616069,0.251432,[ 4 21] ; [ 7 26],[ 4.74137931 20.25862069] ; [ 6.25862069 26.74137931],0
a5,1,0.656014,0.198402,[11 14] ; [13 21],[10.16949153 14.83050847] ; [13.83050847 20.16949153],0
b3,1,0.656787,0.19745,[4 9] ; [ 4 13],[3.46666667 9.53333333] ; [ 4.53333333 12.46666667],0
b2,1,0.656787,0.19745,[4 9] ; [ 4 13],[3.46666667 9.53333333] ; [ 4.53333333 12.46666667],0
p9,1,0.65825,0.195657,[12 12] ; [19 15],[12.82758621 11.17241379] ; [18.17241379 15.82758621],0
d3,1,0.672407,0.1788,[13 12] ; [19 14],[13.79310345 11.20689655] ; [18.20689655 14.79310345],0
p3,1,0.70121,0.147216,[ 5 20] ; [ 8 25],[ 5.60344828 19.39655172] ; [ 7.39655172 25.60344828],0
v4,1,0.705808,0.1425,[16  9] ; [22 10],[16.66666667  8.33333333] ; [21.33333333 10.66666667],0
n2,1,0.732105,0.117188,[7 7] ; [7 9],[6.53333333 7.46666667] ; [7.46666667 8.53333333],0
p8,1,0.744847,0.105912,[ 9 15] ; [11 22],[ 8.42105263 15.57894737] ; [11.57894737 21.42105263],0
u1,1,0.745012,0.10577,[ 1 24] ; [ 2 32],[ 1.27118644 23.72881356] ; [ 1.72881356 32.27118644],0
p2,1,0.777447,0.07989,[15 10] ; [21 12],[15.51724138  9.48275862] ; [20.48275862 12.51724138],0
a1,1,0.824253,0.049319,[ 1 24] ; [ 1 33],[ 0.84745763 24.15254237] ; [ 1.15254237 32.84745763],0
d4,1,0.831047,0.045522,[17  8] ; [24 10],[17.37288136  7.62711864] ; [23.62711864 10.37288136],0
p10,1,0.847381,0.037041,[13 12] ; [18 15],[13.36206897 11.63793103] ; [17.63793103 15.36206897],0
p4,1,0.890763,0.018862,[10 15] ; [13 21],[ 9.74576271 15.25423729] ; [13.25423729 20.74576271],0
p7,1,0.954389,0.003271,[10 14] ; [14 19],[10.10526316 13.89473684] ; [13.89473684 19.10526316],0
