Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,42.178487,[59 33] ; [ 9 60],[38.85714286 53.14285714] ; [29.14285714 39.85714286],1
s3,1,0.0,27.307296,[58 32] ; [15 52],[41.84713376 48.15286624] ; [31.15286624 35.84713376],1
s8,1,2.9e-05,17.506998,[42 50] ; [10 59],[29.71428571 62.28571429] ; [22.28571429 46.71428571],1
s5,1,0.00033,12.893868,[37 52] ; [10 57],[26.81410256 62.18589744] ; [20.18589744 46.81410256],1
s4,1,0.000506,12.093851,[27 65] ; [ 5 64],[18.28571429 73.71428571] ; [13.71428571 55.28571429],1
a5,1,0.000643,11.648325,[67 25] ; [32 37],[56.57142857 35.42857143] ; [42.42857143 26.57142857],1
s7,1,0.000691,11.51286,[42 48] ; [14 54],[31.89873418 58.10126582] ; [24.10126582 43.89873418],1
p10,1,0.000818,11.199528,[71 19] ; [36 31],[61.33757962 28.66242038] ; [45.66242038 21.33757962],1
p9,1,0.003365,8.597936,[76 14] ; [43 24],[68.21656051 21.78343949] ; [50.78343949 16.21656051],0
r4,1,0.00571,7.639608,[84  8] ; [52 17],[77.71428571 14.28571429] ; [58.28571429 10.71428571],0
d5,1,0.00973,6.683717,[76 16] ; [44 24],[69. 23.] ; [51. 17.],0
u1,1,0.011128,6.444774,[16 76] ; [ 3 66],[10.85714286 81.14285714] ; [ 8.14285714 60.85714286],0
a4,1,0.013367,6.119883,[40 52] ; [17 52],[32.57142857 59.42857143] ; [24.42857143 44.57142857],0
r1,1,0.025216,5.008988,[71 21] ; [42 27],[64.57142857 27.42857143] ; [48.42857143 20.57142857],0
a2,1,0.027068,4.886473,[18 74] ; [ 5 64],[13.14285714 78.85714286] ; [ 9.85714286 59.14285714],0
d4,1,0.056901,3.625496,[79 13] ; [51 18],[74.28571429 17.71428571] ; [55.71428571 13.28571429],0
u3,1,0.088063,2.909424,[19 11] ; [11 16],[15.78947368 14.21052632] ; [14.21052632 12.78947368],0
b3,1,0.101945,2.674852,[11 38] ; [15 24],[14.47727273 34.52272727] ; [11.52272727 27.47727273],0
b2,1,0.101945,2.674852,[11 38] ; [15 24],[14.47727273 34.52272727] ; [11.52272727 27.47727273],0
v1,1,0.10614,2.610779,[35 53] ; [18 48],[30.28571429 57.71428571] ; [22.71428571 43.28571429],0
b4,1,0.147242,2.100589,[61 31] ; [38 31],[56.57142857 35.42857143] ; [42.42857143 26.57142857],0
d3,1,0.168106,1.899749,[70 22] ; [45 23],[66.125 25.875] ; [48.875 19.125],0
a8,1,0.18556,1.752523,[ 6 77] ; [ 9 56],[ 8.41216216 74.58783784] ; [ 6.58783784 58.41216216],0
s1,1,0.18643,1.745609,[ 5 87] ; [ 1 68],[ 3.42857143 88.57142857] ; [ 2.57142857 66.42857143],0
a7,1,0.214165,1.543046,[74 18] ; [49 19],[70.725 21.275] ; [52.275 15.725],0
r3,1,0.229711,1.442652,[90  2] ; [65  4],[88.57142857  3.42857143] ; [66.42857143  2.57142857],0
b1,1,0.232618,1.424779,[24 68] ; [24 45],[27.42857143 64.57142857] ; [20.57142857 48.42857143],0
u2,1,0.240227,1.379259,[18 12] ; [12 15],[15.78947368 14.21052632] ; [14.21052632 12.78947368],0
a6,1,0.261832,1.259042,[60 32] ; [39 30],[56.57142857 35.42857143] ; [42.42857143 26.57142857],0
r2,1,0.274513,1.194055,[84  5] ; [61  7],[82.19745223  6.80254777] ; [62.80254777  5.19745223],0
p3,1,0.277485,1.179365,[37 55] ; [22 47],[33.71428571 58.28571429] ; [25.28571429 43.71428571],0
d2,1,0.287357,1.131964,[41 51] ; [25 44],[37.71428571 54.28571429] ; [28.28571429 40.71428571],0
p8,1,0.296201,1.091219,[40 52] ; [24 44],[36.8 55.2] ; [27.2 40.8],0
p6,1,0.318411,0.995461,[28 62] ; [16 51],[25.22292994 64.77707006] ; [18.77707006 48.22292994],0
p11,1,0.338638,0.91558,[63 29] ; [52 17],[65.71428571 26.28571429] ; [49.28571429 19.71428571],0
p4,1,0.375331,0.785938,[43 49] ; [27 41],[40.25 51.75] ; [29.75 38.25],0
n3,1,0.39596,0.720559,[21  5] ; [14  6],[19.7826087  6.2173913] ; [15.2173913  4.7826087],0
v4,1,0.424652,0.637405,[87  4] ; [63  5],[85.8490566  5.1509434] ; [64.1509434  3.8490566],0
v3,1,0.4262,0.633157,[26 63] ; [15 49],[23.8496732 65.1503268] ; [17.1503268 46.8496732],0
p12,1,0.434845,0.609848,[ 5 87] ; [ 2 67],[ 4. 88.] ; [ 3. 66.],0
p2,1,0.446303,0.580024,[69 22] ; [55 13],[70.96855346 20.03144654] ; [53.03144654 14.96855346],0
n2,1,0.514643,0.424615,[18  8] ; [12  8],[16.95652174  9.04347826] ; [13.04347826  6.95652174],0
d1,1,0.523718,0.406566,[50 42] ; [34 35],[48. 44.] ; [36. 33.],0
a3,1,0.553346,0.351356,[61 31] ; [42 26],[59.225 32.775] ; [43.775 24.225],0
p5,1,0.566894,0.327908,[ 6 86] ; [ 3 65],[ 5.175 86.825] ; [ 3.825 64.175],0
p7,1,0.59129,0.288334,[51 40] ; [41 27],[52.65408805 38.34591195] ; [39.34591195 28.65408805],0
a1,1,0.630913,0.230824,[ 4 88] ; [ 2 67],[ 3.42857143 88.57142857] ; [ 2.57142857 66.42857143],0
p1,1,0.757318,0.095484,[ 5 86] ; [ 3 65],[ 4.57861635 86.42138365] ; [ 3.42138365 64.57861635],0
n4,1,0.78227,0.076376,[38 54] ; [30 39],[38.85714286 53.14285714] ; [29.14285714 39.85714286],0
v2,1,0.842019,0.039725,[48 40] ; [36 32],[47.38461538 40.61538462] ; [36.61538462 31.38461538],0
n1,1,0.952972,0.003478,[ 6 20] ; [ 5 16],[ 6.08510638 19.91489362] ; [ 4.91489362 16.08510638],0
b5,1,0.963016,0.00215,[55 37] ; [41 28],[54.85714286 37.14285714] ; [41.14285714 27.85714286],0
