Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.910139,[25 60] ; [25  8],[36.01694915 48.98305085] ; [13.98305085 19.01694915],1
p4,1,2.2e-05,18.014384,[22 63] ; [23 11],[32.14285714 52.85714286] ; [12.85714286 21.14285714],1
p2,1,0.000843,11.145072,[43 43] ; [29  6],[51.17355372 34.82644628] ; [20.82644628 14.17355372],1
d1,1,0.001122,10.613965,[31 55] ; [24 11],[39.09090909 46.90909091] ; [15.90909091 19.09090909],0
p10,1,0.002795,8.936398,[16 68] ; [16 19],[22.58823529 61.41176471] ; [ 9.41176471 25.58823529],0
p6,1,0.003942,8.310525,[11 74] ; [12 21],[16.56779661 68.43220339] ; [ 6.43220339 26.56779661],0
d3,1,0.004781,7.960581,[45 41] ; [28  7],[51.88429752 34.11570248] ; [21.11570248 13.88429752],0
v4,1,0.004931,7.90446,[64 21] ; [34  1],[69.41666667 15.58333333] ; [28.58333333  6.41666667],0
n6,1,0.008363,6.953983,[55 31] ; [30  4],[60.91666667 25.08333333] ; [24.08333333  9.91666667],0
b2,1,0.019121,5.490428,[24 34] ; [ 3 19],[19.575 38.425] ; [ 7.425 14.575],0
b3,1,0.019121,5.490428,[24 34] ; [ 3 19],[19.575 38.425] ; [ 7.425 14.575],0
s7,1,0.027624,4.851399,[21 57] ; [16 17],[26. 52.] ; [11. 22.],0
r3,1,0.044602,4.033613,[64 21] ; [32  3],[68. 17.] ; [28.  7.],0
r4,1,0.053009,3.743634,[59 27] ; [30  5],[63.25619835 22.74380165] ; [25.74380165  9.25619835],0
a4,1,0.061301,3.501841,[37 47] ; [ 9 26],[32.47058824 51.52941176] ; [13.52941176 21.47058824],0
s2,1,0.067247,3.348968,[25 60] ; [16 18],[29.28571429 55.71428571] ; [11.71428571 22.28571429],0
s8,1,0.073398,3.205355,[17 69] ; [12 22],[20.78333333 65.21666667] ; [ 8.21666667 25.78333333],0
p5,1,0.089827,2.877476,[ 3 83] ; [ 4 31],[ 4.97520661 81.02479339] ; [ 2.02479339 32.97520661],0
a7,1,0.110129,2.55237,[50 35] ; [26  9],[53.83333333 31.16666667] ; [22.16666667 12.83333333],0
d2,1,0.112664,2.516445,[37 47] ; [21 14],[40.94117647 43.05882353] ; [17.05882353 17.94117647],0
s6,1,0.131897,2.270033,[35 51] ; [19 15],[38.7 47.3] ; [15.3 18.7],0
v2,1,0.142422,2.151599,[31 53] ; [18 17],[34.58823529 49.41176471] ; [14.41176471 20.58823529],0
n2,1,0.1483,2.089647,[16 12] ; [9 2],[17.94871795 10.05128205] ; [7.05128205 3.94871795],0
d5,1,0.206066,1.598855,[59 27] ; [28  7],[61.83471074 24.16528926] ; [25.16528926  9.83471074],0
r2,1,0.207803,1.586667,[73 12] ; [32  2],[75. 10.] ; [30.  4.],0
a5,1,0.210796,1.565952,[51 35] ; [25 10],[54.01652893 31.98347107] ; [21.98347107 13.01652893],0
p3,1,0.251804,1.313269,[26 60] ; [14 20],[28.66666667 57.33333333] ; [11.33333333 22.66666667],0
s3,1,0.254546,1.298182,[36 48] ; [19 16],[38.82352941 45.17647059] ; [16.17647059 18.82352941],0
r1,1,0.261949,1.258429,[63 23] ; [29  6],[65.38842975 20.61157025] ; [26.61157025  8.38842975],0
d4,1,0.273226,1.20048,[57 28] ; [27  8],[59.5 25.5] ; [24.5 10.5],0
