Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.910139,[25 60] ; [25  8],[36.01694915 48.98305085] ; [13.98305085 19.01694915],1
s1,1,0.277048,1.181513,[ 7 77] ; [ 1 34],[ 5.64705882 78.35294118] ; [ 2.35294118 32.64705882],0
a6,1,0.285739,1.13959,[50 36] ; [24 11],[52.59504132 33.40495868] ; [21.40495868 13.59504132],0
b5,1,0.290668,1.116526,[45 41] ; [22 13],[47.61983471 38.38016529] ; [19.38016529 15.61983471],0
u1,1,0.31228,1.021007,[11 75] ; [ 7 28],[12.79338843 73.20661157] ; [ 5.20661157 29.79338843],0
p1,1,0.315286,1.008403,[ 7 78] ; [ 5 30],[ 8.5 76.5] ; [ 3.5 31.5],0
b1,1,0.31596,1.005595,[48 38] ; [23 12],[50.46280992 35.53719008] ; [20.53719008 14.46280992],0
p11,1,0.317702,0.998383,[43 43] ; [21 14],[45.48760331 40.51239669] ; [18.51239669 16.48760331],0
u2,1,0.363141,0.827002,[14 19] ; [9 7],[15.48979592 17.51020408] ; [7.51020408 8.48979592],0
s4,1,0.461884,0.541326,[12 73] ; [ 3 30],[10.80508475 74.19491525] ; [ 4.19491525 28.80508475],0
n5,1,0.486586,0.484067,[61 25] ; [27  8],[62.54545455 23.45454545] ; [25.45454545  9.54545455],0
a8,1,0.488708,0.47937,[ 7 72] ; [ 4 26],[ 7.97247706 71.02752294] ; [ 3.02752294 26.97247706],0
n1,1,0.49478,0.466115,[11 15] ; [6 5],[11.94594595 14.05405405] ; [5.05405405 5.94594595],0
u3,1,0.503454,0.447649,[14 21] ; [8 8],[15.09803922 19.90196078] ; [6.90196078 9.09803922],0
a1,1,0.515732,0.422419,[ 8 78] ; [ 2 33],[ 7.10743802 78.89256198] ; [ 2.89256198 32.10743802],0
a3,1,0.563862,0.333061,[51 34] ; [19 16],[49.58333333 35.41666667] ; [20.41666667 14.58333333],0
v3,1,0.692409,0.15649,[30 53] ; [14 21],[30.94915254 52.05084746] ; [13.05084746 21.94915254],0
a2,1,0.738662,0.111306,[17 69] ; [ 6 29],[16.34710744 69.65289256] ; [ 6.65289256 28.34710744],0
n3,1,0.859823,0.031188,[15 11] ; [6 5],[14.75675676 11.24324324] ; [6.24324324 4.75675676],0
v1,1,0.867695,0.027751,[33 53] ; [14 21],[33.40495868 52.59504132] ; [13.59504132 21.40495868],0
b4,1,0.867695,0.027751,[53 33] ; [21 14],[52.59504132 33.40495868] ; [21.40495868 13.59504132],0
s5,1,0.881277,0.022306,[16 69] ; [ 6 28],[15.71428571 69.28571429] ; [ 6.28571429 27.71428571],0
