Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000313,12.989314,[ 3 12] ; [60 27],[9.26470588 5.73529412] ; [53.73529412 33.26470588],1
d4,1,0.021129,5.316137,[6 9] ; [60 25],[9.9 5.1] ; [56.1 28.9],0
d1,1,0.034412,4.474106,[ 3 12] ; [43 44],[6.76470588 8.23529412] ; [39.23529412 47.76470588],0
p10,1,0.03868,4.274872,[ 1 14] ; [28 57],[ 4.35 10.65] ; [24.65 60.35],0
s6,1,0.041387,4.160085,[11  4] ; [39 48],[7.35294118 7.64705882] ; [42.64705882 44.35294118],0
r4,1,0.04717,3.93931,[7 8] ; [63 24],[10.29411765  4.70588235] ; [59.70588235 27.29411765],0
r2,1,0.055122,3.678379,[11  4] ; [78  8],[13.21782178  1.78217822] ; [75.78217822 10.21782178],0
n4,1,0.060733,3.517241,[10  5] ; [75 12],[12.5  2.5] ; [72.5 14.5],0
d3,1,0.069101,3.304241,[ 5 10] ; [51 36],[8.23529412 6.76470588] ; [47.76470588 39.23529412],0
v3,1,0.088208,2.906783,[ 2 13] ; [31 56],[ 4.85294118 10.14705882] ; [28.14705882 58.85294118],0
r1,1,0.090024,2.873937,[8 7] ; [65 22],[10.73529412  4.26470588] ; [62.26470588 24.73529412],0
p2,1,0.102441,2.667117,[11  4] ; [44 43],[8.08823529 6.91176471] ; [46.91176471 40.08823529],0
r3,1,0.171099,1.873288,[9 6] ; [66 20],[11.13861386  3.86138614] ; [63.86138614 22.13861386],0
b2,1,0.17474,1.841804,[1 7] ; [22 38],[2.70588235 5.29411765] ; [20.29411765 39.70588235],0
b3,1,0.17474,1.841804,[1 7] ; [22 38],[2.70588235 5.29411765] ; [20.29411765 39.70588235],0
p4,1,0.184494,1.761044,[8 7] ; [30 55],[5.7 9.3] ; [32.3 52.7],0
d5,1,0.19946,1.646322,[8 7] ; [61 26],[10.14705882  4.85294118] ; [58.85294118 28.14705882],0
b1,1,0.20915,1.577297,[6 9] ; [50 37],[8.23529412 6.76470588] ; [47.76470588 39.23529412],0
b5,1,0.283604,1.149737,[10  5] ; [45 42],[8.08823529 6.91176471] ; [46.91176471 40.08823529],0
p3,1,0.295044,1.096462,[6 9] ; [23 63],[ 4.30693069 10.69306931] ; [24.69306931 61.30693069],0
a2,1,0.298305,1.081756,[ 1 14] ; [15 72],[ 2.35294118 12.64705882] ; [13.64705882 73.35294118],0
n6,1,0.303751,1.057655,[13  2] ; [64 22],[11.43564356  3.56435644] ; [65.56435644 20.43564356],0
d2,1,0.31297,1.0181,[6 9] ; [46 39],[7.8 7.2] ; [44.2 40.8],0
a5,1,0.342549,0.900869,[7 8] ; [52 35],[8.67647059 6.32352941] ; [50.32352941 36.67647059],0
v2,1,0.352094,0.865896,[ 4 11] ; [33 51],[5.60606061 9.39393939] ; [31.39393939 52.60606061],0
a3,1,0.361094,0.834085,[7 8] ; [51 35],[8.61386139 6.38613861] ; [49.38613861 36.61386139],0
n3,1,0.41222,0.672389,[4 2] ; [15 16],[3.08108108 2.91891892] ; [15.91891892 15.08108108],0
s7,1,0.448925,0.573364,[6 9] ; [25 58],[ 4.74489796 10.25510204] ; [26.25510204 56.74489796],0
s2,1,0.450614,0.569107,[6 8] ; [28 58],[4.76 9.24] ; [29.24 56.76],0
a4,1,0.462982,0.538677,[ 4 11] ; [31 54],[5.25 9.75] ; [29.75 55.25],0
n2,1,0.565403,0.330435,[3 3] ; [20 12],[3.63157895 2.36842105] ; [19.36842105 12.63157895],0
p1,1,0.577735,0.309911,[ 1 14] ; [10 77],[ 1.61764706 13.38235294] ; [ 9.38235294 77.61764706],0
p7,1,0.585762,0.297012,[6 9] ; [40 44],[6.96969697 8.03030303] ; [39.03030303 44.96969697],0
n1,1,0.604542,0.268199,[2 4] ; [13 16],[2.57142857 3.42857143] ; [12.42857143 16.57142857],0
u2,1,0.62503,0.238861,[3 5] ; [16 18],[3.61904762 4.38095238] ; [15.38095238 18.61904762],0
a1,1,0.65818,0.195742,[ 1 14] ; [ 9 78],[ 1.47058824 13.52941176] ; [ 8.52941176 78.47058824],0
p11,1,0.717449,0.13095,[7 8] ; [45 42],[7.64705882 7.35294118] ; [44.35294118 42.64705882],0
p6,1,0.737247,0.112561,[ 3 12] ; [14 71],[ 2.55 12.45] ; [14.45 70.55],0
u3,1,0.7753,0.081481,[4 4] ; [16 20],[3.63636364 4.36363636] ; [16.36363636 19.63636364],0
s3,1,0.779414,0.078447,[7 7] ; [40 47],[6.51485149 7.48514851] ; [40.48514851 46.51485149],0
