Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.00961,6.705882,[54 14] ; [3 5],[51. 17.] ; [6. 2.],0
p4,1,0.016246,5.776062,[39 29] ; [1 7],[35.78947368 32.21052632] ; [4.21052632 3.78947368],0
b1,1,0.074578,3.179276,[21 47] ; [5 3],[23.26315789 44.73684211] ; [2.73684211 5.26315789],0
p3,1,0.815798,0.054267,[28 39] ; [3 5],[27.69333333 39.30666667] ; [3.30666667 4.69333333],0
