Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,119.650666,[ 4 95] ; [230 117],[51.94170404 47.05829596] ; [182.05829596 164.94170404],1
d4,1,0.0,72.098469,[47 52] ; [302  44],[77.64269663 21.35730337] ; [271.35730337  74.64269663],1
a5,1,0.0,42.944104,[38 61] ; [256  91],[65.26008969 33.73991031] ; [228.73991031 118.26008969],1
d3,1,0.0,37.153521,[38 61] ; [248  98],[63.62696629 35.37303371] ; [222.37303371 123.62696629],1
p2,1,3e-06,21.629958,[60 39] ; [282  59],[76.95 22.05] ; [265.05  75.95],1
a4,1,4e-06,21.052311,[18 79] ; [153 193],[37.44243792 59.55756208] ; [133.55756208 212.44243792],1
a7,1,5e-06,20.662698,[54 45] ; [268  77],[71.7972973 27.2027027] ; [250.2027027  94.7972973],1
d2,1,6e-06,20.643323,[22 77] ; [164 179],[41.66063348 57.33936652] ; [144.33936652 198.66063348],1
a3,1,1.3e-05,18.969984,[40 57] ; [228 119],[58.54954955 38.45045045] ; [209.45045045 137.54954955],1
a2,1,3.6e-05,17.071246,[ 4 95] ; [ 77 270],[17.97982063 81.02017937] ; [ 63.02017937 283.97982063],1
p10,1,0.000796,11.250324,[57 39] ; [262  80],[69.91780822 26.08219178] ; [249.08219178  92.91780822],1
u1,1,0.00122,10.460552,[ 2 97] ; [ 47 300],[10.87668161 88.12331839] ; [ 38.12331839 308.87668161],0
p4,1,0.003054,8.774736,[33 63] ; [177 167],[45.81818182 50.18181818] ; [164.18181818 179.81818182],0
s8,1,0.005612,7.670767,[ 9 90] ; [ 74 272],[18.46516854 80.53483146] ; [ 64.53483146 281.46516854],0
r3,1,0.005755,7.6256,[85 14] ; [326  20],[91.43595506  7.56404494] ; [319.56404494  26.43595506],0
v2,1,0.007974,7.039231,[36 58] ; [176 151],[47.33491686 46.66508314] ; [164.66508314 162.33491686],0
p7,1,0.019289,5.47508,[42 54] ; [194 145],[52.08275862 43.91724138] ; [183.91724138 155.08275862],0
s1,1,0.028387,4.804385,[ 5 90] ; [  5 337],[ 2.17391304 92.82608696] ; [  7.82608696 334.17391304],0
s6,1,0.0289,4.773543,[38 58] ; [177 162],[47.44827586 48.55172414] ; [167.55172414 171.44827586],0
u3,1,0.032574,4.568011,[25 33] ; [71 47],[31.63636364 26.36363636] ; [64.36363636 53.63636364],0
r4,1,0.033067,4.54231,[82 17] ; [314  33],[87.90134529 11.09865471] ; [308.09865471  38.90134529],0
a6,1,0.033874,4.501067,[60 39] ; [249  98],[68.5896861 30.4103139] ; [240.4103139 106.5896861],0
p9,1,0.037057,4.347799,[67 30] ; [270  71],[74.63242009 22.36757991] ; [262.36757991  78.63242009],0
p8,1,0.038975,4.261964,[36 62] ; [165 175],[44.97260274 53.02739726] ; [156.02739726 183.97260274],0
r1,1,0.043428,4.078668,[69 30] ; [273  71],[76.42889391 22.57110609] ; [265.57110609  78.42889391],0
n4,1,0.050666,3.819283,[59 39] ; [245 102],[66.94831461 31.05168539] ; [237.05168539 109.94831461],0
n5,1,0.051791,3.782497,[57 40] ; [239 106],[64.95927602 32.04072398] ; [231.04072398 113.95927602],0
v1,1,0.063718,3.437871,[38 58] ; [170 168],[46.00921659 49.99078341] ; [161.99078341 176.00921659],0
s5,1,0.078742,3.090677,[15 79] ; [ 82 252],[21.30373832 72.69626168] ; [ 75.69626168 258.30373832],0
a1,1,0.081942,3.025962,[ 7 92] ; [ 11 336],[ 3.9955157 95.0044843] ; [ 14.0044843 332.9955157],0
p3,1,0.097235,2.750316,[32 67] ; [143 201],[39.10835214 59.89164786] ; [135.89164786 208.10835214],0
v4,1,0.152979,2.042289,[90  9] ; [328  18],[92.99325843  6.00674157] ; [325.00674157  20.99325843],0
p6,1,0.174236,1.846116,[20 78] ; [ 92 246],[25.17431193 72.82568807] ; [ 86.82568807 251.17431193],0
p11,1,0.202653,1.623148,[70 29] ; [267  80],[74.80493274 24.19506726] ; [262.19506726  84.80493274],0
