Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.598512,[30 37] ; [42  5],[42.31578947 24.68421053] ; [29.68421053 17.31578947],1
p10,1,0.003249,8.662037,[50 19] ; [46  3],[56.13559322 12.86440678] ; [39.86440678  9.13559322],0
p9,1,0.00745,7.161111,[51 17] ; [46  3],[56.37606838 11.62393162] ; [40.62393162  8.37606838],0
a2,1,0.01523,5.889666,[10 61] ; [16 33],[15.38333333 55.61666667] ; [10.61666667 38.38333333],0
s2,1,0.023193,5.153982,[36 35] ; [35 14],[42.00833333 28.99166667] ; [28.99166667 20.00833333],0
u1,1,0.030551,4.678012,[ 8 63] ; [13 36],[12.425 58.575] ; [ 8.575 40.425],0
s3,1,0.03368,4.510871,[38 32] ; [36 13],[43.52941176 26.47058824] ; [30.47058824 18.52941176],0
d2,1,0.041377,4.160526,[31 39] ; [31 18],[36.47058824 33.52941176] ; [25.52941176 23.47058824],0
n4,1,0.056805,3.6283,[45 26] ; [39 10],[49.7 21.3] ; [34.3 14.7],0
d1,1,0.059397,3.554139,[34 37] ; [32 17],[39.05 31.95] ; [26.95 22.05],0
n3,1,0.065663,3.388235,[9 6] ; [15  2],[11.25  3.75] ; [12.75  4.25],0
v3,1,0.071171,3.255806,[17 52] ; [19 28],[21.4137931 47.5862069] ; [14.5862069 32.4137931],0
a6,1,0.077477,3.117039,[41 30] ; [36 13],[45.55833333 25.44166667] ; [31.44166667 17.55833333],0
s6,1,0.08099,3.044924,[58 12] ; [45  3],[61.10169492  8.89830508] ; [41.89830508  6.10169492],0
a5,1,0.087652,2.916982,[48 23] ; [40  9],[52.06666667 18.93333333] ; [35.93333333 13.06666667],0
b1,1,0.107241,2.594408,[23 48] ; [23 26],[27.21666667 43.78333333] ; [18.78333333 30.21666667],0
b3,1,0.128081,2.315611,[13 32] ; [13 15],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
b2,1,0.128081,2.315611,[13 32] ; [13 15],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
v4,1,0.148764,2.084877,[61  8] ; [47  2],[63.15254237  5.84745763] ; [44.84745763  4.15254237],0
p8,1,0.161105,1.96382,[29 40] ; [27 22],[32.74576271 36.25423729] ; [23.25423729 25.74576271],0
b4,1,0.164334,1.933889,[48 23] ; [27 22],[44.375 26.625] ; [30.625 18.375],0
r1,1,0.180899,1.790219,[53 17] ; [42  7],[55.88235294 14.11764706] ; [39.11764706  9.88235294],0
n5,1,0.192949,1.694957,[45 25] ; [37 12],[48.23529412 21.76470588] ; [33.76470588 15.23529412],0
a3,1,0.246117,1.345214,[45 26] ; [36 13],[47.925 23.075] ; [33.075 15.925],0
p7,1,0.283625,1.149636,[40 27] ; [34 15],[42.74137931 24.25862069] ; [31.25862069 17.74137931],0
n2,1,0.286201,1.137408,[13  3] ; [11  6],[11.63636364  4.36363636] ; [12.36363636  4.63636364],0
a7,1,0.290259,1.118421,[45 25] ; [36 13],[47.64705882 22.35294118] ; [33.35294118 15.64705882],0
p12,1,0.313267,1.01685,[ 5 66] ; [ 6 42],[ 6.56302521 64.43697479] ; [ 4.43697479 43.56302521],0
r3,1,0.316041,1.00526,[62  6] ; [47  2],[63.35042735  4.64957265] ; [45.64957265  3.35042735],0
a1,1,0.345635,0.889418,[ 6 65] ; [ 2 47],[ 4.73333333 66.26666667] ; [ 3.26666667 45.73333333],0
u2,1,0.361535,0.832555,[11 13] ; [8 5],[12.32432432 11.67567568] ; [6.67567568 6.32432432],0
p5,1,0.463008,0.538614,[12 58] ; [ 6 43],[10.58823529 59.41176471] ; [ 7.41176471 41.58823529],0
b5,1,0.466635,0.529933,[30 41] ; [24 25],[31.95 39.05] ; [22.05 26.95],0
d3,1,0.495219,0.465167,[45 26] ; [34 15],[46.74166667 24.25833333] ; [32.25833333 16.74166667],0
p6,1,0.533027,0.388617,[25 46] ; [20 29],[26.625 44.375] ; [18.375 30.625],0
n6,1,0.560441,0.338941,[62  8] ; [45  4],[62.94117647  7.05882353] ; [44.05882353  4.94117647],0
p11,1,0.569177,0.324061,[54 17] ; [35 14],[52.65833333 18.34166667] ; [36.34166667 12.65833333],0
s4,1,0.581041,0.304555,[20 50] ; [16 32],[21.3559322 48.6440678] ; [14.6440678 33.3559322],0
p1,1,0.638346,0.220911,[ 9 60] ; [ 5 44],[ 8.18644068 60.81355932] ; [ 5.81355932 43.18644068],0
u3,1,0.647901,0.208556,[14 12] ; [8 5],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
v2,1,0.680267,0.169825,[32 39] ; [23 24],[33.09322034 37.90677966] ; [21.90677966 25.09322034],0
n1,1,0.687922,0.161345,[6 9] ; [8 9],[6.5625 8.4375] ; [7.4375 9.5625],0
r2,1,0.688722,0.160472,[66  4] ; [47  2],[66.47058824  3.52941176] ; [46.52941176  2.47058824],0
p3,1,0.735784,0.113867,[37 34] ; [24 25],[36.09166667 34.90833333] ; [24.90833333 24.09166667],0
a4,1,0.746971,0.104094,[34 37] ; [22 27],[33.13333333 37.86666667] ; [22.86666667 26.13333333],0
a8,1,0.757822,0.095075,[ 6 57] ; [ 5 39],[ 6.47663551 56.52336449] ; [ 4.52336449 39.47663551],0
p2,1,0.802798,0.062364,[57 13] ; [39 10],[56.47058824 13.52941176] ; [39.52941176  9.47058824],0
d5,1,0.849089,0.036207,[54 17] ; [38 11],[54.43333333 16.56666667] ; [37.56666667 11.43333333],0
p4,1,0.893022,0.018085,[42 28] ; [30 19],[42.35294118 27.64705882] ; [29.64705882 19.35294118],0
d4,1,0.893022,0.018085,[55 15] ; [39 10],[55.29411765 14.70588235] ; [38.70588235 10.29411765],0
s1,1,0.910617,0.012602,[ 4 67] ; [ 3 46],[ 4.14166667 66.85833333] ; [ 2.85833333 46.14166667],0
