Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.954359,[187  56] ; [42 68],[157.64022663  85.35977337] ; [71.35977337 38.64022663],1
d3,1,0.0,37.506629,[185  58] ; [47 63],[159.70538244  83.29461756] ; [72.29461756 37.70538244],1
r4,1,1.4e-05,18.808771,[218  26] ; [78 32],[204.02259887  39.97740113] ; [91.97740113 18.02259887],1
a2,1,2.4e-05,17.825386,[ 69 175] ; [  9 101],[ 53.76271186 190.23728814] ; [24.23728814 85.76271186],1
r1,1,9.2e-05,15.29178,[200  42] ; [70 40],[185.625  56.375] ; [84.375 25.625],1
a5,1,9.7e-05,15.200829,[191  53] ; [64 46],[175.76271186  68.23728814] ; [79.23728814 30.76271186],1
b5,1,0.000107,15.00684,[166  78] ; [51 59],[149.57062147  94.42937853] ; [67.42937853 42.57062147],1
d4,1,0.000129,14.660217,[205  38] ; [73 37],[191.37110482  51.62889518] ; [86.62889518 23.37110482],1
u1,1,0.000512,12.072434,[ 45 199] ; [  5 105],[ 34.46327684 209.53672316] ; [15.53672316 94.46327684],1
r3,1,0.00061,11.746404,[228  14] ; [91 19],[219.3125  22.6875] ; [99.6875 10.3125],1
u3,1,0.000757,11.343167,[42 29] ; [10 29],[33.56363636 37.43636364] ; [18.43636364 20.56363636],1
d5,1,0.001699,9.849586,[200  43] ; [74 36],[188.61756374  54.38243626] ; [85.38243626 24.61756374],0
v4,1,0.008658,6.892097,[224  18] ; [90 18],[217.10857143  24.89142857] ; [96.89142857 11.10857143],0
b1,1,0.011638,6.365153,[ 77 167] ; [50 60],[ 87.53672316 156.46327684] ; [39.46327684 70.53672316],0
a8,1,0.012005,6.310134,[ 47 174] ; [10 92],[ 39. 182.] ; [18. 84.],0
d1,1,0.017656,5.629915,[144 100] ; [50 60],[133.71751412 110.28248588] ; [60.28248588 49.71751412],0
r2,1,0.02109,5.319336,[225  14] ; [92 14],[219.60289855  19.39710145] ; [97.39710145  8.60289855],0
v2,1,0.049377,3.862474,[123 107] ; [44 61],[114.65671642 115.34328358] ; [52.34328358 52.65671642],0
s6,1,0.055029,3.681213,[157  83] ; [59 49],[148.96551724  91.03448276] ; [67.03448276 40.96551724],0
b3,1,0.083284,2.999619,[47 99] ; [31 39],[52.72222222 93.27777778] ; [25.27777778 44.72222222],0
b2,1,0.083284,2.999619,[47 99] ; [31 39],[52.72222222 93.27777778] ; [25.27777778 44.72222222],0
p10,1,0.085888,2.949798,[182  59] ; [72 36],[175.3982808  65.6017192] ; [78.6017192 29.3982808],0
p2,1,0.121073,2.403391,[191  53] ; [77 32],[185.24645892  58.75354108] ; [82.75354108 26.24645892],0
n6,1,0.123693,2.369922,[205  37] ; [85 24],[199.94301994  42.05698006] ; [90.05698006 18.94301994],0
p8,1,0.144648,2.127799,[ 94 143] ; [34 74],[ 87.93043478 149.06956522] ; [40.06956522 67.93043478],0
p9,1,0.145391,2.119952,[188  49] ; [78 30],[182.73043478  54.26956522] ; [83.26956522 24.73043478],0
p4,1,0.178654,1.808786,[ 99 143] ; [36 72],[ 93.34285714 148.65714286] ; [41.65714286 66.34285714],0
p11,1,0.184282,1.762746,[187  57] ; [77 33],[181.96610169  62.03389831] ; [82.03389831 27.96610169],0
s2,1,0.189365,1.722547,[115 125] ; [44 65],[109.34097421 130.65902579] ; [49.65902579 59.34097421],0
a3,1,0.190511,1.713661,[173  69] ; [71 39],[167.75  74.25] ; [76.25 33.75],0
s8,1,0.23076,1.436171,[ 98 145] ; [37 73],[ 92.93201133 150.06798867] ; [42.06798867 67.93201133],0
u2,1,0.275568,1.188821,[39 31] ; [17 21],[36.2962963 33.7037037] ; [19.7037037 18.2962963],0
p6,1,0.325618,0.966248,[ 59 182] ; [31 74],[ 62.68786127 178.31213873] ; [27.31213873 77.68786127],0
b4,1,0.404071,0.696179,[149  95] ; [62 48],[145.43502825  98.56497175] ; [65.56497175 44.43502825],0
n2,1,0.469178,0.523912,[44 13] ; [29 12],[42.45918367 14.54081633] ; [30.54081633 10.45918367],0
s4,1,0.502518,0.449615,[ 29 211] ; [16 93],[ 30.94555874 209.05444126] ; [14.05444126 94.94555874],0
n3,1,0.57101,0.320996,[39 17] ; [25 14],[37.72631579 18.27368421] ; [26.27368421 12.72631579],0
p1,1,0.580563,0.305326,[ 17 225] ; [  6 104],[ 15.8125 226.1875] ; [  7.1875 102.8125],0
