Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.031132,4.645676,[1 2] ; [ 1 31],[0.17142857 2.82857143] ; [ 1.82857143 30.17142857],0
s1,1,0.088652,2.898685,[1 2] ; [ 2 33],[0.23684211 2.76315789] ; [ 2.76315789 32.23684211],0
d4,1,0.090303,2.868966,[1 2] ; [28  8],[2.23076923 0.76923077] ; [26.76923077  9.23076923],0
a4,1,0.123356,2.374188,[2 1] ; [ 9 27],[0.84615385 2.15384615] ; [10.15384615 25.84615385],0
p3,1,0.247538,1.337143,[2 1] ; [12 24],[1.07692308 1.92307692] ; [12.92307692 23.07692308],0
a7,1,0.295949,1.092361,[1 2] ; [23 13],[1.84615385 1.15384615] ; [22.15384615 13.84615385],0
p8,1,0.34734,0.883152,[2 1] ; [14 22],[1.23076923 1.76923077] ; [14.76923077 21.23076923],0
a5,1,0.401484,0.703877,[1 2] ; [21 15],[1.69230769 1.30769231] ; [20.30769231 15.69230769],0
d1,1,0.45821,0.550265,[1 2] ; [20 16],[1.61538462 1.38461538] ; [19.38461538 16.61538462],0
b5,1,0.45821,0.550265,[1 2] ; [20 16],[1.61538462 1.38461538] ; [19.38461538 16.61538462],0
d5,1,0.469853,0.522321,[2 1] ; [30  6],[2.46153846 0.53846154] ; [29.53846154  6.46153846],0
p6,1,0.500008,0.45492,[1 1] ; [10 26],[0.57894737 1.42105263] ; [10.42105263 25.57894737],0
d2,1,0.517397,0.419079,[1 2] ; [19 17],[1.53846154 1.46153846] ; [18.46153846 17.53846154],0
p4,1,0.642917,0.214947,[2 1] ; [19 17],[1.61538462 1.38461538] ; [19.38461538 16.61538462],0
v2,1,0.67894,0.171322,[2 1] ; [19 16],[1.65789474 1.34210526] ; [19.34210526 15.65789474],0
p10,1,0.70924,0.139037,[1 2] ; [16 20],[1.30769231 1.69230769] ; [15.69230769 20.30769231],0
d3,1,0.777998,0.079484,[2 1] ; [21 15],[1.76923077 1.23076923] ; [21.23076923 14.76923077],0
p2,1,0.837224,0.042208,[2 1] ; [26 10],[2.15384615 0.84615385] ; [25.84615385 10.15384615],0
p11,1,0.849286,0.036111,[2 1] ; [22 14],[1.84615385 1.15384615] ; [22.15384615 13.84615385],0
a6,1,0.849286,0.036111,[2 1] ; [22 14],[1.84615385 1.15384615] ; [22.15384615 13.84615385],0
b1,1,0.920222,0.010031,[2 1] ; [25 11],[2.07692308 0.92307692] ; [24.92307692 11.07692308],0
a3,1,0.923233,0.009286,[2 1] ; [23 13],[1.92307692 1.07692308] ; [23.07692308 12.92307692],0
p7,1,0.938959,0.005864,[1 1] ; [19 17],[1.05263158 0.94736842] ; [18.94736842 17.05263158],0
