Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.001674,9.876881,[37  8] ; [6 9],[32.25 12.75] ; [10.75  4.25],0
n3,1,0.00399,8.288265,[13  1] ; [1 3],[10.88888889  3.11111111] ; [3.11111111 0.88888889],0
a6,1,0.01492,5.925926,[31 14] ; [ 5 10],[27. 18.] ; [9. 6.],0
p11,1,0.019076,5.494505,[33 12] ; [6 9],[29.25 15.75] ; [9.75 5.25],0
p6,1,0.05778,3.6,[12 33] ; [8 7],[15. 30.] ; [ 5. 10.],0
p8,1,0.067889,3.333333,[15 30] ; [9 6],[18. 27.] ; [6. 9.],0
r1,1,0.068837,3.310534,[35 10] ; [8 7],[32.25 12.75] ; [10.75  4.25],0
p4,1,0.132545,2.262443,[23 22] ; [11  4],[25.5 19.5] ; [8.5 6.5],0
n6,1,0.147669,2.096161,[37  7] ; [10  5],[35.05084746  8.94915254] ; [11.94915254  3.05084746],0
d2,1,0.204605,1.609194,[23 21] ; [ 5 10],[20.88135593 23.11864407] ; [7.11864407 7.88135593],0
p10,1,0.205903,1.6,[32 13] ; [8 7],[30. 15.] ; [10.  5.],0
s8,1,0.223543,1.481481,[20 25] ; [ 4 11],[18. 27.] ; [6. 9.],0
s3,1,0.296449,1.0901,[25 20] ; [6 9],[23.25 21.75] ; [7.75 7.25],0
d1,1,0.296449,1.0901,[25 20] ; [6 9],[23.25 21.75] ; [7.75 7.25],0
s6,1,0.353391,0.861244,[27 18] ; [11  4],[28.5 16.5] ; [9.5 5.5],0
b1,1,0.371093,0.8,[24 21] ; [6 9],[22.5 22.5] ; [7.5 7.5],0
v4,1,0.380455,0.769231,[40  5] ; [12  3],[39.  6.] ; [13.  2.],0
a2,1,0.380455,0.769231,[ 7 38] ; [ 1 14],[ 6. 39.] ; [ 2. 13.],0
u2,1,0.399557,0.709658,[ 7 11] ; [3 2],[ 7.82608696 10.17391304] ; [2.17391304 2.82608696],0
u3,1,0.399557,0.709658,[11  7] ; [2 3],[10.17391304  7.82608696] ; [2.82608696 2.17391304],0
r2,1,0.418492,0.654545,[42  3] ; [13  2],[41.25  3.75] ; [13.75  1.25],0
a7,1,0.44337,0.587544,[29 16] ; [8 7],[27.75 17.25] ; [9.25 5.75],0
s5,1,0.446356,0.579889,[12 29] ; [6 9],[13.17857143 27.82142857] ; [ 4.82142857 10.17857143],0
b4,1,0.449692,0.571429,[25 20] ; [10  5],[26.25 18.75] ; [8.75 6.25],0
d3,1,0.455806,0.556174,[23 22] ; [6 9],[21.75 23.25] ; [7.25 7.75],0
p7,1,0.455806,0.556174,[22 23] ; [9 6],[23.25 21.75] ; [7.75 7.25],0
v3,1,0.556397,0.345982,[16 27] ; [ 4 10],[15.0877193 27.9122807] ; [4.9122807 9.0877193],0
p5,1,0.586952,0.29513,[ 5 38] ; [ 1 14],[ 4.44827586 38.55172414] ; [ 1.55172414 13.44827586],0
s4,1,0.616168,0.25129,[ 9 35] ; [ 4 11],[ 9.69491525 34.30508475] ; [ 3.30508475 11.69491525],0
s1,1,0.619257,0.246914,[ 5 40] ; [ 1 14],[ 4.5 40.5] ; [ 1.5 13.5],0
r3,1,0.619257,0.246914,[41  4] ; [13  2],[40.5  4.5] ; [13.5  1.5],0
p1,1,0.619257,0.246914,[ 4 41] ; [ 2 13],[ 4.5 40.5] ; [ 1.5 13.5],0
a3,1,0.645582,0.211516,[27 18] ; [10  5],[27.75 17.25] ; [9.25 5.75],0
s2,1,0.654541,0.200222,[21 24] ; [8 7],[21.75 23.25] ; [7.25 7.75],0
v1,1,0.725631,0.123161,[19 23] ; [6 9],[18.42105263 23.57894737] ; [6.57894737 8.42105263],0
d5,1,0.744954,0.10582,[31 14] ; [11  4],[31.5 13.5] ; [10.5  4.5],0
b3,1,0.7572,0.095579,[12 19] ; [4 5],[12.4 18.6] ; [3.6 5.4],0
b2,1,0.7572,0.095579,[12 19] ; [4 5],[12.4 18.6] ; [3.6 5.4],0
a1,1,0.787406,0.072727,[ 4 41] ; [ 1 14],[ 3.75 41.25] ; [ 1.25 13.75],0
v2,1,0.80269,0.062434,[24 21] ; [8 6],[24.40677966 20.59322034] ; [7.59322034 6.40677966],0
r4,1,0.83465,0.043573,[38  7] ; [13  2],[38.25  6.75] ; [12.75  2.25],0
d4,1,0.868623,0.02736,[32 13] ; [11  4],[32.25 12.75] ; [10.75  4.25],0
b5,1,0.879829,0.022857,[26 19] ; [9 6],[26.25 18.75] ; [8.75 6.25],0
a4,1,0.880905,0.022447,[20 25] ; [7 8],[20.25 24.75] ; [6.75 8.25],0
s7,1,0.990398,0.000145,[18 25] ; [5 7],[17.98181818 25.01818182] ; [5.01818182 6.98181818],0
n1,1,1.0,0.0,[7 7] ; [2 2],[7. 7.] ; [2. 2.],0
p9,1,1.0,0.0,[30 15] ; [10  5],[30. 15.] ; [10.  5.],0
a5,1,1.0,0.0,[33 12] ; [11  4],[33. 12.] ; [11.  4.],0
p12,1,1.0,0.0,[ 3 42] ; [ 1 14],[ 3. 42.] ; [ 1. 14.],0
