Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,124.44839,[358  11] ; [64 47],[324.4125  44.5875] ; [97.5875 13.4125],1
r2,1,0.0,42.641116,[354  12] ; [84 24],[338.20253165  27.79746835] ; [99.79746835  8.20253165],1
v4,1,0.0,25.779406,[358  10] ; [93 17],[347.21338912  20.78661088] ; [103.78661088   6.21338912],1
a5,1,2e-06,22.869574,[280  89] ; [58 53],[259.8375 109.1625] ; [78.1625 32.8375],1
d3,1,2e-05,18.183665,[269 100] ; [57 54],[250.6125 118.3875] ; [75.3875 35.6125],1
v2,1,9.4e-05,15.263516,[212 137] ; [43 66],[194.31222707 154.68777293] ; [60.68777293 48.31222707],1
d1,1,0.000131,14.622607,[219 150] ; [43 68],[201.4125 167.5875] ; [60.5875 50.4125],1
u1,1,0.000225,13.61048,[ 65 304] ; [  4 107],[ 53.04375 315.95625] ; [15.95625 95.04375],1
a7,1,0.000292,13.120962,[283  85] ; [66 45],[268.12526096  99.87473904] ; [80.87473904 30.12526096],1
a6,1,0.000624,11.703169,[275  94] ; [64 47],[260.60625 108.39375] ; [78.39375 32.60625],1
r3,1,0.000805,11.229377,[361   8] ; [100  10],[355.13361169  13.86638831] ; [105.86638831   4.13361169],1
d4,1,0.001549,10.019776,[304  65] ; [76 35],[292.125  76.875] ; [87.875 23.125],0
a2,1,0.00288,8.881868,[ 84 285] ; [ 11 100],[ 73.03125 295.96875] ; [21.96875 89.03125],0
n4,1,0.005532,7.696748,[295  73] ; [75 36],[284.25887265  83.74112735] ; [85.74112735 25.25887265],0
u3,1,0.006326,7.454889,[65 42] ; [16 28],[57.39735099 49.60264901] ; [23.60264901 20.39735099],0
v1,1,0.007233,7.214207,[195 163] ; [42 64],[182.85775862 175.14224138] ; [54.14224138 51.85775862],0
a4,1,0.009078,6.807377,[160 207] ; [33 78],[148.18200837 218.81799163] ; [44.81799163 66.18200837],0
a3,1,0.02189,5.254476,[262 107] ; [66 45],[252.15 116.85] ; [75.85 35.15],0
s3,1,0.026031,4.953954,[183 181] ; [42 68],[172.78481013 191.21518987] ; [52.21518987 57.78481013],0
d5,1,0.036705,4.364027,[297  72] ; [79 32],[289.05  79.95] ; [86.95 24.05],0
v3,1,0.043085,4.092053,[140 212] ; [32 78],[131.04761905 220.95238095] ; [40.95238095 69.04761905],0
p7,1,0.059028,3.564493,[229 130] ; [58 50],[220.62740899 138.37259101] ; [66.37259101 41.62740899],0
u2,1,0.073305,3.207421,[69 38] ; [22 23],[64.05921053 42.94078947] ; [26.94078947 18.05921053],0
s8,1,0.076039,3.147598,[147 221] ; [34 77],[139.05636743 228.94363257] ; [41.94363257 69.05636743],0
d2,1,0.080216,3.06051,[171 198] ; [41 70],[162.975 206.025] ; [49.025 61.975],0
p2,1,0.081119,3.042345,[315  52] ; [86 23],[309.17436975  57.82563025] ; [91.82563025 17.17436975],0
b2,1,0.085293,2.961036,[ 83 142] ; [18 52],[ 77.03389831 147.96610169] ; [23.96610169 46.03389831],0
b3,1,0.085293,2.961036,[ 83 142] ; [18 52],[ 77.03389831 147.96610169] ; [23.96610169 46.03389831],0
p4,1,0.089827,2.877477,[217 150] ; [55 55],[209.27463312 157.72536688] ; [62.72536688 47.27463312],0
a8,1,0.095329,2.782008,[ 53 279] ; [10 96],[ 47.75342466 284.24657534] ; [15.24657534 90.75342466],0
n3,1,0.11569,2.474719,[47 21] ; [30  6],[50.34615385 17.65384615] ; [26.65384615  9.34615385],0
s7,1,0.134348,2.241527,[149 205] ; [36 70],[142.36956522 211.63043478] ; [42.63043478 63.36956522],0
s2,1,0.150811,2.064033,[146 219] ; [36 75],[139.55882353 225.44117647] ; [42.44117647 68.55882353],0
p5,1,0.194408,1.68389,[ 18 348] ; [  9 101],[ 20.7605042 345.2394958] ; [  6.2394958 103.7605042],0
b5,1,0.208463,1.58207,[225 144] ; [75 36],[230.625 138.375] ; [69.375 41.625],0
p3,1,0.231551,1.431306,[171 197] ; [44 66],[165.52301255 202.47698745] ; [49.47698745 60.52301255],0
s4,1,0.244163,1.356396,[ 38 327] ; [16 95],[ 41.40756303 323.59243697] ; [12.59243697 98.40756303],0
p10,1,0.261555,1.260505,[308  57] ; [87 22],[304.16666667  60.83333333] ; [90.83333333 18.16666667],0
s6,1,0.302942,1.061196,[210 156] ; [57 53],[205.29831933 160.70168067] ; [61.70168067 48.29831933],0
u4,1,0.319832,0.989635,[  9 360] ; [  1 110],[  7.6875 361.3125] ; [  2.3125 108.6875],0
n1,1,0.33917,0.913567,[19 49] ; [13 22],[21.12621359 46.87378641] ; [10.87378641 24.12621359],0
p8,1,0.364316,0.82296,[189 173] ; [52 58],[184.83474576 177.16525424] ; [56.16525424 53.83474576],0
n6,1,0.366986,0.813845,[308  60] ; [88 22],[304.87029289  63.12970711] ; [91.12970711 18.87029289],0
n5,1,0.484538,0.488633,[275  91] ; [79 31],[272.19327731  93.80672269] ; [81.80672269 28.19327731],0
p9,1,0.503998,0.446507,[310  56] ; [96 14],[312.17647059  53.82352941] ; [93.82352941 16.17647059],0
p6,1,0.568298,0.325539,[115 249] ; [31 77],[112.59322034 251.40677966] ; [33.40677966 74.59322034],0
p1,1,0.57035,0.322097,[ 21 345] ; [  8 103],[ 22.25157233 343.74842767] ; [  6.74842767 104.25157233],0
a1,1,0.740998,0.109252,[ 11 358] ; [  4 107],[ 11.53125 357.46875] ; [  3.46875 107.53125],0
b1,1,0.782121,0.076483,[131 238] ; [41 70],[132.225 236.775] ; [39.775 71.225],0
p12,1,0.839007,0.041276,[ 22 343] ; [  6 103],[ 21.56118143 343.43881857] ; [  6.43881857 102.56118143],0
b4,1,0.869192,0.027121,[216 153] ; [64 47],[215.25 153.75] ; [64.75 46.25],0
