Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,61.78003,[42 76] ; [250  80],[76.91071429 41.08928571] ; [215.08928571 114.91071429],1
a6,1,0.0,34.039973,[56 62] ; [253  78],[81.20712695 36.79287305] ; [227.79287305 103.20712695],1
d5,1,7e-06,20.093067,[74 44] ; [274  57],[91.45657016 26.54342984] ; [256.54342984  74.45657016],1
u1,1,0.000117,14.846463,[  2 116] ; [ 49 282],[ 13.40311804 104.59688196] ; [ 37.59688196 293.40311804],1
a2,1,0.000326,12.912691,[  8 110] ; [ 71 260],[20.76169265 97.23830735] ; [ 58.23830735 272.76169265],1
d4,1,0.000659,11.600394,[81 37] ; [276  55],[93.82182628 24.17817372] ; [263.17817372  67.82182628],1
d1,1,0.000717,11.445384,[46 72] ; [189 142],[61.75946548 56.24053452] ; [173.24053452 157.75946548],1
p2,1,0.000851,11.127406,[79 36] ; [274  55],[91.43018018 23.56981982] ; [261.56981982  67.43018018],1
p10,1,0.001075,10.693042,[72 43] ; [254  71],[85.20454545 29.79545455] ; [240.79545455  84.20454545],0
r1,1,0.001847,9.695531,[77 41] ; [261  67],[89.42600897 28.57399103] ; [248.57399103  79.42600897],0
b5,1,0.006691,7.354058,[63 55] ; [223 108],[75.16258352 42.83741648] ; [210.83741648 120.16258352],0
r2,1,0.014401,5.988308,[102  15] ; [308  19],[108.04054054   8.95945946] ; [301.95945946  25.04054054],0
a5,1,0.031399,4.631004,[68 50] ; [227 104],[77.52783964 40.47216036] ; [217.47216036 113.52783964],0
a3,1,0.032952,4.548289,[60 57] ; [207 124],[69.72991071 47.27008929] ; [197.27008929 133.72991071],0
s5,1,0.037684,4.319246,[32 79] ; [ 62 258],[24.20881671 86.79118329] ; [ 69.79118329 250.20881671],0
v4,1,0.041273,4.164779,[106  12] ; [313  16],[110.60850112   7.39149888] ; [308.39149888  20.60850112],0
s2,1,0.049291,3.86541,[26 90] ; [105 222],[34.30248307 81.69751693] ; [ 96.69751693 230.30248307],0
u3,1,0.063379,3.446667,[24 34] ; [68 53],[29.81005587 28.18994413] ; [62.18994413 58.81005587],0
p4,1,0.06929,3.29977,[48 66] ; [171 158],[56.35665914 57.64334086] ; [162.64334086 166.35665914],0
p9,1,0.072072,3.23518,[85 32] ; [262  63],[91.85294118 25.14705882] ; [255.14705882  69.85294118],0
s1,1,0.082323,3.018434,[  5 110] ; [  5 320],[  2.61363636 112.38636364] ; [  7.38636364 317.61363636],0
r4,1,0.082496,3.015023,[101  17] ; [302  29],[105.91091314  12.08908686] ; [297.08908686  33.91091314],0
u2,1,0.086572,2.936984,[23 34] ; [66 56],[28.34078212 28.65921788] ; [60.65921788 61.34078212],0
n2,1,0.104381,2.637299,[28  5] ; [54 23],[24.6  8.4] ; [57.4 19.6],0
b1,1,0.105821,2.615551,[49 69] ; [110 221],[41.78619154 76.21380846] ; [117.21380846 213.78619154],0
s6,1,0.112081,2.524626,[50 63] ; [172 153],[57.2739726 55.7260274] ; [164.7260274 160.2739726],0
p8,1,0.14413,2.133297,[47 68] ; [159 167],[53.71882086 61.28117914] ; [152.28117914 173.71882086],0
