Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.8e-05,16.156643,[37  7] ; [23 29],[27.5 16.5] ; [32.5 19.5],1
p3,1,0.002088,9.470279,[25 22] ; [13 42],[17.50980392 29.49019608] ; [20.49019608 34.50980392],0
p6,1,0.010257,6.589756,[17 28] ; [ 8 45],[11.47959184 33.52040816] ; [13.52040816 39.47959184],0
b4,1,0.035187,4.436095,[21 26] ; [36 19],[26.26470588 20.73529412] ; [30.73529412 24.26470588],0
p4,1,0.035586,4.416852,[29 18] ; [22 32],[23.73267327 23.26732673] ; [27.26732673 26.73267327],0
a3,1,0.040804,4.184151,[25 22] ; [40 15],[29.95098039 17.04901961] ; [35.04901961 19.95098039],0
p10,1,0.054708,3.690955,[38  9] ; [35 20],[33.6372549 13.3627451] ; [39.3627451 15.6372549],0
p2,1,0.063693,3.438511,[41  6] ; [39 15],[37.22772277  9.77227723] ; [42.77227723 11.22772277],0
d4,1,0.06693,3.356761,[31 16] ; [45 10],[35.01960784 11.98039216] ; [40.98039216 14.01960784],0
b1,1,0.108489,2.576088,[28 19] ; [24 31],[23.96078431 23.03921569] ; [28.03921569 26.96078431],0
r2,1,0.138792,2.1913,[37  9] ; [49  5],[39.56  6.44] ; [46.44  7.56],0
p1,1,0.171087,1.873394,[ 5 42] ; [ 2 52],[ 3.25742574 43.74257426] ; [ 3.74257426 50.25742574],0
a4,1,0.173437,1.852986,[12 35] ; [21 34],[15.20588235 31.79411765] ; [17.79411765 37.20588235],0
s7,1,0.190313,1.715191,[19 26] ; [15 36],[15.9375 29.0625] ; [18.0625 32.9375],0
a6,1,0.190688,1.712293,[34 13] ; [33 22],[30.87254902 16.12745098] ; [36.12745098 18.87254902],0
a7,1,0.207772,1.586885,[33 14] ; [32 23],[29.95098039 17.04901961] ; [35.04901961 19.95098039],0
u1,1,0.212795,1.552311,[ 2 45] ; [ 6 49],[ 3.68627451 43.31372549] ; [ 4.31372549 50.68627451],0
s3,1,0.252907,1.307174,[22 24] ; [32 22],[24.84 21.16] ; [29.16 24.84],0
n1,1,0.275973,1.186813,[6 3] ; [ 8 10],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
s5,1,0.290413,1.117708,[11 36] ; [ 8 45],[ 8.93 38.07] ; [10.07 42.93],0
s8,1,0.295991,1.092171,[21 26] ; [19 36],[18.43137255 28.56862745] ; [21.56862745 33.43137255],0
p9,1,0.33498,0.929549,[38  9] ; [40 15],[35.94117647 11.05882353] ; [42.05882353 12.94117647],0
s2,1,0.364908,0.820932,[16 30] ; [24 31],[18.21782178 27.78217822] ; [21.78217822 33.21782178],0
s6,1,0.380656,0.768581,[28 19] ; [28 27],[25.80392157 21.19607843] ; [30.19607843 24.80392157],0
b2,1,0.39075,0.736607,[ 6 22] ; [10 22],[ 7.46666667 20.53333333] ; [ 8.53333333 23.46666667],0
b3,1,0.39075,0.736607,[ 6 22] ; [10 22],[ 7.46666667 20.53333333] ; [ 8.53333333 23.46666667],0
d5,1,0.39722,0.716726,[36 11] ; [38 17],[34.09803922 12.90196078] ; [39.90196078 15.09803922],0
a8,1,0.413968,0.667375,[ 3 40] ; [ 6 44],[ 4.16129032 38.83870968] ; [ 4.83870968 45.16129032],0
v1,1,0.445692,0.581584,[23 22] ; [23 30],[21.12244898 23.87755102] ; [24.87755102 28.12244898],0
n4,1,0.471441,0.518596,[24 23] ; [32 23],[25.80392157 21.19607843] ; [30.19607843 24.80392157],0
b5,1,0.48249,0.49323,[33 14] ; [35 20],[31.33333333 15.66666667] ; [36.66666667 18.33333333],0
d2,1,0.48249,0.49323,[14 33] ; [20 35],[15.66666667 31.33333333] ; [18.33333333 36.66666667],0
d1,1,0.487542,0.481946,[19 28] ; [26 29],[20.73529412 26.26470588] ; [24.26470588 30.73529412],0
n5,1,0.52313,0.407719,[23 24] ; [23 31],[21.40594059 25.59405941] ; [24.59405941 29.40594059],0
r4,1,0.525253,0.403567,[37 10] ; [46  9],[38.24509804  8.75490196] ; [44.75490196 10.24509804],0
a5,1,0.557321,0.344364,[29 18] ; [37 18],[30.41176471 16.58823529] ; [35.58823529 19.41176471],0
v3,1,0.592607,0.286291,[10 35] ; [14 38],[11.13402062 33.86597938] ; [12.86597938 39.13402062],0
u2,1,0.612689,0.256277,[16  6] ; [12  3],[16.64864865  5.35135135] ; [11.35135135  3.64864865],0
r1,1,0.61606,0.251444,[36 11] ; [39 15],[34.9009901 12.0990099] ; [40.0990099 13.9009901],0
s1,1,0.643297,0.214456,[ 1 45] ; [ 2 51],[ 1.39393939 44.60606061] ; [ 1.60606061 51.39393939],0
u3,1,0.736421,0.113297,[15  7] ; [11  4],[15.45945946  6.54054054] ; [10.54054054  4.45945946],0
s4,1,0.751303,0.10044,[ 7 40] ; [ 7 48],[ 6.45098039 40.54901961] ; [ 7.54901961 47.45098039],0
n3,1,0.857541,0.032222,[6 3] ; [14  6],[6.20689655 2.79310345] ; [13.79310345  6.20689655],0
r3,1,0.859376,0.031389,[44  3] ; [51  4],[43.7745098  3.2254902] ; [51.2254902  3.7745098],0
d3,1,0.860681,0.030803,[29 18] ; [33 22],[28.56862745 18.43137255] ; [33.43137255 21.56862745],0
p5,1,0.860712,0.030789,[ 3 44] ; [ 3 51],[ 2.79207921 44.20792079] ; [ 3.20792079 50.79207921],0
v4,1,0.862648,0.02993,[43  3] ; [50  4],[42.78  3.22] ; [50.22  3.78],0
a1,1,0.872466,0.025769,[ 2 45] ; [ 2 53],[ 1.84313725 45.15686275] ; [ 2.15686275 52.84313725],0
p12,1,0.887251,0.020103,[ 2 45] ; [ 2 52],[ 1.86138614 45.13861386] ; [ 2.13861386 51.86138614],0
v2,1,0.924075,0.009083,[22 22] ; [25 26],[21.76842105 22.23157895] ; [25.23157895 25.76842105],0
n2,1,0.927575,0.008262,[8 1] ; [18  2],[8.06896552 0.93103448] ; [17.93103448  2.06896552],0
a2,1,0.99534,3.4e-05,[ 6 41] ; [ 7 48],[ 5.99019608 41.00980392] ; [ 7.00980392 47.99019608],0
