Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.293945,[48 10] ; [13 24],[37.24210526 20.75789474] ; [23.75789474 13.24210526],1
b5,1,0.15034,2.068796,[39 20] ; [19 18],[35.64583333 23.35416667] ; [22.35416667 14.64583333],0
b2,1,0.191775,1.703926,[ 7 24] ; [10 16],[ 9.24561404 21.75438596] ; [ 7.75438596 18.24561404],0
b3,1,0.191775,1.703926,[ 7 24] ; [10 16],[ 9.24561404 21.75438596] ; [ 7.75438596 18.24561404],0
p2,1,0.195253,1.677528,[43 16] ; [21 14],[40.17021277 18.82978723] ; [23.82978723 11.17021277],0
p10,1,0.226503,1.462686,[34 24] ; [16 19],[31.1827957 26.8172043] ; [18.8172043 16.1827957],0
p9,1,0.254589,1.297947,[39 19] ; [20 16],[36.40425532 21.59574468] ; [22.59574468 13.40425532],0
n2,1,0.31702,1.001202,[15  3] ; [11  5],[13.76470588  4.23529412] ; [12.23529412  3.76470588],0
s5,1,0.367881,0.810811,[ 8 46] ; [ 8 28],[ 9.6 44.4] ; [ 6.4 29.6],0
s7,1,0.383693,0.758836,[17 39] ; [13 20],[18.87640449 37.12359551] ; [11.12359551 21.87640449],0
p11,1,0.40056,0.706646,[37 22] ; [20 17],[35.03125 23.96875] ; [21.96875 15.03125],0
a1,1,0.411094,0.675634,[ 6 53] ; [ 2 35],[ 4.91666667 54.08333333] ; [ 3.08333333 33.91666667],0
p8,1,0.423953,0.63933,[19 39] ; [ 9 27],[17.27659574 40.72340426] ; [10.72340426 25.27659574],0
d2,1,0.431776,0.618041,[25 33] ; [19 18],[26.86315789 31.13684211] ; [17.13684211 19.86315789],0
u2,1,0.453323,0.562329,[8 3] ; [10  7],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
d1,1,0.507135,0.439974,[28 31] ; [15 22],[26.42708333 32.57291667] ; [16.57291667 20.42708333],0
v2,1,0.547772,0.361324,[26 30] ; [14 21],[24.61538462 31.38461538] ; [15.38461538 19.61538462],0
p6,1,0.601692,0.272452,[11 47] ; [ 8 26],[11.97826087 46.02173913] ; [ 7.02173913 26.97826087],0
n1,1,0.61093,0.258824,[ 7 10] ; [8 8],[7.72727273 9.27272727] ; [7.27272727 8.72727273],0
s1,1,0.635579,0.224571,[ 2 55] ; [ 2 34],[ 2.4516129 54.5483871] ; [ 1.5483871 34.4516129],0
v1,1,0.642125,0.215973,[23 33] ; [17 20],[24.08602151 31.91397849] ; [15.91397849 21.08602151],0
p5,1,0.643239,0.214532,[ 2 56] ; [ 2 35],[ 2.44210526 55.55789474] ; [ 1.55789474 35.44210526],0
p4,1,0.657885,0.196102,[24 35] ; [13 23],[22.97894737 36.02105263] ; [14.02105263 21.97894737],0
p3,1,0.696474,0.152166,[22 37] ; [12 24],[21.11578947 37.88421053] ; [12.88421053 23.11578947],0
b4,1,0.731249,0.117968,[34 25] ; [20 17],[33.1875 25.8125] ; [20.8125 16.1875],0
n5,1,0.749977,0.10155,[37 22] ; [22 15],[36.26041667 22.73958333] ; [22.73958333 14.26041667],0
n3,1,0.754725,0.097603,[10  7] ; [8 7],[9.5625 7.4375] ; [8.4375 6.5625],0
s6,1,0.782719,0.076053,[27 32] ; [18 19],[27.65625 31.34375] ; [17.34375 19.65625],0
p1,1,0.825552,0.04858,[ 4 54] ; [ 3 34],[ 4.27368421 53.72631579] ; [ 2.72631579 34.27368421],0
p12,1,0.84591,0.037768,[ 2 55] ; [ 1 35],[ 1.83870968 55.16129032] ; [ 1.16129032 34.83870968],0
s3,1,0.858217,0.031914,[28 29] ; [17 19],[27.58064516 29.41935484] ; [17.41935484 18.58064516],0
s8,1,0.903633,0.014659,[15 44] ; [ 9 28],[14.75 44.25] ; [ 9.25 27.75],0
s2,1,0.973622,0.001093,[19 39] ; [12 25],[18.92631579 39.07368421] ; [12.07368421 24.92631579],0
v3,1,0.982598,0.000476,[16 38] ; [10 24],[15.95454545 38.04545455] ; [10.04545455 23.95454545],0
