Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.293945,[48 10] ; [13 24],[37.24210526 20.75789474] ; [23.75789474 13.24210526],1
a5,1,5.6e-05,16.237214,[50  9] ; [17 20],[41.17708333 17.82291667] ; [25.82291667 11.17708333],1
d3,1,0.001058,10.723454,[43 15] ; [15 22],[35.41052632 22.58947368] ; [22.58947368 14.41052632],0
u3,1,0.001439,10.154943,[10  1] ; [ 5 12],[5.89285714 5.10714286] ; [9.10714286 7.89285714],0
a3,1,0.002488,9.14919,[48 10] ; [20 17],[41.51578947 16.48421053] ; [26.48421053 10.51578947],0
d4,1,0.010519,6.544804,[47 11] ; [21 16],[41.51578947 16.48421053] ; [26.48421053 10.51578947],0
d5,1,0.011911,6.324058,[48 10] ; [22 15],[42.73684211 15.26315789] ; [27.26315789  9.73684211],0
r1,1,0.032145,4.590731,[47 12] ; [22 15],[42.40625 16.59375] ; [26.59375 10.40625],0
a8,1,0.032581,4.567669,[12 42] ; [ 2 34],[ 8.4 45.6] ; [ 5.6 30.4],0
v4,1,0.037018,4.349563,[51  8] ; [24 11],[47.07446809 11.92553191] ; [27.92553191  7.07446809],0
r4,1,0.044682,4.030617,[45 14] ; [21 16],[40.5625 18.4375] ; [25.4375 11.5625],0
r3,1,0.052946,3.74561,[51  8] ; [26 11],[47.32291667 11.67708333] ; [29.67708333  7.32291667],0
a4,1,0.085201,2.962784,[28 31] ; [11 26],[23.96875 35.03125] ; [15.03125 21.96875],0
p7,1,0.105062,2.626978,[32 25] ; [14 22],[28.19354839 28.80645161] ; [17.80645161 18.19354839],0
r2,1,0.112765,2.515038,[53  5] ; [28  7],[50.51612903  7.48387097] ; [30.48387097  4.51612903],0
a2,1,0.114509,2.490856,[14 45] ; [ 4 33],[11.0625 47.9375] ; [ 6.9375 30.0625],0
s4,1,0.121788,2.394174,[ 6 53] ; [ 8 29],[ 8.60416667 50.39583333] ; [ 5.39583333 31.60416667],0
b1,1,0.131884,2.270186,[29 30] ; [24 13],[32.57291667 26.42708333] ; [20.42708333 16.57291667],0
