Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,1e-06,24.058762,[24 28] ; [ 4 58],[12.77192982 39.22807018] ; [15.22807018 46.77192982],1
s2,1,3e-06,21.854988,[32 22] ; [11 52],[19.84615385 34.15384615] ; [23.15384615 39.84615385],1
p10,1,9.8e-05,15.171181,[42 11] ; [27 35],[31.8 21.2] ; [37.2 24.8],1
p11,1,0.00058,11.838356,[46  9] ; [34 29],[37.28813559 17.71186441] ; [42.71186441 20.28813559],1
r3,1,0.001744,9.801075,[51  4] ; [44 19],[44.27966102 10.72033898] ; [50.72033898 12.27966102],0
p12,1,0.001759,9.785837,[10 44] ; [ 1 62],[ 5.07692308 48.92307692] ; [ 5.92307692 57.07692308],0
r4,1,0.001821,9.721825,[46  9] ; [36 27],[38.22033898 16.77966102] ; [43.77966102 19.22033898],0
s3,1,0.002357,9.248472,[33 20] ; [21 41],[24.88695652 28.11304348] ; [29.11304348 32.88695652],0
a6,1,0.002829,8.914286,[38 16] ; [27 36],[30. 24.] ; [35. 28.],0
p4,1,0.002896,8.871729,[29 24] ; [17 45],[21.2 31.8] ; [24.8 37.2],0
p8,1,0.006741,7.340637,[30 24] ; [19 43],[22.81034483 31.18965517] ; [26.18965517 35.81034483],0
s7,1,0.006865,7.307923,[23 29] ; [12 47],[16.3963964 35.6036036] ; [18.6036036 40.3963964],0
v4,1,0.007864,7.064215,[51  4] ; [46 16],[45.5982906  9.4017094] ; [51.4017094 10.5982906],0
s4,1,0.008829,6.857038,[18 37] ; [ 8 55],[12.11864407 42.88135593] ; [13.88135593 49.11864407],0
p9,1,0.012716,6.208251,[42 12] ; [34 27],[35.68695652 18.31304348] ; [40.31304348 20.68695652],0
p5,1,0.016112,5.790632,[ 7 47] ; [ 1 61],[ 3.72413793 50.27586207] ; [ 4.27586207 57.72413793],0
s8,1,0.018765,5.523309,[19 36] ; [10 53],[13.51694915 41.48305085] ; [15.48305085 47.51694915],0
n5,1,0.029746,4.723884,[40 15] ; [33 29],[34.31623932 20.68376068] ; [38.68376068 23.31623932],0
n6,1,0.031812,4.608586,[44 11] ; [39 24],[38.68644068 16.31355932] ; [44.31355932 18.68644068],0
a2,1,0.064187,3.425754,[ 5 50] ; [ 1 62],[ 2.79661017 52.20338983] ; [ 3.20338983 59.79661017],0
n1,1,0.071108,3.257256,[ 2 11] ; [12 15],[4.55 8.45] ; [ 9.45 17.55],0
a7,1,0.072006,3.23668,[33 21] ; [28 35],[28.15384615 25.84615385] ; [32.84615385 30.15384615],0
u2,1,0.075813,3.152448,[18 12] ; [15 24],[14.34782609 15.65217391] ; [18.65217391 20.34782609],0
u3,1,0.104678,2.632784,[15 15] ; [12 27],[11.73913043 18.26086957] ; [15.26086957 23.73913043],0
p3,1,0.113036,2.511255,[23 31] ; [18 45],[18.92307692 35.07692308] ; [22.07692308 40.92307692],0
p2,1,0.127285,2.325303,[39 15] ; [37 26],[35.07692308 18.92307692] ; [40.92307692 22.07692308],0
a1,1,0.131253,2.27762,[ 1 54] ; [ 5 58],[ 2.79661017 52.20338983] ; [ 3.20338983 59.79661017],0
a5,1,0.14138,2.162878,[27 27] ; [23 40],[23.07692308 30.92307692] ; [26.92307692 36.07692308],0
r1,1,0.160069,1.973576,[35 20] ; [32 31],[31.22881356 23.77118644] ; [35.77118644 27.22881356],0
n4,1,0.205128,1.605483,[36 19] ; [34 29],[32.62711864 22.37288136] ; [37.37288136 25.62711864],0
r2,1,0.230954,1.434976,[46  9] ; [47 16],[43.34745763 11.65254237] ; [49.65254237 13.34745763],0
