Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,65.826592,[ 6 37] ; [208  65],[29.12025316 13.87974684] ; [184.87974684  88.12025316],1
d4,1,0.0,53.622363,[21 22] ; [249  24],[36.74050633  6.25949367] ; [233.25949367  39.74050633],1
d3,1,7.7e-05,15.6193,[22 21] ; [216  57],[32.38607595 10.61392405] ; [205.61392405  67.38607595],1
u1,1,0.001554,10.013426,[ 2 41] ; [ 73 200],[10.2056962 32.7943038] ; [ 64.7943038 208.2056962],0
a5,1,0.002915,8.860137,[27 16] ; [225  48],[34.29113924  8.70886076] ; [217.70886076  55.29113924],0
p1,1,0.003349,8.606635,[10 33] ; [ 23 248],[ 4.51910828 38.48089172] ; [ 28.48089172 242.51910828],0
d2,1,0.005988,7.553797,[15 28] ; [156 116],[23.34285714 19.65714286] ; [147.65714286 124.34285714],0
p3,1,0.007744,7.091693,[22 21] ; [195  78],[29.52848101 13.47151899] ; [187.47151899  85.52848101],0
a4,1,0.007987,7.036415,[13 29] ; [144 128],[21. 21.] ; [136. 136.],0
a7,1,0.009176,6.788282,[26 17] ; [214  58],[32.76190476 10.23809524] ; [207.23809524  64.76190476],0
p2,1,0.011433,6.396698,[35  8] ; [253  19],[39.31428571  3.68571429] ; [248.68571429  23.31428571],0
s5,1,0.016297,5.770536,[10 31] ; [116 146],[17.04950495 23.95049505] ; [108.95049505 153.04950495],0
r1,1,0.020792,5.344105,[31 12] ; [233  38],[36.15286624  6.84713376] ; [227.84713376  43.15286624],0
a6,1,0.020927,5.332852,[23 20] ; [194  79],[29.52848101 13.47151899] ; [187.47151899  85.52848101],0
v4,1,0.0226,5.198968,[38  4] ; [265   7],[40.52866242  1.47133758] ; [262.47133758   9.52866242],0
s1,1,0.044908,4.022107,[ 3 39] ; [  5 263],[ 1.08387097 40.91612903] ; [  6.91612903 261.08387097],0
s6,1,0.05389,3.716097,[26 16] ; [202  64],[31.09090909 10.90909091] ; [196.90909091  69.09090909],0
a2,1,0.056472,3.638095,[ 7 36] ; [ 83 190],[12.24683544 30.75316456] ; [ 77.75316456 195.24683544],0
