Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.012238,6.276125,[30  8] ; [15 15],[25.14705882 12.85294118] ; [19.85294118 10.14705882],0
n2,1,0.039866,4.223571,[10  7] ; [12  1],[12.46666667  4.53333333] ; [9.53333333 3.46666667],0
n3,1,0.051129,3.804049,[8 8] ; [11  2],[10.48275862  5.51724138] ; [8.51724138 4.48275862],0
d1,1,0.073778,3.196901,[21 20] ; [ 9 21],[17.32394366 23.67605634] ; [12.67605634 17.32394366],0
b4,1,0.083864,2.988375,[30 11] ; [16 14],[26.56338028 14.43661972] ; [19.43661972 10.56338028],0
d5,1,0.092027,2.838546,[31 10] ; [17 13],[27.71830986 13.28169014] ; [20.28169014  9.71830986],0
u3,1,0.126942,2.329509,[9 7] ; [ 4 10],[6.93333333 9.06666667] ; [6.06666667 7.93333333],0
b5,1,0.140948,2.16758,[25 16] ; [13 17],[21.94366197 19.05633803] ; [16.05633803 13.94366197],0
b1,1,0.159871,1.97545,[15 26] ; [16 14],[17.90140845 23.09859155] ; [13.09859155 16.90140845],0
s7,1,0.174867,1.840716,[19 20] ; [ 9 19],[16.29850746 22.70149254] ; [11.70149254 16.29850746],0
s3,1,0.204034,1.613258,[19 19] ; [10 19],[16.44776119 21.55223881] ; [12.55223881 16.44776119],0
p9,1,0.268108,1.226401,[33  8] ; [20  9],[31.04285714  9.95714286] ; [21.95714286  7.04285714],0
p10,1,0.299892,1.074672,[30  9] ; [19 10],[28.10294118 10.89705882] ; [20.89705882  8.10294118],0
a5,1,0.309342,1.033485,[21 20] ; [19 11],[23.09859155 17.90140845] ; [16.90140845 13.09859155],0
s6,1,0.309491,1.032848,[16 23] ; [16 14],[18.08695652 20.91304348] ; [13.91304348 16.08695652],0
a4,1,0.321987,0.980857,[17 24] ; [ 9 21],[15.01408451 25.98591549] ; [10.98591549 19.01408451],0
b3,1,0.359542,0.839491,[ 8 18] ; [ 4 17],[ 6.63829787 19.36170213] ; [ 5.36170213 15.63829787],0
b2,1,0.359542,0.839491,[ 8 18] ; [ 4 17],[ 6.63829787 19.36170213] ; [ 5.36170213 15.63829787],0
p6,1,0.364079,0.823776,[13 26] ; [ 7 23],[11.30434783 27.69565217] ; [ 8.69565217 21.30434783],0
d2,1,0.364734,0.821528,[19 21] ; [11 19],[17.14285714 22.85714286] ; [12.85714286 17.14285714],0
p5,1,0.374857,0.7875,[ 7 33] ; [ 3 27],[ 5.71428571 34.28571429] ; [ 4.28571429 25.71428571],0
