Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.003131,8.729478,[211  49] ; [16 12],[204.93055556  55.06944444] ; [22.06944444  5.93055556],0
s6,1,0.006465,7.415898,[239  17] ; [22  6],[235.26760563  20.73239437] ; [25.73239437  2.26760563],0
p6,1,0.033369,4.526743,[120 137] ; [19  9],[125.34385965 131.65614035] ; [13.65614035 14.34385965],0
u1,1,0.051775,3.783036,[ 59 201] ; [11 17],[ 63.19444444 196.80555556] ; [ 6.80555556 21.19444444],0
s7,1,0.056616,3.633846,[214  34] ; [18  7],[210.75457875  37.24542125] ; [21.24542125  3.75457875],0
p9,1,0.072153,3.233356,[238  20] ; [23  5],[235.44755245  22.55244755] ; [25.55244755  2.44755245],0
n1,1,0.095227,2.78372,[30 23] ; [2 6],[27.80327869 25.19672131] ; [4.19672131 3.80327869],0
b5,1,0.150449,2.067692,[159 101] ; [21  7],[162.5  97.5] ; [17.5 10.5],0
v2,1,0.157823,1.994961,[151  95] ; [21  7],[154.42335766  91.57664234] ; [17.57664234 10.42335766],0
p5,1,0.211179,1.563327,[ 41 214] ; [ 2 26],[ 38.74558304 216.25441696] ; [ 4.25441696 23.74558304],0
r1,1,0.216781,1.525556,[218  41] ; [21  7],[215.68292683  43.31707317] ; [23.31707317  4.68292683],0
a4,1,0.217914,1.518052,[126 134] ; [17 11],[129.09722222 130.90277778] ; [13.90277778 14.09722222],0
s5,1,0.247711,1.33617,[128 116] ; [11 16],[125.15129151 118.84870849] ; [13.84870849 13.15129151],0
b3,1,0.247841,1.33543,[ 74 105] ; [9 7],[ 76.18974359 102.81025641] ; [6.81025641 9.18974359],0
b2,1,0.247841,1.33543,[ 74 105] ; [9 7],[ 76.18974359 102.81025641] ; [6.81025641 9.18974359],0
b1,1,0.249461,1.326318,[113 147] ; [ 9 19],[110.13888889 149.86111111] ; [11.86111111 16.13888889],0
a8,1,0.256529,1.287395,[ 42 200] ; [ 2 22],[ 40.03007519 201.96992481] ; [ 3.96992481 20.03007519],0
