Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,3.6e-05,17.095439,[48 15] ; [16 28],[37.68224299 25.31775701] ; [26.31775701 17.68224299],1
a6,1,0.000213,13.711161,[51 13] ; [21 25],[41.89090909 22.10909091] ; [30.10909091 15.89090909],1
v3,1,0.000514,12.063106,[39 24] ; [13 33],[30.05504587 32.94495413] ; [21.94495413 24.05504587],1
d5,1,0.000881,11.061858,[59  5] ; [31 15],[52.36363636 11.63636364] ; [37.63636364  8.36363636],1
r4,1,0.007751,7.090008,[60  4] ; [35 11],[55.27272727  8.72727273] ; [39.72727273  6.27272727],0
d1,1,0.009696,6.68998,[41 23] ; [18 28],[34.32727273 29.67272727] ; [24.67272727 21.32727273],0
u1,1,0.011297,6.418038,[22 42] ; [ 6 40],[16.29090909 47.70909091] ; [11.70909091 34.29090909],0
d2,1,0.013077,6.158607,[39 25] ; [17 29],[32.58181818 31.41818182] ; [23.41818182 22.58181818],0
p6,1,0.017544,5.641088,[37 26] ; [16 29],[30.91666667 32.08333333] ; [22.08333333 22.91666667],0
r1,1,0.019658,5.442024,[54 10] ; [30 16],[48.87272727 15.12727273] ; [35.12727273 10.87272727],0
s4,1,0.019923,5.418601,[ 5 58] ; [11 35],[ 9.24770642 53.75229358] ; [ 6.75229358 39.24770642],0
v4,1,0.022465,5.209439,[62  2] ; [39  7],[58.76363636  5.23636364] ; [42.23636364  3.76363636],0
a7,1,0.028277,4.811077,[50 14] ; [27 19],[44.8 19.2] ; [32.2 13.8],0
p11,1,0.03254,4.569845,[52 12] ; [29 17],[47.12727273 16.87272727] ; [33.87272727 12.12727273],0
a5,1,0.037268,4.338123,[55  9] ; [32 14],[50.61818182 13.38181818] ; [36.38181818  9.61818182],0
n5,1,0.063314,3.448377,[51 12] ; [30 16],[46.81651376 16.18348624] ; [34.18348624 11.81651376],0
a2,1,0.07019,3.278563,[21 43] ; [ 8 38],[16.87272727 47.12727273] ; [12.12727273 33.87272727],0
n1,1,0.073035,3.213456,[ 3 11] ; [9 8],[5.41935484 8.58064516] ; [ 6.58064516 10.41935484],0
