Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.019517,5.454545,[ 9 21] ; [18 12],[13.5 16.5] ; [13.5 16.5],0
d5,1,0.020068,5.406007,[10 20] ; [19 11],[14.5 15.5] ; [14.5 15.5],0
r3,1,0.035091,4.440737,[16 14] ; [23  6],[19.83050847 10.16949153] ; [19.16949153  9.83050847],0
d3,1,0.037142,4.343891,[ 9 21] ; [17 13],[13. 17.] ; [13. 17.],0
n3,1,0.048398,3.896104,[6 8] ; [9 2],[8.4 5.6] ; [6.6 4.4],0
r4,1,0.052808,3.75,[ 3 27] ; [ 9 21],[ 6. 24.] ; [ 6. 24.],0
a6,1,0.069294,3.299663,[10 20] ; [17 13],[13.5 16.5] ; [13.5 16.5],0
u3,1,0.094896,2.789297,[ 2 16] ; [5 9],[ 3.9375 14.0625] ; [ 3.0625 10.9375],0
b1,1,0.113846,2.5,[21  9] ; [15 15],[18. 12.] ; [18. 12.],0
n5,1,0.113846,2.5,[21  9] ; [15 15],[18. 12.] ; [18. 12.],0
d4,1,0.113846,2.5,[15 15] ; [21  9],[18. 12.] ; [18. 12.],0
a8,1,0.14102,2.166797,[ 2 26] ; [ 6 23],[ 3.92982456 24.07017544] ; [ 4.07017544 24.92982456],0
s7,1,0.143682,2.138081,[ 7 20] ; [ 3 25],[ 4.90909091 22.09090909] ; [ 5.09090909 22.90909091],0
p11,1,0.19043,1.714286,[15 15] ; [20 10],[17.5 12.5] ; [17.5 12.5],0
d1,1,0.196706,1.666667,[ 4 26] ; [ 8 22],[ 6. 24.] ; [ 6. 24.],0
s2,1,0.22211,1.490683,[ 9 21] ; [ 5 25],[ 7. 23.] ; [ 7. 23.],0
p10,1,0.240297,1.378849,[12 17] ; [17 13],[14.25423729 14.74576271] ; [14.74576271 15.25423729],0
a3,1,0.243308,1.361322,[12 18] ; [16 13],[14.23728814 15.76271186] ; [13.76271186 15.23728814],0
u2,1,0.264521,1.244942,[ 8 10] ; [9 5],[9.5625 8.4375] ; [7.4375 6.5625],0
v2,1,0.29608,1.091766,[ 7 22] ; [11 19],[ 8.84745763 20.15254237] ; [ 9.15254237 20.84745763],0
v4,1,0.297365,1.085973,[15 15] ; [19 11],[17. 13.] ; [17. 13.],0
b5,1,0.297365,1.085973,[15 15] ; [19 11],[17. 13.] ; [17. 13.],0
p1,1,0.300623,1.071429,[ 3 27] ; [ 1 29],[ 2. 28.] ; [ 2. 28.],0
a4,1,0.371093,0.8,[ 6 24] ; [ 9 21],[ 7.5 22.5] ; [ 7.5 22.5],0
a1,1,0.389424,0.740741,[ 2 28] ; [ 4 26],[ 3. 27.] ; [ 3. 27.],0
n1,1,0.40905,0.681561,[ 3 11] ; [4 7],[ 3.92 10.08] ; [3.08 7.92],0
s6,1,0.416793,0.659341,[ 9 21] ; [12 18],[10.5 19.5] ; [10.5 19.5],0
b2,1,0.438578,0.6,[ 4 16] ; [ 5 11],[ 5. 15.] ; [ 4. 12.],0
b3,1,0.438578,0.6,[ 4 16] ; [ 5 11],[ 5. 15.] ; [ 4. 12.],0
p6,1,0.486916,0.483333,[ 4 25] ; [ 6 23],[ 5. 24.] ; [ 5. 24.],0
s3,1,0.505928,0.44248,[ 9 20] ; [ 7 23],[ 7.86440678 21.13559322] ; [ 8.13559322 21.86440678],0
s4,1,0.518605,0.416667,[ 7 23] ; [ 5 25],[ 6. 24.] ; [ 6. 24.],0
p12,1,0.553617,0.350877,[ 1 29] ; [ 2 28],[ 1.5 28.5] ; [ 1.5 28.5],0
r1,1,0.573138,0.31746,[ 8 22] ; [10 20],[ 9. 21.] ; [ 9. 21.],0
p7,1,0.602332,0.271493,[12 18] ; [14 16],[13. 17.] ; [13. 17.],0
n4,1,0.604773,0.267857,[17 13] ; [15 15],[16. 14.] ; [16. 14.],0
p5,1,0.612051,0.257199,[ 2 28] ; [ 3 26],[ 2.54237288 27.45762712] ; [ 2.45762712 26.54237288],0
p9,1,0.621295,0.244052,[15 13] ; [18 12],[15.93103448 12.06896552] ; [17.06896552 12.93103448],0
s1,1,0.640429,0.218182,[ 3 27] ; [ 2 28],[ 2.5 27.5] ; [ 2.5 27.5],0
p8,1,0.712572,0.135721,[ 9 21] ; [10 19],[ 9.66101695 20.33898305] ; [ 9.33898305 19.66101695],0
s8,1,0.717688,0.130719,[ 4 26] ; [ 5 25],[ 4.5 25.5] ; [ 4.5 25.5],0
s5,1,0.717688,0.130719,[ 5 25] ; [ 4 26],[ 4.5 25.5] ; [ 4.5 25.5],0
d2,1,0.765594,0.088889,[ 8 22] ; [ 7 23],[ 7.5 22.5] ; [ 7.5 22.5],0
p2,1,0.790602,0.070505,[19 11] ; [18 12],[18.5 11.5] ; [18.5 11.5],0
b4,1,0.793428,0.068571,[18 12] ; [17 13],[17.5 12.5] ; [17.5 12.5],0
p3,1,0.823531,0.049732,[ 8 22] ; [ 7 22],[ 7.62711864 22.37288136] ; [ 7.37288136 21.62711864],0
n6,1,0.879308,0.023057,[17 12] ; [17 13],[16.71186441 12.28813559] ; [17.28813559 12.71186441],0
n2,1,0.896669,0.016866,[8 6] ; [6 5],[7.84 6.16] ; [6.16 4.84],0
v1,1,1.0,0.0,[ 8 22] ; [ 8 22],[ 8. 22.] ; [ 8. 22.],0
p4,1,1.0,0.0,[12 18] ; [12 18],[12. 18.] ; [12. 18.],0
