Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.751098,[45 43] ; [132  33],[61.56521739 26.43478261] ; [115.43478261  49.56521739],1
p9,1,5e-06,20.76959,[49 36] ; [137  26],[63.75 21.25] ; [122.25  40.75],1
a1,1,3.8e-05,16.94732,[12 76] ; [  2 163],[ 4.86956522 83.13043478] ; [  9.13043478 155.86956522],1
p4,1,6.3e-05,16.007375,[23 64] ; [87 78],[37.97619048 49.02380952] ; [72.02380952 92.97619048],1
p10,1,0.000399,12.536826,[48 39] ; [126  38],[60.31075697 26.68924303] ; [113.68924303  50.31075697],1
r3,1,0.00058,11.838953,[71 17] ; [155   9],[78.92063492  9.07936508] ; [147.07936508  16.92063492],1
r4,1,0.000621,11.712963,[62 26] ; [145  20],[72. 16.] ; [135.  30.],1
v4,1,0.001311,10.326641,[72 16] ; [155   9],[79.26984127  8.73015873] ; [147.73015873  16.26984127],0
v1,1,0.002329,9.270479,[29 55] ; [87 71],[40.26446281 43.73553719] ; [75.73553719 82.26446281],0
n4,1,0.002983,8.81788,[60 28] ; [139  26],[69.2173913 18.7826087] ; [129.7826087  35.2173913],0
p8,1,0.003698,8.426605,[13 75] ; [ 52 113],[22.60869565 65.39130435] ; [ 42.39130435 122.60869565],0
n6,1,0.007274,7.203991,[60 28] ; [136  28],[68.44444444 19.55555556] ; [127.55555556  36.44444444],0
r2,1,0.014458,5.981285,[76 10] ; [158   6],[80.496  5.504] ; [153.504  10.496],0
b1,1,0.030094,4.703929,[41 47] ; [ 54 111],[33.04347826 54.95652174] ; [ 61.95652174 103.04347826],0
p6,1,0.032027,4.59703,[ 8 79] ; [ 32 131],[13.92 73.08] ; [ 26.08 136.92],0
s2,1,0.040198,4.209508,[33 54] ; [83 78],[40.69354839 46.30645161] ; [75.30645161 85.69354839],0
b5,1,0.042962,4.096891,[45 43] ; [106  59],[52.52173913 35.47826087] ; [98.47826087 66.52173913],0
s6,1,0.046625,3.958882,[44 43] ; [103  59],[51.36144578 35.63855422] ; [95.63855422 66.36144578],0
r1,1,0.060618,3.520396,[61 27] ; [131  33],[67.04761905 20.95238095] ; [124.95238095  39.04761905],0
v2,1,0.070968,3.260493,[36 47] ; [90 72],[42.68571429 40.31428571] ; [83.31428571 78.68571429],0
a4,1,0.075469,3.159875,[55 32] ; [85 80],[48.33333333 38.66666667] ; [91.66666667 73.33333333],0
a7,1,0.081413,3.036472,[57 31] ; [124  41],[62.95652174 25.04347826] ; [118.04347826  46.95652174],0
a2,1,0.081413,3.036472,[31 57] ; [ 41 124],[25.04347826 62.95652174] ; [ 46.95652174 118.04347826],0
s3,1,0.086366,2.940833,[36 51] ; [86 77],[42.456 44.544] ; [79.544 83.456],0
d5,1,0.114345,2.493112,[67 21] ; [139  26],[71.65217391 16.34782609] ; [134.34782609  30.65217391],0
u3,1,0.127892,2.317906,[ 7 10] ; [27 16],[9.63333333 7.36666667] ; [24.36666667 18.63333333],0
