Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2.2e-05,18.039328,[51 13] ; [23 32],[39.79831933 24.20168067] ; [34.20168067 20.79831933],1
n6,1,7.9e-05,15.570345,[54  8] ; [31 26],[44.28571429 17.71428571] ; [40.71428571 16.28571429],1
n4,1,0.000356,12.748042,[53 11] ; [30 27],[43.90082645 20.09917355] ; [39.09917355 17.90082645],1
p9,1,0.000593,11.797746,[49 14] ; [26 29],[40.04237288 22.95762712] ; [34.95762712 20.04237288],1
r3,1,0.001257,10.404119,[60  4] ; [41 16],[53.4214876 10.5785124] ; [47.5785124  9.4214876],0
r4,1,0.001742,9.803263,[56  8] ; [36 21],[48.66115702 15.33884298] ; [43.33884298 13.66115702],0
p3,1,0.003273,8.648484,[27 36] ; [10 46],[19.58823529 43.41176471] ; [17.41176471 38.58823529],0
p8,1,0.01123,6.428571,[22 42] ; [ 8 48],[16. 48.] ; [14. 42.],0
v4,1,0.01148,6.389387,[59  5] ; [43 14],[53.95041322 10.04958678] ; [48.04958678  8.95041322],0
p4,1,0.014717,5.95,[24 39] ; [10 46],[18. 45.] ; [16. 40.],0
n5,1,0.01714,5.681959,[49 15] ; [32 25],[42.84297521 21.15702479] ; [38.15702479 18.84297521],0
s2,1,0.030446,4.683932,[31 32] ; [17 40],[25.2 37.8] ; [22.8 34.2],0
s8,1,0.041908,4.138919,[24 39] ; [12 45],[18.9 44.1] ; [17.1 39.9],0
a6,1,0.042081,4.131944,[50 13] ; [35 21],[45. 18.] ; [40. 16.],0
v1,1,0.045322,4.006603,[28 33] ; [16 41],[22.74576271 38.25423729] ; [21.25423729 35.74576271],0
v2,1,0.064843,3.40898,[36 24] ; [24 32],[31.03448276 28.96551724] ; [28.96551724 27.03448276],0
p5,1,0.069134,3.303456,[ 8 54] ; [ 2 54],[ 5.25423729 56.74576271] ; [ 4.74576271 51.25423729],0
s6,1,0.073688,3.198906,[39 24] ; [26 31],[34.125 28.875] ; [30.875 26.125],0
b1,1,0.094651,2.793445,[24 40] ; [30 27],[28.56198347 35.43801653] ; [25.43801653 31.56198347],0
v3,1,0.12879,2.30703,[26 33] ; [17 39],[22.06086957 36.93913043] ; [20.93913043 35.06086957],0
s1,1,0.129975,2.292805,[ 3 61] ; [ 7 50],[ 5.2892562 58.7107438] ; [ 4.7107438 52.2892562],0
u2,1,0.150904,2.063086,[16  8] ; [7 9],[13.8 10.2] ; [9.2 6.8],0
a3,1,0.159966,1.974547,[40 24] ; [41 14],[43.56302521 20.43697479] ; [37.43697479 17.56302521],0
a8,1,0.163789,1.938891,[ 5 55] ; [ 9 44],[ 7.43362832 52.56637168] ; [ 6.56637168 46.43362832],0
d2,1,0.166701,1.912367,[28 35] ; [32 24],[31.76470588 31.23529412] ; [28.23529412 27.76470588],0
r2,1,0.1692,1.890013,[58  5] ; [47  9],[55.58823529  7.41176471] ; [49.41176471  6.58823529],0
d5,1,0.187288,1.738821,[44 19] ; [45 11],[47.11764706 15.88235294] ; [41.88235294 14.11764706],0
s3,1,0.208181,1.58403,[32 31] ; [22 34],[28.58823529 34.41176471] ; [25.41176471 30.58823529],0
b4,1,0.211456,1.561426,[43 21] ; [32 25],[39.66942149 24.33057851] ; [35.33057851 21.66942149],0
n2,1,0.236212,1.403061,[12  4] ; [16 12],[10.18181818  5.81818182] ; [17.81818182 10.18181818],0
p1,1,0.249383,1.326754,[ 4 60] ; [ 7 50],[ 5.81818182 58.18181818] ; [ 5.18181818 51.81818182],0
p7,1,0.266212,1.236162,[23 38] ; [16 41],[20.16101695 40.83898305] ; [18.83898305 38.16101695],0
s7,1,0.278508,1.174356,[26 35] ; [17 35],[23.21238938 37.78761062] ; [19.78761062 32.21238938],0
n3,1,0.279932,1.167421,[8 8] ; [18  9],[9.6744186 6.3255814] ; [16.3255814 10.6744186],0
u1,1,0.292286,1.109062,[15 49] ; [ 9 48],[12.69421488 51.30578512] ; [11.30578512 45.69421488],0
a4,1,0.303077,1.060606,[26 38] ; [28 28],[28.8 35.2] ; [25.2 30.8],0
r1,1,0.312903,1.018383,[48 16] ; [38 19],[45.48760331 18.51239669] ; [40.51239669 16.48760331],0
a2,1,0.315502,1.007504,[15 49] ; [18 39],[17.45454545 46.54545455] ; [15.54545455 41.45454545],0
d1,1,0.365582,0.818626,[40 24] ; [31 26],[37.55371901 26.44628099] ; [33.44628099 23.55371901],0
a1,1,0.411748,0.673749,[ 5 59] ; [ 7 50],[ 6.34710744 57.65289256] ; [ 5.65289256 51.34710744],0
p6,1,0.420366,0.649292,[14 50] ; [ 9 47],[12.26666667 51.73333333] ; [10.73333333 45.26666667],0
d4,1,0.434922,0.609643,[52 11] ; [43 13],[50.29411765 12.70588235] ; [44.70588235 11.29411765],0
d3,1,0.528578,0.397124,[45 18] ; [37 19],[43.41176471 19.58823529] ; [38.58823529 17.41176471],0
b5,1,0.744154,0.106509,[42 22] ; [39 18],[42.84297521 21.15702479] ; [38.15702479 18.84297521],0
