Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.599195,[ 2 26] ; [45 11],[15.66666667 12.33333333] ; [31.33333333 24.66666667],1
v4,1,5e-05,16.45768,[10 18] ; [45 11],[18.33333333  9.66666667] ; [36.66666667 19.33333333],1
p11,1,0.001173,10.532915,[ 3 25] ; [26 30],[ 9.66666667 18.33333333] ; [19.33333333 36.66666667],0
r1,1,0.00254,9.111779,[11 17] ; [41 15],[17.33333333 10.66666667] ; [34.66666667 21.33333333],0
r2,1,0.003174,8.70465,[16 10] ; [50  6],[20.92682927  5.07317073] ; [45.07317073 10.92682927],0
s6,1,0.003625,8.462701,[ 5 23] ; [28 27],[11.13253012 16.86746988] ; [21.86746988 33.13253012],0
v2,1,0.013346,6.122631,[ 5 23] ; [25 30],[10.12048193 17.87951807] ; [19.87951807 35.12048193],0
n6,1,0.018599,5.538843,[11 16] ; [38 18],[15.93975904 11.06024096] ; [33.06024096 22.93975904],0
p7,1,0.024399,5.066079,[ 3 24] ; [19 36],[ 7.24390244 19.75609756] ; [14.75609756 40.24390244],0
a1,1,0.024768,5.04,[ 6 22] ; [ 3 53],[ 3. 25.] ; [ 6. 50.],0
s2,1,0.032509,4.571429,[ 3 25] ; [18 38],[ 7. 21.] ; [14. 42.],0
n5,1,0.043351,4.081656,[20  8] ; [27 29],[15.66666667 12.33333333] ; [31.33333333 24.66666667],0
s8,1,0.063441,3.445063,[ 1 27] ; [10 45],[ 3.71084337 24.28915663] ; [ 7.28915663 47.71084337],0
u3,1,0.087857,2.913201,[3 8] ; [14 10],[5.34285714 5.65714286] ; [11.65714286 12.34285714],0
s5,1,0.091392,2.849687,[ 2 26] ; [12 43],[ 4.72289157 23.27710843] ; [ 9.27710843 45.72289157],0
s7,1,0.096327,2.76533,[ 3 24] ; [14 37],[ 5.88461538 21.11538462] ; [11.11538462 39.88461538],0
v1,1,0.108809,2.571429,[ 4 24] ; [17 39],[ 7. 21.] ; [14. 42.],0
s3,1,0.123472,2.372712,[ 6 21] ; [22 34],[ 9.10843373 17.89156627] ; [18.89156627 37.10843373],0
s4,1,0.134481,2.24,[ 5 23] ; [ 4 52],[ 3. 25.] ; [ 6. 50.],0
p3,1,0.135916,2.223599,[ 4 24] ; [16 39],[ 6.74698795 21.25301205] ; [13.25301205 41.74698795],0
b2,1,0.147766,2.095157,[10 11] ; [ 9 23],[ 7.52830189 13.47169811] ; [11.47169811 20.52830189],0
b3,1,0.147766,2.095157,[10 11] ; [ 9 23],[ 7.52830189 13.47169811] ; [11.47169811 20.52830189],0
p1,1,0.162797,1.948052,[ 4 24] ; [ 3 53],[ 2.33333333 25.66666667] ; [ 4.66666667 51.33333333],0
u2,1,0.171301,1.871521,[3 8] ; [12 11],[4.85294118 6.14705882] ; [10.14705882 12.85294118],0
n3,1,0.201754,1.62963,[ 5 10] ; [10  8],[6.81818182 8.18181818] ; [8.18181818 9.81818182],0
p4,1,0.208929,1.578835,[ 4 23] ; [15 40],[ 6.25609756 20.74390244] ; [12.74390244 42.25609756],0
n4,1,0.210593,1.567347,[19  9] ; [30 26],[16.33333333 11.66666667] ; [32.66666667 23.33333333],0
d4,1,0.225842,1.466857,[18 10] ; [43 13],[20.33333333  7.66666667] ; [40.66666667 15.33333333],0
n2,1,0.236294,1.402569,[ 6 10] ; [12  9],[7.78378378 8.21621622] ; [10.21621622 10.78378378],0
u1,1,0.264173,1.246753,[ 1 27] ; [ 6 50],[ 2.33333333 25.66666667] ; [ 4.66666667 51.33333333],0
n1,1,0.267783,1.22807,[8 8] ; [ 6 13],[6.4 9.6] ; [ 7.6 11.4],0
b5,1,0.279541,1.169318,[11 17] ; [29 27],[13.33333333 14.66666667] ; [26.66666667 29.33333333],0
a7,1,0.279951,1.167328,[12 16] ; [31 25],[14.33333333 13.66666667] ; [28.66666667 27.33333333],0
p10,1,0.28546,1.140912,[ 3 25] ; [11 44],[ 4.72289157 23.27710843] ; [ 9.27710843 45.72289157],0
p8,1,0.33083,0.945646,[ 3 24] ; [11 45],[ 4.55421687 22.44578313] ; [ 9.44578313 46.55421687],0
a8,1,0.400095,0.708042,[ 1 25] ; [ 5 50],[ 1.92592593 24.07407407] ; [ 4.07407407 50.92592593],0
v3,1,0.436976,0.604211,[ 7 21] ; [18 36],[ 8.53658537 19.46341463] ; [16.46341463 37.53658537],0
a4,1,0.44394,0.586076,[12 15] ; [20 36],[10.40963855 16.59036145] ; [21.59036145 34.40963855],0
s1,1,0.508332,0.4375,[ 5 23] ; [ 7 49],[ 4. 24.] ; [ 8. 48.],0
b4,1,0.531336,0.391837,[15 13] ; [34 22],[16.33333333 11.66666667] ; [32.66666667 23.33333333],0
a3,1,0.613463,0.255162,[17 10] ; [32 24],[15.93975904 11.06024096] ; [33.06024096 22.93975904],0
p5,1,0.741775,0.108572,[ 1 26] ; [ 3 53],[ 1.30120482 25.69879518] ; [ 2.69879518 53.30120482],0
d5,1,0.749144,0.102252,[17 11] ; [36 20],[17.66666667 10.33333333] ; [35.33333333 20.66666667],0
b1,1,0.754293,0.097959,[17 11] ; [32 24],[16.33333333 11.66666667] ; [32.66666667 23.33333333],0
a5,1,0.75594,0.096607,[15 13] ; [32 24],[15.66666667 12.33333333] ; [31.33333333 24.66666667],0
d2,1,0.874386,0.024992,[14 13] ; [28 28],[13.6626506 13.3373494] ; [28.3373494 27.6626506],0
d1,1,0.875645,0.02449,[12 16] ; [23 33],[11.66666667 16.33333333] ; [23.33333333 32.66666667],0
d3,1,0.876499,0.024152,[12 16] ; [25 31],[12.33333333 15.66666667] ; [24.66666667 31.33333333],0
a2,1,1.0,0.0,[ 4 24] ; [ 8 48],[ 4. 24.] ; [ 8. 48.],0
a6,1,1.0,0.0,[14 14] ; [28 28],[14. 14.] ; [28. 28.],0
