Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.334067,[59 11] ; [ 9 27],[44.90566038 25.09433962] ; [23.09433962 12.90566038],1
n6,1,0.001304,10.336931,[59 11] ; [20 16],[52.16981132 17.83018868] ; [26.83018868  9.16981132],0
r4,1,0.00946,6.733848,[63  7] ; [26 11],[58.22429907 11.77570093] ; [30.77570093  6.22429907],0
v3,1,0.016323,5.767769,[27 41] ; [ 6 30],[21.57692308 46.42307692] ; [11.42307692 24.57692308],0
s7,1,0.020184,5.395943,[33 32] ; [ 9 25],[27.57575758 37.42424242] ; [14.42424242 19.57575758],0
r1,1,0.020341,5.38241,[54 15] ; [21 16],[48.82075472 20.17924528] ; [26.17924528 10.82075472],0
d1,1,0.021825,5.259693,[39 31] ; [12 25],[33.36448598 36.63551402] ; [17.63551402 19.36448598],0
s8,1,0.023611,5.122999,[29 41] ; [ 7 29],[23.77358491 46.22641509] ; [12.22641509 23.77358491],0
v2,1,0.029921,4.713829,[38 31] ; [11 23],[32.82524272 36.17475728] ; [16.17475728 17.82524272],0
p9,1,0.038229,4.294816,[51 18] ; [20 17],[46.21698113 22.78301887] ; [24.78301887 12.21698113],0
d5,1,0.040788,4.184783,[55 14] ; [22 14],[50.6 18.4] ; [26.4  9.6],0
p10,1,0.043782,4.064954,[48 22] ; [18 19],[43.17757009 26.82242991] ; [22.82242991 14.17757009],0
d3,1,0.069529,3.294101,[48 21] ; [18 17],[43.78846154 25.21153846] ; [22.21153846 12.78846154],0
s4,1,0.071325,3.252258,[12 58] ; [12 25],[15.70093458 54.29906542] ; [ 8.29906542 28.70093458],0
r3,1,0.080233,3.060181,[65  4] ; [31  6],[62.49056604  6.50943396] ; [33.50943396  3.49056604],0
p1,1,0.081584,3.033058,[ 2 68] ; [ 4 32],[ 3.96226415 66.03773585] ; [ 2.03773585 33.96226415],0
s5,1,0.087901,2.912406,[26 41] ; [ 8 28],[22.11650485 44.88349515] ; [11.88349515 24.11650485],0
p2,1,0.107047,2.597282,[57 13] ; [25 12],[53.64485981 16.35514019] ; [28.35514019  8.64485981],0
p6,1,0.124291,2.362392,[35 34] ; [13 24],[31.24528302 37.75471698] ; [16.75471698 20.24528302],0
v4,1,0.127841,2.318524,[65  5] ; [30  6],[62.73584906  7.26415094] ; [32.26415094  3.73584906],0
s6,1,0.170834,1.875608,[48 19] ; [21 15],[44.88349515 22.11650485] ; [24.11650485 11.88349515],0
v1,1,0.173684,1.850854,[35 35] ; [13 23],[31.69811321 38.30188679] ; [16.30188679 19.69811321],0
a6,1,0.201612,1.630658,[46 23] ; [20 17],[42.96226415 26.03773585] ; [23.03773585 13.96226415],0
b1,1,0.229754,1.442385,[35 35] ; [23 14],[37.94392523 32.05607477] ; [20.05607477 16.94392523],0
b2,1,0.246011,1.345817,[10 27] ; [ 2 14],[ 8.37735849 28.62264151] ; [ 3.62264151 12.37735849],0
b3,1,0.246011,1.345817,[10 27] ; [ 2 14],[ 8.37735849 28.62264151] ; [ 3.62264151 12.37735849],0
a2,1,0.262588,1.255061,[18 52] ; [ 6 31],[15.70093458 54.29906542] ; [ 8.29906542 28.70093458],0
a7,1,0.281143,1.161557,[50 20] ; [22 14],[47.54716981 22.45283019] ; [24.45283019 11.54716981],0
u1,1,0.296272,1.090899,[13 57] ; [ 4 33],[11.12149533 58.87850467] ; [ 5.87850467 31.12149533],0
n3,1,0.306644,1.045074,[15  4] ; [12  1],[16.03125  2.96875] ; [10.96875  2.03125],0
n2,1,0.314069,1.013488,[16  3] ; [9 4],[14.84375  4.15625] ; [10.15625  2.84375],0
a5,1,0.327502,0.958749,[50 20] ; [23 14],[47.75700935 22.24299065] ; [25.24299065 11.75700935],0
p3,1,0.411679,0.673947,[38 32] ; [17 20],[35.98130841 34.01869159] ; [19.01869159 17.98130841],0
b4,1,0.411679,0.673947,[38 32] ; [17 20],[35.98130841 34.01869159] ; [19.01869159 17.98130841],0
d4,1,0.412295,0.672174,[53 16] ; [25 11],[51.25714286 17.74285714] ; [26.74285714  9.25714286],0
n1,1,0.440495,0.594992,[ 8 10] ; [4 9],[ 6.96774194 11.03225806] ; [5.03225806 7.96774194],0
u2,1,0.457868,0.551102,[ 9 13] ; [7 6],[10.05714286 11.94285714] ; [5.94285714 7.05714286],0
r2,1,0.530286,0.393843,[64  5] ; [33  4],[63.14150943  5.85849057] ; [33.85849057  3.14150943],0
d2,1,0.541006,0.373678,[36 33] ; [17 20],[34.5 34.5] ; [18.5 18.5],0
s3,1,0.594161,0.283892,[41 28] ; [20 17],[39.70754717 29.29245283] ; [21.29245283 15.70754717],0
a3,1,0.662736,0.190217,[47 22] ; [23 13],[46. 23.] ; [24. 12.],0
a4,1,0.709748,0.138529,[31 39] ; [15 22],[30.09345794 39.90654206] ; [15.90654206 21.09345794],0
u3,1,0.713146,0.135154,[13 10] ; [6 6],[12.48571429 10.51428571] ; [6.51428571 5.48571429],0
b5,1,0.741048,0.109207,[47 23] ; [26 11],[47.75700935 22.24299065] ; [25.24299065 11.75700935],0
p8,1,0.74922,0.102188,[31 38] ; [15 21],[30.22857143 38.77142857] ; [15.77142857 20.22857143],0
a1,1,0.794086,0.068126,[ 3 67] ; [ 2 35],[ 3.27102804 66.72897196] ; [ 1.72897196 35.27102804],0
s2,1,0.894212,0.017683,[35 35] ; [18 19],[34.6728972 35.3271028] ; [18.3271028 18.6728972],0
p4,1,0.920021,0.010082,[38 31] ; [20 17],[37.75471698 31.24528302] ; [20.24528302 16.75471698],0
s1,1,0.947335,0.004363,[ 4 66] ; [ 2 35],[ 3.92523364 66.07476636] ; [ 2.07476636 34.92523364],0
p12,1,0.963288,0.002119,[ 2 68] ; [ 1 36],[ 1.96261682 68.03738318] ; [ 1.03738318 35.96261682],0
