Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.715033,[26 52] ; [26  8],[36.21428571 41.78571429] ; [15.78571429 18.21428571],1
p8,1,0.0001,15.138586,[19 61] ; [21 13],[28.07017544 51.92982456] ; [11.92982456 22.07017544],1
r4,1,0.00042,12.440513,[44 38] ; [30  4],[52.31034483 29.68965517] ; [21.68965517 12.31034483],1
v2,1,0.007102,7.246963,[23 53] ; [19 14],[29.28440367 46.71559633] ; [12.71559633 20.28440367],0
p4,1,0.008076,7.016642,[22 59] ; [18 16],[28.17391304 52.82608696] ; [11.82608696 22.17391304],0
p10,1,0.015652,5.841569,[32 48] ; [22 12],[37.89473684 42.10526316] ; [16.10526316 17.89473684],0
p9,1,0.020253,5.389971,[40 40] ; [25  9],[45.61403509 34.38596491] ; [19.38596491 14.61403509],0
v4,1,0.021443,5.290462,[54 26] ; [30  4],[58.94736842 21.05263158] ; [25.05263158  8.94736842],0
a3,1,0.021496,5.28613,[46 35] ; [27  7],[51.4173913 29.5826087] ; [21.5826087 12.4173913],0
p2,1,0.021496,5.28613,[46 35] ; [27  7],[51.4173913 29.5826087] ; [21.5826087 12.4173913],0
v1,1,0.026429,4.927726,[23 58] ; [17 17],[28.17391304 52.82608696] ; [11.82608696 22.17391304],0
a5,1,0.035786,4.407271,[43 39] ; [25  9],[48.06896552 33.93103448] ; [19.93103448 14.06896552],0
r2,1,0.039446,4.241535,[60 21] ; [31  3],[64.09565217 16.90434783] ; [26.90434783  7.09565217],0
r3,1,0.045649,3.994509,[55 27] ; [29  5],[59.37931034 22.62068966] ; [24.62068966  9.37931034],0
p6,1,0.046552,3.961517,[10 70] ; [ 9 23],[13.57142857 66.42857143] ; [ 5.42857143 26.57142857],0
r1,1,0.055718,3.660464,[50 32] ; [27  7],[54.43103448 27.56896552] ; [22.56896552 11.43103448],0
s5,1,0.07157,3.246644,[ 7 72] ; [ 7 26],[ 9.875 69.125] ; [ 4.125 28.875],0
d1,1,0.084522,2.975733,[27 55] ; [17 17],[31.10344828 50.89655172] ; [12.89655172 21.10344828],0
s6,1,0.093249,2.817365,[23 59] ; [15 19],[26.86206897 55.13793103] ; [11.13793103 22.86206897],0
b1,1,0.117533,2.449885,[40 42] ; [22 12],[43.82758621 38.17241379] ; [18.17241379 15.82758621],0
d4,1,0.127536,2.322244,[50 31] ; [26  8],[53.53043478 27.46956522] ; [22.46956522 11.53043478],0
p1,1,0.138348,2.196243,[ 5 76] ; [ 5 29],[ 7.04347826 73.95652174] ; [ 2.95652174 31.04347826],0
u3,1,0.1486,2.086568,[15 21] ; [5 2],[16.74418605 19.25581395] ; [3.25581395 3.74418605],0
s7,1,0.173765,1.850161,[11 64] ; [ 8 23],[13.44339623 61.55660377] ; [ 5.55660377 25.44339623],0
s8,1,0.180281,1.795304,[11 71] ; [ 8 26],[13.43103448 68.56896552] ; [ 5.56896552 28.43103448],0
u1,1,0.182736,1.775227,[ 4 78] ; [ 4 30],[ 5.65517241 76.34482759] ; [ 2.34482759 31.65517241],0
