Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.6e-05,17.715033,[26 52] ; [26  8],[36.21428571 41.78571429] ; [15.78571429 18.21428571],1
a1,1,0.211706,1.559718,[ 8 74] ; [ 1 33],[ 6.36206897 75.63793103] ; [ 2.63793103 31.36206897],0
s4,1,0.21631,1.528684,[ 6 76] ; [ 5 29],[ 7.77586207 74.22413793] ; [ 3.22413793 30.77586207],0
n5,1,0.251369,1.315681,[38 43] ; [12 22],[35.2173913 45.7826087] ; [14.7826087 19.2173913],0
b2,1,0.319046,0.992855,[13 34] ; [ 8 12],[14.73134328 32.26865672] ; [ 6.26865672 13.73134328],0
b3,1,0.319046,0.992855,[13 34] ; [ 8 12],[14.73134328 32.26865672] ; [ 6.26865672 13.73134328],0
v3,1,0.339868,0.910931,[16 62] ; [ 9 22],[17.88990826 60.11009174] ; [ 7.11009174 23.88990826],0
p11,1,0.386322,0.750487,[41 41] ; [20 14],[43.12068966 38.87931034] ; [17.87931034 16.12068966],0
d2,1,0.423854,0.639604,[32 50] ; [16 18],[33.93103448 48.06896552] ; [14.06896552 19.93103448],0
a2,1,0.43027,0.622094,[12 70] ; [ 7 27],[13.43103448 68.56896552] ; [ 5.56896552 28.43103448],0
p5,1,0.436589,0.605231,[ 4 76] ; [ 3 31],[ 4.9122807 75.0877193] ; [ 2.0877193 31.9122807],0
d5,1,0.493873,0.468077,[55 27] ; [25  9],[56.55172414 25.44827586] ; [23.44827586 10.55172414],0
a7,1,0.498296,0.458564,[50 32] ; [23 11],[51.60344828 30.39655172] ; [21.39655172 12.60344828],0
n4,1,0.529782,0.394811,[43 39] ; [20 14],[44.53448276 37.46551724] ; [18.46551724 15.53448276],0
n1,1,0.556901,0.345098,[16 24] ; [1 3],[15.45454545 24.54545455] ; [1.54545455 2.45454545],0
b5,1,0.573792,0.31638,[46 36] ; [21 13],[47.36206897 34.63793103] ; [19.63793103 14.36206897],0
a6,1,0.578114,0.309294,[51 31] ; [23 11],[52.31034483 29.68965517] ; [21.68965517 12.31034483],0
s3,1,0.624571,0.239496,[20 60] ; [10 24],[21.05263158 58.94736842] ; [ 8.94736842 25.05263158],0
a8,1,0.683665,0.16603,[ 6 73] ; [ 3 27],[ 6.52293578 72.47706422] ; [ 2.47706422 27.52293578],0
a4,1,0.829239,0.046517,[32 50] ; [14 20],[32.51724138 49.48275862] ; [13.48275862 20.51724138],0
u2,1,0.844233,0.038605,[22 14] ; [4 3],[21.76744186 14.23255814] ; [4.23255814 2.76744186],0
d3,1,0.877989,0.023568,[44 37] ; [19 15],[44.37391304 36.62608696] ; [18.62608696 15.37391304],0
b4,1,0.983041,0.000452,[46 36] ; [19 15],[45.94827586 36.05172414] ; [19.05172414 14.94827586],0
