Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.416637,[28 40] ; [59 14],[41.95744681 26.04255319] ; [45.04255319 27.95744681],1
p1,1,0.605741,0.266423,[ 4 63] ; [ 6 67],[ 4.78571429 62.21428571] ; [ 5.21428571 67.78571429],0
p4,1,0.616393,0.250969,[27 41] ; [26 47],[25.56028369 42.43971631] ; [27.43971631 45.56028369],0
a3,1,0.628116,0.234624,[35 33] ; [40 32],[36.42857143 31.57142857] ; [38.57142857 33.42857143],0
s2,1,0.654013,0.200878,[19 49] ; [22 48],[20.20289855 47.79710145] ; [20.79710145 49.20289855],0
a6,1,0.708952,0.139326,[37 31] ; [42 31],[38.09929078 29.90070922] ; [40.90070922 32.09929078],0
b5,1,0.716879,0.131502,[38 30] ; [43 30],[39.06382979 28.93617021] ; [41.93617021 31.06382979],0
v3,1,0.773679,0.082694,[17 47] ; [21 52],[17.75182482 46.24817518] ; [20.24817518 52.75182482],0
u3,1,0.805541,0.060606,[17 16] ; [16 17],[16.5 16.5] ; [16.5 16.5],0
r1,1,0.811612,0.056809,[46 22] ; [48 25],[45.33333333 22.66666667] ; [48.66666667 24.33333333],0
d5,1,0.811612,0.056809,[46 22] ; [48 25],[45.33333333 22.66666667] ; [48.66666667 24.33333333],0
u2,1,0.814248,0.055201,[15 18] ; [15 16],[15.46875 17.53125] ; [14.53125 16.46875],0
b4,1,0.866536,0.028244,[41 27] ; [43 30],[40.5106383 27.4893617] ; [43.4893617 29.5106383],0
p7,1,0.869584,0.026957,[27 41] ; [28 45],[26.5248227 41.4751773] ; [28.4751773 44.5248227],0
p11,1,0.876762,0.024048,[28 40] ; [31 42],[28.45390071 39.54609929] ; [30.54609929 42.45390071],0
a5,1,0.896702,0.016855,[38 30] ; [40 33],[37.61702128 30.38297872] ; [40.38297872 32.61702128],0
a7,1,0.906533,0.013786,[39 29] ; [42 30],[39.34285714 28.65714286] ; [41.65714286 30.34285714],0
s1,1,0.917525,0.010723,[ 6 62] ; [ 6 66],[ 5.82857143 62.17142857] ; [ 6.17142857 65.82857143],0
p2,1,0.925702,0.008696,[35 33] ; [37 36],[34.72340426 33.27659574] ; [37.27659574 35.72340426],0
v1,1,0.968112,0.001598,[24 44] ; [26 47],[24.11347518 43.88652482] ; [25.88652482 47.11347518],0
d1,1,0.982641,0.000473,[29 39] ; [31 42],[28.93617021 39.06382979] ; [31.06382979 41.93617021],0
p6,1,0.997497,1e-05,[13 53] ; [14 57],[13.00729927 52.99270073] ; [13.99270073 57.00729927],0
