Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,23.416637,[28 40] ; [59 14],[41.95744681 26.04255319] ; [45.04255319 27.95744681],1
n6,1,0.000718,11.442674,[31 37] ; [53 19],[40.8 27.2] ; [43.2 28.8],1
r3,1,0.004051,8.260614,[60  8] ; [49 23],[52.94285714 15.05714286] ; [56.05714286 15.94285714],0
s8,1,0.009151,6.793192,[ 5 62] ; [17 55],[10.60431655 56.39568345] ; [11.39568345 60.60431655],0
a1,1,0.021275,5.304112,[ 1 67] ; [ 8 65],[ 4.34042553 63.65957447] ; [ 4.65957447 68.34042553],0
a8,1,0.04948,3.85899,[ 1 64] ; [ 6 58],[ 3.52713178 61.47286822] ; [ 3.47286822 60.52713178],0
d4,1,0.06451,3.417464,[52 16] ; [44 27],[46.96402878 21.03597122] ; [49.03597122 21.96402878],0
d2,1,0.073853,3.195232,[28 40] ; [40 31],[33.26618705 34.73381295] ; [34.73381295 36.26618705],0
n3,1,0.100445,2.698465,[18  9] ; [13 16],[14.94642857 12.05357143] ; [16.05357143 12.94642857],0
n1,1,0.142139,2.154649,[ 7 21] ; [13 17],[ 9.65517241 18.34482759] ; [10.34482759 19.65517241],0
b3,1,0.145169,2.122298,[ 8 30] ; [17 31],[11.04651163 26.95348837] ; [13.95348837 34.04651163],0
b2,1,0.145169,2.122298,[ 8 30] ; [17 31],[11.04651163 26.95348837] ; [13.95348837 34.04651163],0
s6,1,0.173165,1.855324,[24 43] ; [34 38],[27.95683453 39.04316547] ; [30.04316547 41.95683453],0
u1,1,0.175758,1.83313,[ 6 62] ; [12 61],[ 8.68085106 59.31914894] ; [ 9.31914894 63.68085106],0
s7,1,0.179685,1.800224,[10 51] ; [18 51],[13.13846154 47.86153846] ; [14.86153846 54.13846154],0
p8,1,0.245471,1.348899,[21 47] ; [16 56],[17.97142857 50.02857143] ; [19.02857143 52.97142857],0
v2,1,0.252431,1.309798,[29 38] ; [24 47],[25.73188406 41.26811594] ; [27.26811594 43.73188406],0
s4,1,0.303858,1.057184,[ 9 59] ; [14 57],[11.25179856 56.74820144] ; [11.74820144 59.25179856],0
a4,1,0.33894,0.914437,[23 45] ; [30 42],[25.74285714 42.25714286] ; [27.25714286 44.74285714],0
r4,1,0.340395,0.908944,[48 20] ; [46 27],[45.33333333 22.66666667] ; [48.66666667 24.33333333],0
r2,1,0.368508,0.80869,[53 14] ; [62 11],[55.03571429 11.96428571] ; [59.96428571 13.03571429],0
s3,1,0.373433,0.792209,[23 44] ; [30 42],[25.54676259 41.45323741] ; [27.45323741 44.54676259],0
n2,1,0.383941,0.758046,[17 10] ; [16 15],[15.36206897 11.63793103] ; [17.63793103 13.36206897],0
d3,1,0.427368,0.629965,[39 29] ; [37 36],[36.65248227 31.34751773] ; [39.34751773 33.65248227],0
p3,1,0.478906,0.501354,[23 44] ; [21 52],[21.05714286 45.94285714] ; [22.94285714 50.05714286],0
a2,1,0.480144,0.498536,[10 58] ; [14 59],[11.57446809 56.42553191] ; [12.42553191 60.57446809],0
v4,1,0.534394,0.386029,[54 14] ; [54 18],[52.45714286 15.54285714] ; [55.54285714 16.45714286],0
b1,1,0.536554,0.381963,[38 30] ; [37 36],[36.17021277 31.82978723] ; [38.82978723 34.17021277],0
s5,1,0.546816,0.363052,[ 9 58] ; [12 58],[10.27007299 56.72992701] ; [10.72992701 59.27007299],0
