Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,9.2e-05,15.29553,[1 6] ; [16  1],[4.95833333 2.04166667] ; [12.04166667  4.95833333],1
n5,1,0.004975,7.888595,[1 6] ; [13  4],[4.08333333 2.91666667] ; [9.91666667 7.08333333],0
n4,1,0.011864,6.331081,[1 6] ; [12  5],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
p2,1,0.053004,3.743803,[3 4] ; [14  3],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
p4,1,0.112339,2.521008,[3 4] ; [13  4],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
s3,1,0.194835,1.680672,[3 4] ; [ 3 14],[1.75 5.25] ; [ 4.25 12.75],0
p11,1,0.194835,1.680672,[4 3] ; [14  3],[5.25 1.75] ; [12.75  4.25],0
p7,1,0.202134,1.626891,[3 4] ; [12  5],[4.375 2.625] ; [10.625  6.375],0
s2,1,0.202134,1.626891,[4 3] ; [ 5 12],[2.625 4.375] ; [ 6.375 10.625],0
v4,1,0.202134,1.626891,[3 4] ; [12  5],[4.375 2.625] ; [10.625  6.375],0
d1,1,0.202134,1.626891,[4 3] ; [ 5 12],[2.625 4.375] ; [ 6.375 10.625],0
r1,1,0.204008,1.613445,[1 6] ; [ 7 10],[2.33333333 4.66666667] ; [ 5.66666667 11.33333333],0
r3,1,0.225709,1.4677,[4 3] ; [13  3],[5.17391304 1.82608696] ; [11.82608696  4.17391304],0
a6,1,0.276116,1.186108,[5 2] ; [8 9],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
s6,1,0.276116,1.186108,[5 2] ; [8 9],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
d3,1,0.276116,1.186108,[5 2] ; [8 9],[3.79166667 3.20833333] ; [9.20833333 7.79166667],0
a3,1,0.303387,1.059247,[6 1] ; [11  6],[4.95833333 2.04166667] ; [12.04166667  4.95833333],0
s5,1,0.303387,1.059247,[1 6] ; [ 6 11],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
b4,1,0.343709,0.896547,[3 4] ; [ 4 13],[2.04166667 4.95833333] ; [ 4.95833333 12.04166667],0
n6,1,0.381905,0.76456,[3 4] ; [10  6],[3.95652174 3.04347826] ; [9.04347826 6.95652174],0
p6,1,0.393921,0.726803,[1 5] ; [ 6 11],[1.82608696 4.17391304] ; [ 5.17391304 11.82608696],0
p8,1,0.403713,0.697239,[2 5] ; [8 9],[2.91666667 4.08333333] ; [7.08333333 9.91666667],0
n2,1,0.407626,0.685714,[3 1] ; [4 4],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
b2,1,0.438578,0.6,[1 4] ; [4 6],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
b3,1,0.438578,0.6,[1 4] ; [4 6],[1.66666667 3.33333333] ; [3.33333333 6.66666667],0
s7,1,0.492519,0.471018,[2 5] ; [7 9],[2.73913043 4.26086957] ; [6.26086957 9.73913043],0
a2,1,0.498389,0.458365,[1 6] ; [ 1 16],[0.58333333 6.41666667] ; [ 1.41666667 15.58333333],0
p1,1,0.498389,0.458365,[1 6] ; [ 1 16],[0.58333333 6.41666667] ; [ 1.41666667 15.58333333],0
b1,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
v2,1,0.525358,0.403361,[4 3] ; [12  5],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
d5,1,0.562069,0.336134,[5 2] ; [10  7],[4.375 2.625] ; [10.625  6.375],0
a7,1,0.653368,0.201681,[3 4] ; [9 8],[3.5 3.5] ; [8.5 8.5],0
n3,1,0.678845,0.171429,[2 2] ; [3 5],[1.66666667 2.33333333] ; [3.33333333 4.66666667],0
d2,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
a5,1,0.727943,0.121008,[4 3] ; [11  6],[4.375 2.625] ; [10.625  6.375],0
a4,1,0.727943,0.121008,[3 4] ; [ 6 11],[2.625 4.375] ; [ 6.375 10.625],0
p3,1,0.735039,0.114535,[2 4] ; [ 7 10],[2.34782609 3.65217391] ; [ 6.65217391 10.34782609],0
v3,1,0.750824,0.10084,[2 5] ; [ 6 11],[2.33333333 4.66666667] ; [ 5.66666667 11.33333333],0
s4,1,0.840825,0.040336,[1 6] ; [ 3 14],[1.16666667 5.83333333] ; [ 2.83333333 14.16666667],0
b5,1,0.851054,0.035259,[3 4] ; [8 9],[3.20833333 3.79166667] ; [7.79166667 9.20833333],0
s1,1,0.865215,0.028812,[1 6] ; [ 2 15],[0.875 6.125] ; [ 2.125 14.875],0
n1,1,1.0,0.0,[1 3] ; [2 6],[1. 3.] ; [2. 6.],0
