Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.1e-05,16.826488,[71 21] ; [23 30],[59.64137931 32.35862069] ; [34.35862069 18.64137931],1
s6,1,8.1e-05,15.542795,[48 44] ; [10 43],[36.8 55.2] ; [21.2 31.8],1
s8,1,0.000395,12.556365,[31 61] ; [ 4 49],[22.20689655 69.79310345] ; [12.79310345 40.20689655],1
r3,1,0.000417,12.455219,[78 14] ; [31 22],[69.15862069 22.84137931] ; [39.84137931 13.15862069],1
v4,1,0.000417,12.455219,[78 14] ; [31 22],[69.15862069 22.84137931] ; [39.84137931 13.15862069],1
p11,1,0.000528,12.015265,[57 35] ; [17 36],[46.95172414 45.04827586] ; [27.04827586 25.95172414],1
n4,1,0.000726,11.422626,[69 23] ; [25 28],[59.64137931 32.35862069] ; [34.35862069 18.64137931],1
n5,1,0.002356,9.249409,[69 23] ; [26 26],[60.69444444 31.30555556] ; [34.30555556 17.69444444],0
b5,1,0.003657,8.446701,[61 31] ; [22 31],[52.66206897 39.33793103] ; [30.33793103 22.66206897],0
u1,1,0.007915,7.052543,[18 74] ; [ 2 51],[12.68965517 79.31034483] ; [ 7.31034483 45.68965517],0
p3,1,0.011546,6.379355,[30 62] ; [ 7 45],[23.63888889 68.36111111] ; [13.36111111 38.63888889],0
s7,1,0.014284,6.002722,[32 55] ; [ 8 40],[25.77777778 61.22222222] ; [14.22222222 33.77777778],0
r2,1,0.014868,5.932034,[78 11] ; [37 15],[72.58865248 16.41134752] ; [42.41134752  9.58865248],0
s4,1,0.032502,4.571843,[14 77] ; [ 2 51],[10.11111111 80.88888889] ; [ 5.88888889 47.11111111],0
p10,1,0.034094,4.490005,[50 41] ; [19 33],[43.90909091 47.09090909] ; [25.09090909 26.90909091],0
p9,1,0.044451,4.039361,[51 37] ; [21 31],[45.25714286 42.74285714] ; [26.74285714 25.25714286],0
v2,1,0.049905,3.844634,[43 47] ; [15 34],[37.55395683 52.44604317] ; [20.44604317 28.55395683],0
d1,1,0.093398,2.814816,[48 44] ; [20 33],[43.14482759 48.85517241] ; [24.85517241 28.14482759],0
s1,1,0.094143,2.802067,[ 5 87] ; [ 7 45],[ 7.66666667 84.33333333] ; [ 4.33333333 47.66666667],0
p6,1,0.09425,2.800238,[14 77] ; [ 3 48],[10.8943662 80.1056338] ; [ 6.1056338 44.8943662],0
p4,1,0.101308,2.68483,[27 64] ; [ 9 43],[22.90909091 68.09090909] ; [13.09090909 38.90909091],0
n2,1,0.108882,2.570371,[23  8] ; [14 12],[20.12280702 10.87719298] ; [16.87719298  9.12280702],0
d4,1,0.121528,2.397519,[68 24] ; [32 20],[63.88888889 28.11111111] ; [36.11111111 15.88888889],0
a1,1,0.17475,1.841714,[ 6 86] ; [ 7 46],[ 8.24827586 83.75172414] ; [ 4.75172414 48.24827586],0
v3,1,0.18281,1.77463,[33 56] ; [13 37],[29.45323741 59.54676259] ; [16.54676259 33.45323741],0
v1,1,0.184157,1.763751,[31 57] ; [13 40],[27.46099291 60.53900709] ; [16.53900709 36.46099291],0
d5,1,0.193636,1.689731,[63 29] ; [30 22],[59.41666667 32.58333333] ; [33.58333333 18.41666667],0
r1,1,0.211065,1.564106,[60 32] ; [29 24],[56.46896552 35.53103448] ; [32.53103448 20.46896552],0
p1,1,0.221557,1.49426,[ 4 88] ; [ 5 48],[ 5.71034483 86.28965517] ; [ 3.28965517 49.71034483],0
a6,1,0.255693,1.291925,[55 37] ; [26 26],[51.75 40.25] ; [29.25 22.75],0
a7,1,0.324325,0.971425,[58 34] ; [29 24],[55.2 36.8] ; [31.8 21.2],0
p8,1,0.35465,0.856751,[17 75] ; [13 39],[19.16666667 72.83333333] ; [10.83333333 41.16666667],0
u3,1,0.392615,0.730827,[19 16] ; [ 8 11],[17.5 17.5] ; [9.5 9.5],0
u4,1,0.434132,0.611743,[ 4 88] ; [ 1 52],[ 3.17241379 88.82758621] ; [ 1.82758621 51.17241379],0
p5,1,0.443545,0.587093,[ 4 86] ; [ 1 50],[ 3.19148936 86.80851064] ; [ 1.80851064 49.19148936],0
b1,1,0.479825,0.49926,[43 49] ; [28 25],[45.04827586 46.95172414] ; [25.95172414 27.04827586],0
b4,1,0.492597,0.470849,[54 38] ; [28 25],[52.02758621 39.97241379] ; [29.97241379 23.02758621],0
n3,1,0.495731,0.464062,[19 11] ; [13 11],[17.77777778 12.22222222] ; [14.22222222  9.77777778],0
s2,1,0.501542,0.451672,[31 61] ; [15 38],[29.1862069 62.8137931] ; [16.8137931 36.1862069],0
a8,1,0.531545,0.391438,[ 7 79] ; [ 6 47],[ 8.04316547 77.95683453] ; [ 4.95683453 48.04316547],0
a4,1,0.595987,0.281091,[35 55] ; [23 30],[36.5034965 53.4965035] ; [21.4965035 31.5034965],0
n1,1,0.610653,0.259225,[14 17] ; [13 12],[14.94642857 16.05357143] ; [12.05357143 12.94642857],0
d2,1,0.634754,0.225669,[44 47] ; [23 29],[42.63636364 48.36363636] ; [24.36363636 27.63636364],0
d3,1,0.636687,0.223101,[48 44] ; [25 27],[46.63888889 45.36111111] ; [26.36111111 25.63888889],0
a2,1,0.700277,0.148183,[18 74] ; [ 9 44],[17.13103448 74.86896552] ; [ 9.86896552 43.13103448],0
a3,1,0.742516,0.107928,[57 34] ; [34 18],[57.90909091 33.09090909] ; [33.09090909 18.90909091],0
b3,1,0.769619,0.085775,[23 37] ; [12 22],[22.34042553 37.65957447] ; [12.65957447 21.34042553],0
b2,1,0.769619,0.085775,[23 37] ; [12 22],[22.34042553 37.65957447] ; [12.65957447 21.34042553],0
p7,1,0.771838,0.084084,[27 62] ; [14 36],[26.25179856 62.74820144] ; [14.74820144 35.25179856],0
s3,1,0.820705,0.051365,[35 56] ; [21 31],[35.63636364 55.36363636] ; [20.36363636 31.63636364],0
u2,1,0.932666,0.007139,[18 17] ; [10  9],[18.14814815 16.85185185] ; [9.85185185 9.14814815],0
a5,1,0.992343,9.2e-05,[52 40] ; [30 23],[52.02758621 39.97241379] ; [29.97241379 23.02758621],0
