Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,31.287637,[34  1] ; [21 34],[21.38888889 13.61111111] ; [33.61111111 21.38888889],1
d5,1,0.0,30.442636,[35  1] ; [22 33],[22.54945055 13.45054945] ; [34.45054945 20.54945055],1
d3,1,0.0,30.400792,[30  6] ; [13 41],[17.2 18.8] ; [25.8 28.2],1
d2,1,1e-06,24.620997,[27  7] ; [14 41],[15.66292135 18.33707865] ; [25.33707865 29.66292135],1
a4,1,0.000248,13.427577,[21 14] ; [12 43],[12.83333333 22.16666667] ; [20.16666667 34.83333333],1
a2,1,0.002923,8.854882,[10 26] ; [ 3 52],[ 5.14285714 30.85714286] ; [ 7.85714286 47.14285714],0
a3,1,0.005635,7.663477,[29  7] ; [28 26],[22.8 13.2] ; [34.2 19.8],0
a5,1,0.008726,6.877988,[27  9] ; [26 29],[20.96703297 15.03296703] ; [32.03296703 22.96703297],0
s4,1,0.010858,6.488379,[ 2 33] ; [15 40],[ 6.61111111 28.38888889] ; [10.38888889 44.61111111],0
u1,1,0.01351,6.101105,[ 7 29] ; [ 2 53],[ 3.56043956 32.43956044] ; [ 5.43956044 49.56043956],0
p5,1,0.015413,5.868626,[ 8 27] ; [ 3 51],[ 4.3258427 30.6741573] ; [ 6.6741573 47.3258427],0
v2,1,0.017589,5.636601,[18 16] ; [15 39],[12.75 21.25] ; [20.25 33.75],0
r2,1,0.022543,5.203361,[24  8] ; [27 27],[18.97674419 13.02325581] ; [32.02325581 21.97674419],0
n4,1,0.042834,4.101926,[32  4] ; [39 16],[28.08791209  7.91208791] ; [42.91208791 12.08791209],0
r1,1,0.072998,3.214286,[13 22] ; [11 44],[ 9.33333333 25.66666667] ; [14.66666667 40.33333333],0
p1,1,0.081568,3.033386,[ 7 29] ; [ 4 51],[ 4.35164835 31.64835165] ; [ 6.64835165 48.35164835],0
a6,1,0.085003,2.966554,[23 13] ; [25 30],[18.98901099 17.01098901] ; [29.01098901 25.98901099],0
v3,1,0.129839,2.294428,[12 23] ; [11 44],[ 8.94444444 26.05555556] ; [14.05555556 40.94444444],0
p11,1,0.137469,2.206061,[24 12] ; [28 27],[20.57142857 15.42857143] ; [31.42857143 23.57142857],0
n6,1,0.14611,2.112395,[26  9] ; [32 22],[22.80898876 12.19101124] ; [35.19101124 18.80898876],0
