Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.50641,[55 81] ; [266  66],[93.28205128 42.71794872] ; [227.71794872 104.28205128],1
d3,1,0.0,56.953317,[54 82] ; [253  79],[89.21367521 46.78632479] ; [217.78632479 114.21367521],1
r4,1,0.0,36.95632,[94 42] ; [304  29],[115.41151386  20.58848614] ; [282.58848614  50.41151386],1
a2,1,0.0,29.100684,[  9 127] ; [ 99 234],[ 31.31769723 104.68230277] ; [ 76.68230277 256.31769723],1
r1,1,1e-05,19.435514,[87 49] ; [274  57],[105.13062099  30.86937901] ; [255.86937901  75.13062099],1
r3,1,1e-05,19.434355,[114  22] ; [318  14],[125.53846154  10.46153846] ; [306.46153846  25.53846154],1
u1,1,3.3e-05,17.247705,[  7 129] ; [ 69 264],[ 22.03837953 113.96162047] ; [ 53.96162047 279.03837953],1
v4,1,4.9e-05,16.496679,[111  23] ; [315  18],[122.23554604  11.76445396] ; [303.76445396  29.23554604],1
r2,1,9.3e-05,15.28189,[111  20] ; [314  15],[121.0326087   9.9673913] ; [303.9673913  25.0326087],1
d5,1,9.8e-05,15.180422,[93 43] ; [280  52],[108.39316239  27.60683761] ; [264.60683761  67.39316239],1
d4,1,0.000535,11.988061,[93 43] ; [275  57],[106.94017094  29.05982906] ; [261.05982906  70.94017094],1
u3,1,0.000579,11.843289,[12 33] ; [57 42],[21.5625 23.4375] ; [47.4375 51.5625],1
d1,1,0.000737,11.39323,[61 75] ; [206 127],[77.42430704 58.57569296] ; [189.57569296 143.42430704],1
b5,1,0.001949,9.596518,[69 67] ; [220 113],[83.80383795 52.19616205] ; [205.19616205 127.80383795],0
p4,1,0.002748,8.967867,[60 73] ; [201 132],[74.49141631 58.50858369] ; [186.50858369 146.49141631],0
p11,1,0.004863,7.929554,[96 40] ; [274  59],[107.29211087  28.70788913] ; [262.70788913  70.29211087],0
b1,1,0.012086,6.298197,[66 70] ; [120 213],[53.93603412 82.06396588] ; [132.06396588 200.93603412],0
a5,1,0.012914,6.180828,[88 48] ; [253  80],[98.88272921 37.11727079] ; [242.11727079  90.88272921],0
b4,1,0.013508,6.101326,[66 70] ; [203 130],[78.00426439 57.99573561] ; [190.99573561 142.00426439],0
v2,1,0.020485,5.370089,[58 71] ; [183 138],[69.08666667 59.91333333] ; [171.91333333 149.08666667],0
a8,1,0.021738,5.266623,[ 11 115] ; [ 52 247],[ 18.67764706 107.32235294] ; [ 44.32235294 254.67764706],0
p2,1,0.040461,4.198466,[97 35] ; [273  60],[105.03225806  26.96774194] ; [264.96774194  68.03225806],0
p7,1,0.040814,4.183739,[67 65] ; [200 127],[76.78431373 55.21568627] ; [190.21568627 136.78431373],0
u2,1,0.050362,3.829375,[18 27] ; [57 42],[23.4375 21.5625] ; [51.5625 47.4375],0
s7,1,0.0539,3.715781,[64 64] ; [126 189],[54.89841986 73.10158014] ; [135.10158014 179.89841986],0
p10,1,0.054512,3.69696,[93 39] ; [261  70],[100.92440605  31.07559395] ; [253.07559395  77.92440605],0
n6,1,0.064723,3.412028,[107  28] ; [286  46],[113.60813704  21.39186296] ; [279.39186296  52.60813704],0
n2,1,0.075092,3.168054,[24 19] ; [45 17],[28.25714286 14.74285714] ; [40.74285714 21.25714286],0
a4,1,0.152977,2.04231,[53 81] ; [155 176],[59.93978495 74.06021505] ; [148.06021505 182.93978495],0
b2,1,0.164018,1.936789,[41 56] ; [ 69 134],[35.56666667 61.43333333] ; [ 74.43333333 128.56666667],0
b3,1,0.164018,1.936789,[41 56] ; [ 69 134],[35.56666667 61.43333333] ; [ 74.43333333 128.56666667],0
v1,1,0.170655,1.877184,[60 73] ; [168 154],[66.64615385 66.35384615] ; [161.35384615 160.64615385],0
p8,1,0.175904,1.831896,[56 76] ; [162 166],[62.55652174 69.44347826] ; [155.44347826 172.55652174],0
p9,1,0.194885,1.680298,[100  33] ; [266  64],[105.13606911  27.86393089] ; [260.86393089  69.13606911],0
p5,1,0.207078,1.591741,[ 11 123] ; [ 17 314],[  8.0688172 125.9311828] ; [ 19.9311828 311.0688172],0
p3,1,0.209719,1.573364,[56 78] ; [160 172],[62.11158798 71.88841202] ; [153.88841202 178.11158798],0
s8,1,0.218504,1.514169,[57 79] ; [119 213],[51.14529915 84.85470085] ; [124.85470085 207.14529915],0
s4,1,0.221956,1.491681,[ 17 119] ; [ 29 301],[ 13.4248927 122.5751073] ; [ 32.5751073 297.4248927],0
s1,1,0.254354,1.299231,[  7 127] ; [ 10 320],[  4.90948276 129.09051724] ; [ 12.09051724 317.90948276],0
p6,1,0.275752,1.187907,[36 94] ; [109 222],[40.88937093 89.11062907] ; [104.11062907 226.88937093],0
s6,1,0.342623,0.900593,[72 63] ; [193 139],[76.60599572 58.39400428] ; [188.39400428 143.60599572],0
n3,1,0.352268,0.86527,[26 15] ; [44 17],[28.1372549 12.8627451] ; [41.8627451 19.1372549],0
a3,1,0.4309,0.620396,[91 45] ; [233  97],[94.55793991 41.44206009] ; [229.44206009 100.55793991],0
n1,1,0.466263,0.530819,[20 23] ; [24 37],[18.19230769 24.80769231] ; [25.80769231 35.19230769],0
v3,1,0.550756,0.355965,[54 76] ; [124 198],[51.19469027 78.80530973] ; [126.80530973 195.19469027],0
d2,1,0.552339,0.353143,[63 72] ; [165 167],[65.91006424 69.08993576] ; [162.08993576 169.91006424],0
n5,1,0.645376,0.211779,[111  25] ; [276  55],[112.70235546  23.29764454] ; [274.29764454  56.70235546],0
p12,1,0.658282,0.195618,[  7 126] ; [ 21 310],[  8.02586207 124.97413793] ; [ 19.97413793 311.02586207],0
s2,1,0.658543,0.195298,[51 85] ; [131 199],[53.11587983 82.88412017] ; [128.88412017 201.11587983],0
u4,1,0.757175,0.0956,[  3 133] ; [  9 324],[  3.47974414 132.52025586] ; [  8.52025586 324.47974414],0
a1,1,0.810409,0.057551,[  7 129] ; [ 19 314],[  7.53944563 128.46055437] ; [ 18.46055437 314.53944563],0
p1,1,0.820429,0.051526,[ 11 124] ; [ 25 307],[ 10.40685225 124.59314775] ; [ 25.59314775 306.40685225],0
s3,1,0.846883,0.037287,[66 67] ; [160 169],[65.06060606 67.93939394] ; [160.93939394 168.06060606],0
