Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.023342,5.142857,[ 3 18] ; [4 3],[ 5.25 15.75] ; [1.75 5.25],0
p6,1,0.035987,4.397744,[ 6 16] ; [5 2],[ 8.34482759 13.65517241] ; [2.65517241 4.34482759],0
v2,1,0.038807,4.269295,[ 9 13] ; [6 1],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
s2,1,0.038807,4.269295,[ 9 13] ; [6 1],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
s7,1,0.059894,3.540305,[ 5 15] ; [4 2],[ 6.92307692 13.07692308] ; [2.07692308 3.92307692],0
s6,1,0.080123,3.062402,[ 9 12] ; [5 1],[10.88888889 10.11111111] ; [3.11111111 2.88888889],0
d2,1,0.094714,2.792367,[11 11] ; [6 1],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
n6,1,0.138795,2.191263,[12 10] ; [6 1],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
p3,1,0.1593,1.98086,[ 9 13] ; [5 2],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
b2,1,0.163187,1.944444,[7 7] ; [1 5],[5.6 8.4] ; [2.4 3.6],0
b3,1,0.163187,1.944444,[7 7] ; [1 5],[5.6 8.4] ; [2.4 3.6],0
n5,1,0.196787,1.666063,[13  9] ; [6 1],[14.4137931  7.5862069] ; [4.5862069 2.4137931],0
p7,1,0.23099,1.434756,[10 12] ; [5 2],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
a7,1,0.23099,1.434756,[12 10] ; [2 5],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
s8,1,0.299328,1.077188,[ 5 17] ; [3 4],[ 6.06896552 15.93103448] ; [1.93103448 5.06896552],0
p2,1,0.320742,0.98592,[11 11] ; [5 2],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
b5,1,0.320742,0.98592,[11 11] ; [5 2],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
p4,1,0.330931,0.945251,[ 8 14] ; [4 3],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
s4,1,0.362232,0.830141,[ 3 19] ; [2 5],[ 3.79310345 18.20689655] ; [1.20689655 5.79310345],0
a3,1,0.366018,0.817138,[15  7] ; [6 1],[15.93103448  6.06896552] ; [5.06896552 1.93103448],0
r3,1,0.366018,0.817138,[15  7] ; [6 1],[15.93103448  6.06896552] ; [5.06896552 1.93103448],0
p12,1,0.396818,0.717949,[ 1 20] ; [1 6],[ 1.5 19.5] ; [0.5 6.5],0
a5,1,0.42956,0.624013,[12 10] ; [5 2],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
p10,1,0.42956,0.624013,[12 10] ; [5 2],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
d4,1,0.48432,0.489121,[16  6] ; [6 1],[16.68965517  5.31034483] ; [5.31034483 1.68965517],0
p9,1,0.55791,0.343336,[13  9] ; [5 2],[13.65517241  8.34482759] ; [4.34482759 2.65517241],0
r1,1,0.589876,0.290538,[10 12] ; [4 3],[10.62068966 11.37931034] ; [3.37931034 3.62068966],0
a6,1,0.589876,0.290538,[12 10] ; [3 4],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
a4,1,0.592516,0.286432,[ 7 15] ; [3 4],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
b4,1,0.592516,0.286432,[15  7] ; [4 3],[14.4137931  7.5862069] ; [4.5862069 2.4137931],0
a8,1,0.594853,0.282828,[ 5 16] ; [1 6],[ 4.5 16.5] ; [1.5 5.5],0
d5,1,0.705591,0.14272,[14  8] ; [5 2],[14.4137931  7.5862069] ; [4.5862069 2.4137931],0
p11,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
d1,1,0.741854,0.108503,[11 11] ; [4 3],[11.37931034 10.62068966] ; [3.62068966 3.37931034],0
r2,1,0.815276,0.054581,[14  7] ; [5 2],[14.25  6.75] ; [4.75 2.25],0
s5,1,0.82176,0.050752,[ 6 15] ; [2 4],[ 6.22222222 14.77777778] ; [1.77777778 4.22222222],0
d3,1,0.904201,0.014486,[12 10] ; [4 3],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
r4,1,0.927375,0.008308,[ 9 13] ; [3 4],[ 9.10344828 12.89655172] ; [2.89655172 4.10344828],0
b1,1,0.927375,0.008308,[13  9] ; [4 3],[12.89655172  9.10344828] ; [4.10344828 2.89655172],0
p8,1,0.943206,0.005075,[ 6 14] ; [2 5],[ 5.92592593 14.07407407] ; [2.07407407 4.92592593],0
s1,1,0.965387,0.001883,[ 3 19] ; [1 6],[ 3.03448276 18.96551724] ; [0.96551724 6.03448276],0
