Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,47.057807,[105  45] ; [20 65],[79.78723404 70.21276596] ; [45.21276596 39.78723404],1
p3,1,0.0,32.657374,[100  54] ; [22 62],[78.94117647 75.05882353] ; [43.05882353 40.94117647],1
p6,1,2e-06,22.721303,[63 87] ; [10 74],[ 46.79487179 103.20512821] ; [26.20512821 57.79487179],1
p2,1,1.7e-05,18.544011,[138  16] ; [57 28],[125.64853556  28.35146444] ; [69.35146444 15.64853556],1
p4,1,3.3e-05,17.256498,[102  51] ; [33 52],[86.78571429 66.21428571] ; [48.21428571 36.78571429],1
p10,1,0.000706,11.473763,[129  23] ; [56 29],[118.64978903  33.35021097] ; [66.35021097 18.64978903],1
p9,1,0.000936,10.95041,[135  19] ; [59 25],[125.52941176  28.47058824] ; [68.47058824 15.52941176],1
n4,1,0.00127,10.385295,[126  29] ; [53 32],[115.60416667  39.39583333] ; [63.39583333 21.60416667],0
n5,1,0.001892,9.651049,[117  38] ; [47 37],[106.35983264  48.64016736] ; [57.64016736 26.35983264],0
p11,1,0.002023,9.528623,[136  19] ; [61 24],[127.22916667  27.77083333] ; [69.77083333 15.22916667],0
r4,1,0.005328,7.76471,[143  12] ; [68 17],[136.27083333  18.72916667] ; [74.72916667 10.27083333],0
v4,1,0.009208,6.782031,[148   6] ; [74 11],[143.0460251  10.9539749] ; [78.9539749  6.0460251],0
s8,1,0.017092,5.686851,[ 47 107] ; [14 71],[ 39.30543933 114.69456067] ; [21.69456067 63.30543933],0
p5,1,0.017503,5.645206,[ 23 132] ; [ 4 81],[ 17.4375 137.5625] ; [ 9.5625 75.4375],0
v1,1,0.019359,5.468791,[102  51] ; [43 41],[93.60759494 59.39240506] ; [51.39240506 32.60759494],0
a8,1,0.042695,4.107444,[ 19 116] ; [ 4 74],[ 14.57746479 120.42253521] ; [ 8.42253521 69.57746479],0
s7,1,0.089963,2.875043,[ 46 100] ; [17 64],[ 40.51982379 105.48017621] ; [22.48017621 58.51982379],0
s5,1,0.098545,2.728935,[ 37 117] ; [12 69],[ 32.1106383 121.8893617] ; [16.8893617 64.1106383],0
v3,1,0.10959,2.56013,[82 69] ; [36 47],[76.14529915 74.85470085] ; [41.85470085 41.14529915],0
n3,1,0.1115,2.532833,[23  4] ; [18  9],[20.5  6.5] ; [20.5  6.5],0
b3,1,0.133257,2.254144,[35 68] ; [22 25],[39.14 63.86] ; [17.86 29.14],0
b2,1,0.133257,2.254144,[35 68] ; [22 25],[39.14 63.86] ; [17.86 29.14],0
a3,1,0.162114,1.9544,[117  38] ; [57 28],[112.375  42.625] ; [61.625 23.375],0
r3,1,0.191113,1.709014,[151   4] ; [79  5],[149.16317992   5.83682008] ; [80.83682008  3.16317992],0
r1,1,0.203526,1.616892,[129  26] ; [65 20],[125.29166667  29.70833333] ; [68.70833333 16.29166667],0
b1,1,0.20952,1.574741,[60 95] ; [26 59],[55.54166667 99.45833333] ; [30.45833333 54.54166667],0
n6,1,0.233354,1.420298,[130  25] ; [66 19],[126.58333333  28.41666667] ; [69.41666667 15.58333333],0
a5,1,0.273198,1.200621,[116  39] ; [58 27],[112.375  42.625] ; [61.625 23.375],0
s6,1,0.346178,0.887416,[75 79] ; [36 49],[71.52301255 82.47698745] ; [39.47698745 45.52301255],0
b4,1,0.349601,0.874904,[87 68] ; [53 32],[90.41666667 64.58333333] ; [49.58333333 35.41666667],0
u1,1,0.359565,0.839411,[ 25 130] ; [10 75],[ 22.60416667 132.39583333] ; [12.39583333 72.60416667],0
n1,1,0.36205,0.830769,[ 9 18] ; [ 6 21],[ 7.5 19.5] ; [ 7.5 19.5],0
a7,1,0.389887,0.739295,[114  41] ; [66 18],[116.73640167  38.26359833] ; [63.26359833 20.73640167],0
r2,1,0.422859,0.642355,[141  10] ; [76  8],[139.43404255  11.56595745] ; [77.56595745  6.43404255],0
p12,1,0.426674,0.631858,[  9 144] ; [ 3 82],[  7.71428571 145.28571429] ; [ 4.28571429 80.71428571],0
a6,1,0.472824,0.515368,[110  45] ; [64 21],[112.375  42.625] ; [61.625 23.375],0
a1,1,0.476077,0.507837,[  6 149] ; [ 5 80],[  7.10416667 147.89583333] ; [ 3.89583333 81.10416667],0
a2,1,0.496196,0.463062,[ 35 120] ; [16 69],[ 32.9375 122.0625] ; [18.0625 66.9375],0
d5,1,0.5054,0.443579,[126  29] ; [72 13],[127.875  27.125] ; [70.125 14.875],0
s1,1,0.5348,0.385263,[  2 152] ; [ 2 82],[  2.58823529 151.41176471] ; [ 1.41176471 82.58823529],0
n2,1,0.551149,0.355263,[20  7] ; [18  9],[19.  8.] ; [19.  8.],0
u2,1,0.569996,0.322689,[18 18] ; [16 12],[19.125 16.875] ; [14.875 13.125],0
d2,1,0.593979,0.284173,[72 83] ; [36 48],[70.041841 84.958159] ; [37.958159 46.041841],0
u3,1,0.618402,0.24812,[20 18] ; [13 15],[19. 19.] ; [14. 14.],0
s3,1,0.670456,0.18107,[ 34 118] ; [17 68],[ 32.70886076 119.29113924] ; [18.29113924 66.70886076],0
d4,1,0.69464,0.154108,[126  29] ; [70 14],[127.11297071  27.88702929] ; [68.88702929 15.11297071],0
b5,1,0.698139,0.150415,[89 66] ; [51 34],[90.41666667 64.58333333] ; [49.58333333 35.41666667],0
p1,1,0.847618,0.036925,[ 12 143] ; [ 6 79],[ 11.625 143.375] ; [ 6.375 78.625],0
d3,1,0.866786,0.028137,[111  44] ; [60 25],[110.4375  44.5625] ; [60.5625 24.4375],0
d1,1,0.896043,0.017073,[88 67] ; [49 36],[88.47916667 66.52083333] ; [48.52083333 36.47916667],0
s4,1,0.90013,0.015749,[ 14 141] ; [ 8 76],[ 14.26778243 140.73221757] ; [ 7.73221757 76.26778243],0
u4,1,0.939478,0.005765,[  2 153] ; [ 1 84],[  1.9375 153.0625] ; [ 1.0625 83.9375],0
a4,1,0.98265,0.000473,[65 89] ; [36 49],[65.07949791 88.92050209] ; [35.92050209 49.07949791],0
