Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.069786,[37 30] ; [10 67],[21.86805556 45.13194444] ; [25.13194444 51.86805556],1
v1,1,0.000715,11.449624,[39 26] ; [24 52],[29.04255319 35.95744681] ; [33.95744681 42.04255319],1
r1,1,0.00279,8.939955,[56 11] ; [47 30],[47.92361111 19.07638889] ; [55.07638889 21.92361111],0
a3,1,0.003971,8.297087,[45 21] ; [34 43],[36.46153846 29.53846154] ; [42.53846154 34.46153846],0
a7,1,0.014648,5.958333,[49 17] ; [42 35],[42. 24.] ; [49. 28.],0
p3,1,0.017601,5.635449,[33 32] ; [24 53],[26.0915493 38.9084507] ; [30.9084507 46.0915493],0
r3,1,0.047319,3.933998,[65  2] ; [67  9],[61.84615385  5.15384615] ; [70.15384615  5.84615385],0
d3,1,0.049322,3.864364,[33 33] ; [26 51],[27.23076923 38.76923077] ; [31.76923077 45.23076923],0
p8,1,0.05541,3.669712,[40 25] ; [34 41],[34.35714286 30.64285714] ; [39.64285714 35.35714286],0
n5,1,0.067884,3.333448,[51 15] ; [48 28],[46.01408451 19.98591549] ; [52.98591549 23.01408451],0
a6,1,0.068993,3.306828,[45 21] ; [41 36],[39.69230769 26.30769231] ; [46.30769231 30.69230769],0
n4,1,0.102828,2.661125,[48 18] ; [46 31],[43.38461538 22.61538462] ; [50.61538462 26.38461538],0
b5,1,0.118428,2.437992,[34 33] ; [49 28],[38.61805556 28.38194444] ; [44.38194444 32.61805556],0
n6,1,0.127284,2.325316,[58  9] ; [59 18],[54.4375 12.5625] ; [62.5625 14.4375],0
p12,1,0.127571,2.32182,[ 8 56] ; [ 4 72],[ 5.48571429 58.51428571] ; [ 6.51428571 69.48571429],0
a5,1,0.13329,2.253762,[40 26] ; [37 40],[35.53846154 30.46153846] ; [41.46153846 35.53846154],0
v4,1,0.136819,2.213378,[64  2] ; [70  7],[61.84615385  4.15384615] ; [72.15384615  4.84615385],0
s1,1,0.144312,2.131366,[ 1 63] ; [ 5 71],[ 2.74285714 61.25714286] ; [ 3.25714286 72.74285714],0
p7,1,0.147264,2.100363,[42 22] ; [39 34],[37.83941606 26.16058394] ; [43.16058394 29.83941606],0
r2,1,0.171142,1.872908,[60  6] ; [64 13],[57.23076923  8.76923077] ; [66.76923077 10.23076923],0
p6,1,0.188736,1.72746,[25 40] ; [21 54],[21.35714286 43.64285714] ; [24.64285714 50.35714286],0
p10,1,0.217428,1.521263,[52 12] ; [55 21],[48.91428571 15.08571429] ; [58.08571429 17.91428571],0
r4,1,0.217969,1.51769,[59  8] ; [62 15],[56.29861111 10.70138889] ; [64.70138889 12.29861111],0
d1,1,0.375932,0.783963,[ 6 61] ; [ 4 73],[ 4.65277778 62.34722222] ; [ 5.34722222 71.65277778],0
b1,1,0.386587,0.749649,[30 37] ; [29 48],[27.45138889 39.54861111] ; [31.54861111 45.45138889],0
d2,1,0.390996,0.735842,[18 49] ; [16 61],[15.81944444 51.18055556] ; [18.18055556 58.81944444],0
b3,1,0.40884,0.682171,[15 30] ; [18 25],[16.875 28.125] ; [16.125 26.875],0
b2,1,0.40884,0.682171,[15 30] ; [18 25],[16.875 28.125] ; [16.125 26.875],0
p9,1,0.410689,0.676806,[54 10] ; [60 16],[52.11428571 11.88571429] ; [61.88571429 14.11428571],0
n1,1,0.429195,0.625,[3 9] ; [ 7 11],[4. 8.] ; [ 6. 12.],0
s4,1,0.441784,0.591644,[11 54] ; [17 60],[12.81690141 52.18309859] ; [15.18309859 61.81690141],0
p2,1,0.457388,0.552279,[50 15] ; [55 22],[48.06338028 16.93661972] ; [56.93661972 20.06338028],0
n2,1,0.480868,0.496894,[10  2] ; [13  5],[9.2 2.8] ; [13.8  4.2],0
b4,1,0.481148,0.49626,[43 24] ; [45 32],[40.94444444 26.05555556] ; [47.05555556 29.94444444],0
a1,1,0.508039,0.438103,[ 2 65] ; [ 4 73],[ 2.79166667 64.20833333] ; [ 3.20833333 73.79166667],0
s8,1,0.547732,0.361397,[24 42] ; [24 52],[22.30985915 43.69014085] ; [25.69014085 50.30985915],0
s7,1,0.616046,0.251464,[26 35] ; [28 45],[24.58208955 36.41791045] ; [29.41791045 43.58208955],0
a8,1,0.625204,0.238621,[ 6 56] ; [ 9 64],[ 6.88888889 55.11111111] ; [ 8.11111111 64.88888889],0
s6,1,0.627694,0.235201,[36 29] ; [44 30],[37.41007194 27.58992806] ; [42.58992806 31.41007194],0
s2,1,0.646934,0.209787,[29 36] ; [31 45],[27.65957447 37.34042553] ; [32.34042553 43.65957447],0
n3,1,0.661003,0.192308,[10  2] ; [16  2],[10.4  1.6] ; [15.6  2.4],0
p1,1,0.682398,0.167439,[10 55] ; [10 67],[ 9.15492958 55.84507042] ; [10.84507042 66.15492958],0
d4,1,0.698503,0.150034,[33 33] ; [41 36],[34.15384615 31.84615385] ; [39.84615385 37.15384615],0
s5,1,0.722644,0.125973,[17 46] ; [22 52],[17.93430657 45.06569343] ; [21.06569343 52.93430657],0
a4,1,0.725098,0.123661,[14 52] ; [18 58],[14.87323944 51.12676056] ; [17.12676056 58.87323944],0
u3,1,0.789898,0.070992,[11 11] ; [23 20],[11.50769231 10.49230769] ; [22.49230769 20.50769231],0
u2,1,0.796122,0.066755,[12 10] ; [22 21],[11.50769231 10.49230769] ; [22.49230769 20.50769231],0
u1,1,0.861722,0.03034,[ 3 64] ; [ 3 74],[ 2.79166667 64.20833333] ; [ 3.20833333 73.79166667],0
p4,1,0.922572,0.009447,[30 34] ; [35 41],[29.71428571 34.28571429] ; [35.28571429 40.71428571],0
p5,1,0.932553,0.007163,[ 8 57] ; [ 9 67],[ 7.83687943 57.16312057] ; [ 9.16312057 66.83687943],0
s3,1,0.958965,0.002647,[33 31] ; [39 36],[33.15107914 30.84892086] ; [38.84892086 36.15107914],0
a2,1,0.977392,0.000803,[ 6 61] ; [ 7 70],[ 6.04861111 60.95138889] ; [ 6.95138889 70.04861111],0
