Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2e-06,22.52447,[38 69] ; [356 235],[60.3982808 46.6017192] ; [333.6017192 257.3982808],1
r3,1,0.000453,12.299973,[95 11] ; [578  18],[101.62108262   4.37891738] ; [571.37891738  24.62108262],1
n5,1,0.0005,12.114542,[70 36] ; [483 113],[83.5014245 22.4985755] ; [469.4985755 126.5014245],1
p3,1,0.001722,9.824584,[42 64] ; [336 263],[56.83404255 49.16595745] ; [321.16595745 277.83404255],0
n4,1,0.002182,9.389489,[72 35] ; [483 117],[83.99575672 23.00424328] ; [471.00424328 128.99575672],0
p7,1,0.004955,7.895667,[58 47] ; [405 180],[70.45652174 34.54347826] ; [392.54347826 192.45652174],0
p2,1,0.006268,7.471599,[83 23] ; [526  71],[91.82645804 14.17354196] ; [517.17354196  79.82645804],0
n6,1,0.007031,7.265045,[83 22] ; [528  68],[91.5192582 13.4807418] ; [519.4807418  76.5192582],0
p4,1,0.010227,6.594879,[56 51] ; [390 207],[67.78693182 39.21306818] ; [378.21306818 218.78693182],0
b1,1,0.014265,6.004991,[49 58] ; [201 399],[37.83592645 69.16407355] ; [212.16407355 387.83592645],0
p12,1,0.057953,3.595007,[  5 102] ; [ 63 534],[10.33522727 96.66477273] ; [ 57.66477273 539.33522727],0
v4,1,0.059496,3.551371,[99  8] ; [573  21],[102.57346648   4.42653352] ; [569.42653352  24.57346648],0
s1,1,0.060546,3.522365,[  6 100] ; [ 14 579],[  3.03290415 102.96709585] ; [ 16.96709585 576.03290415],0
u2,1,0.064567,3.416008,[16 19] ; [99 59],[20.85492228 14.14507772] ; [94.14507772 63.85492228],0
a5,1,0.080999,3.044738,[74 33] ; [462 138],[81.12022631 25.87977369] ; [454.87977369 145.12022631],0
s2,1,0.083218,3.000901,[66 41] ; [312 281],[57.78 49.22] ; [320.22 272.78],0
p5,1,0.090714,2.861653,[ 9 97] ; [ 87 508],[14.51640514 91.48359486] ; [ 81.48359486 513.51640514],0
r4,1,0.114616,2.489391,[93 14] ; [550  50],[97.31400283  9.68599717] ; [545.68599717  54.31400283],0
s4,1,0.116584,2.462618,[25 82] ; [101 492],[19.26 87.74] ; [106.74 486.26],0
b5,1,0.135052,2.233449,[71 36] ; [352 248],[64.01838755 42.98161245] ; [358.98161245 241.01838755],0
s5,1,0.137273,2.20827,[43 56] ; [206 372],[36.41211226 62.58788774] ; [212.58788774 365.41211226],0
a3,1,0.157487,1.998188,[71 35] ; [441 158],[76.98156028 29.01843972] ; [435.01843972 163.98156028],0
v1,1,0.163511,1.941455,[55 52] ; [339 239],[61.54452555 45.45547445] ; [332.45547445 245.54452555],0
b2,1,0.172801,1.858474,[14 32] ; [152 220],[18.26794258 27.73205742] ; [147.73205742 224.26794258],0
