Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000473,12.218801,[17 16] ; [79 17],[24.55813953  8.44186047] ; [71.44186047 24.55813953],1
p9,1,0.000743,11.377778,[21 11] ; [87  9],[27.  5.] ; [81. 15.],1
p10,1,0.001528,10.0448,[21 11] ; [86 10],[26.75  5.25] ; [80.25 15.75],0
n4,1,0.014484,5.978185,[16 17] ; [69 27],[21.74418605 11.25581395] ; [63.25581395 32.74418605],0
p8,1,0.029601,4.732303,[14 18] ; [61 32],[19.2 12.8] ; [55.8 37.2],0
n6,1,0.048415,3.895538,[23 10] ; [81 14],[26.8125  6.1875] ; [77.1875 17.8125],0
p7,1,0.051887,3.779419,[19 13] ; [71 21],[23.22580645  8.77419355] ; [66.77419355 25.22580645],0
s6,1,0.053923,3.715079,[22  9] ; [81 13],[25.544  5.456] ; [77.456 16.544],0
s7,1,0.131228,2.277923,[16 15] ; [64 32],[19.52755906 11.47244094] ; [60.47244094 35.52755906],0
r3,1,0.231776,1.429932,[27  4] ; [90  6],[28.55905512  2.44094488] ; [88.44094488  7.55905512],0
d4,1,0.237398,1.39598,[24  9] ; [79 17],[26.34883721  6.65116279] ; [76.65116279 19.34883721],0
v3,1,0.244376,1.35517,[ 7 26] ; [30 64],[ 9.61417323 23.38582677] ; [27.38582677 66.61417323],0
a7,1,0.264018,1.247563,[25  7] ; [65 31],[22.5  9.5] ; [67.5 28.5],0
b1,1,0.292082,1.11,[14 19] ; [31 65],[11.51162791 21.48837209] ; [33.48837209 62.51162791],0
n2,1,0.332922,0.9375,[7 3] ; [17  3],[8. 2.] ; [16.  4.],0
b5,1,0.360161,0.837331,[18 15] ; [61 35],[20.20930233 12.79069767] ; [58.79069767 37.20930233],0
u2,1,0.379235,0.773182,[5 7] ; [17 13],[6.28571429 5.71428571] ; [15.71428571 14.28571429],0
s8,1,0.392925,0.72987,[14 19] ; [49 47],[16.11627907 16.88372093] ; [46.88372093 49.11627907],0
d1,1,0.430932,0.62031,[17 16] ; [57 39],[18.93023256 14.06976744] ; [55.06976744 40.93023256],0
p3,1,0.439856,0.596657,[16 17] ; [54 42],[17.90697674 15.09302326] ; [52.09302326 43.90697674],0
d2,1,0.439856,0.596657,[17 16] ; [42 54],[15.09302326 17.90697674] ; [43.90697674 52.09302326],0
p6,1,0.444406,0.584879,[13 19] ; [46 49],[14.86614173 17.13385827] ; [44.13385827 50.86614173],0
p4,1,0.457834,0.551186,[20 13] ; [65 31],[21.74418605 11.25581395] ; [63.25581395 32.74418605],0
v4,1,0.458412,0.549769,[31  2] ; [92  3],[31.7109375  1.2890625] ; [91.2890625  3.7109375],0
s3,1,0.490642,0.475118,[23 10] ; [72 23],[24.4921875  8.5078125] ; [70.5078125 24.4921875],0
a5,1,0.512407,0.429148,[21 12] ; [67 29],[22.51162791 10.48837209] ; [65.48837209 30.51162791],0
d5,1,0.519826,0.414239,[27  5] ; [76 20],[25.75  6.25] ; [77.25 18.75],0
r1,1,0.550841,0.355812,[23 10] ; [72 24],[24.30232558  8.69767442] ; [70.69767442 25.30232558],0
v1,1,0.552029,0.353694,[14 19] ; [46 49],[15.46875 17.53125] ; [44.53125 50.46875],0
n1,1,0.559305,0.340909,[2 8] ; [ 6 14],[2.66666667 7.33333333] ; [ 5.33333333 14.66666667],0
a2,1,0.56923,0.323972,[ 6 27] ; [22 74],[ 7.1627907 25.8372093] ; [20.8372093 75.1627907],0
a3,1,0.588649,0.29246,[21 12] ; [66 30],[22.25581395 10.74418605] ; [64.74418605 31.25581395],0
b2,1,0.599737,0.275392,[ 2 10] ; [13 42],[2.68656716 9.31343284] ; [12.31343284 42.68656716],0
b3,1,0.599737,0.275392,[ 2 10] ; [13 42],[2.68656716 9.31343284] ; [12.31343284 42.68656716],0
p12,1,0.608277,0.262692,[ 1 32] ; [ 5 91],[ 1.53488372 31.46511628] ; [ 4.46511628 91.53488372],0
a8,1,0.644151,0.213354,[ 1 28] ; [ 5 84],[ 1.47457627 27.52542373] ; [ 4.52542373 84.47457627],0
a6,1,0.668605,0.183239,[21 12] ; [65 31],[22. 11.] ; [64. 32.],0
r2,1,0.703718,0.144633,[30  2] ; [88  8],[29.5  2.5] ; [88.5  7.5],0
d3,1,0.720827,0.127702,[25  7] ; [72 24],[24.25  7.75] ; [72.75 23.25],0
r4,1,0.724743,0.123993,[29  4] ; [82 14],[28.39534884  4.60465116] ; [82.60465116 13.39534884],0
p1,1,0.73881,0.111175,[ 3 30] ; [ 7 89],[ 2.55813953 30.44186047] ; [ 7.44186047 88.55813953],0
u1,1,0.757564,0.095284,[ 7 26] ; [18 78],[ 6.39534884 26.60465116] ; [18.60465116 77.39534884],0
n3,1,0.760188,0.093168,[8 2] ; [15  5],[7.66666667 2.33333333] ; [15.33333333  4.66666667],0
s5,1,0.831139,0.045472,[14 15] ; [46 45],[14.5 14.5] ; [45.5 45.5],0
s2,1,0.837217,0.042212,[23 10] ; [68 27],[23.4609375  9.5390625] ; [67.5390625 27.4609375],0
v2,1,0.848649,0.036421,[13 19] ; [40 54],[13.46031746 18.53968254] ; [39.53968254 54.46031746],0
a4,1,0.856186,0.032845,[14 19] ; [39 57],[13.55813953 19.44186047] ; [39.44186047 56.55813953],0
b4,1,0.856186,0.032845,[19 14] ; [57 39],[19.44186047 13.55813953] ; [56.55813953 39.44186047],0
u3,1,0.920813,0.009882,[7 5] ; [18 12],[7.14285714 4.85714286] ; [17.85714286 12.14285714],0
p5,1,0.961343,0.002349,[ 3 30] ; [ 9 87],[ 3.06976744 29.93023256] ; [ 8.93023256 87.06976744],0
