Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000104,15.064107,[ 2 11] ; [31 10],[7.94444444 5.05555556] ; [25.05555556 15.94444444],1
u3,1,0.007412,7.17037,[5 1] ; [ 4 14],[2.25 3.75] ; [ 6.75 11.25],0
n6,1,0.010311,6.580335,[ 2 11] ; [23 18],[6.01851852 6.98148148] ; [18.98148148 22.01851852],0
u2,1,0.016827,5.714286,[5 1] ; [ 5 13],[2.5 3.5] ; [ 7.5 10.5],0
d4,1,0.017173,5.678556,[10  3] ; [16 25],[6.25925926 6.74074074] ; [19.74074074 21.25925926],0
d3,1,0.054544,3.695963,[8 5] ; [13 28],[5.05555556 7.94444444] ; [15.94444444 25.05555556],0
n1,1,0.099966,2.706083,[1 5] ; [14 12],[2.8125 3.1875] ; [12.1875 13.8125],0
a5,1,0.1115,2.532833,[4 9] ; [23 18],[6.5 6.5] ; [20.5 20.5],0
b1,1,0.136872,2.212775,[10  3] ; [22 19],[7.7037037 5.2962963] ; [24.2962963 16.7037037],0
n2,1,0.149613,2.076196,[2 4] ; [17  9],[3.5625 2.4375] ; [15.4375 10.5625],0
d2,1,0.160329,1.97112,[ 3 10] ; [18 22],[5.1509434 7.8490566] ; [15.8490566 24.1509434],0
a6,1,0.197565,1.660281,[4 9] ; [21 20],[6.01851852 6.98148148] ; [18.98148148 22.01851852],0
r2,1,0.222836,1.486014,[6 6] ; [27 12],[7.76470588 4.23529412] ; [25.23529412 13.76470588],0
s2,1,0.248811,1.329968,[ 1 12] ; [ 9 32],[ 2.40740741 10.59259259] ; [ 7.59259259 33.40740741],0
p6,1,0.304534,1.054235,[ 1 12] ; [ 8 32],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
s5,1,0.304534,1.054235,[ 1 12] ; [ 8 32],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
s3,1,0.338423,0.916394,[ 2 10] ; [12 27],[3.29411765 8.70588235] ; [10.70588235 28.29411765],0
p2,1,0.341902,0.903288,[6 7] ; [13 28],[4.57407407 8.42592593] ; [14.42592593 26.57407407],0
a7,1,0.346343,0.886811,[7 6] ; [16 25],[5.53703704 7.46296296] ; [17.46296296 23.53703704],0
d5,1,0.422444,0.643507,[8 5] ; [20 21],[6.74074074 6.25925926] ; [21.25925926 19.74074074],0
p11,1,0.423515,0.64054,[5 8] ; [11 30],[3.85185185 9.14814815] ; [12.14814815 28.85185185],0
b5,1,0.433681,0.612946,[7 6] ; [17 24],[5.77777778 7.22222222] ; [18.22222222 22.77777778],0
p10,1,0.471056,0.519499,[6 7] ; [14 26],[4.90566038 8.09433962] ; [15.09433962 24.90566038],0
p4,1,0.471738,0.517902,[ 2 11] ; [10 30],[ 2.94339623 10.05660377] ; [ 9.05660377 30.94339623],0
r4,1,0.516153,0.421574,[ 1 12] ; [ 6 35],[ 1.68518519 11.31481481] ; [ 5.31481481 35.68518519],0
v4,1,0.537467,0.380254,[7 6] ; [26 15],[7.94444444 5.05555556] ; [25.05555556 15.94444444],0
v1,1,0.647443,0.20914,[4 9] ; [10 31],[3.37037037 9.62962963] ; [10.62962963 30.37037037],0
p1,1,0.652609,0.202627,[ 1 12] ; [ 5 36],[ 1.44444444 11.55555556] ; [ 4.55555556 36.44444444],0
s1,1,0.652609,0.202627,[ 1 12] ; [ 5 36],[ 1.44444444 11.55555556] ; [ 4.55555556 36.44444444],0
s6,1,0.664086,0.188599,[ 3 10] ; [12 29],[3.61111111 9.38888889] ; [11.38888889 29.61111111],0
b4,1,0.729576,0.119501,[8 5] ; [23 18],[7.46296296 5.53703704] ; [23.53703704 17.46296296],0
p7,1,0.741032,0.109222,[3 9] ; [ 8 31],[2.58823529 9.41176471] ; [ 8.41176471 30.58823529],0
a3,1,0.745851,0.105051,[7 6] ; [23 16],[7.5 5.5] ; [22.5 16.5],0
a2,1,0.765458,0.088996,[ 2 11] ; [ 5 36],[ 1.68518519 11.31481481] ; [ 5.31481481 35.68518519],0
r1,1,0.776495,0.080594,[5 8] ; [14 27],[4.57407407 8.42592593] ; [14.42592593 26.57407407],0
s4,1,0.780958,0.077324,[ 3 10] ; [ 8 33],[ 2.64814815 10.35185185] ; [ 8.35185185 32.64814815],0
v3,1,0.780958,0.077324,[ 3 10] ; [ 8 33],[ 2.64814815 10.35185185] ; [ 8.35185185 32.64814815],0
d1,1,0.782272,0.076375,[4 9] ; [11 30],[3.61111111 9.38888889] ; [11.38888889 29.61111111],0
n3,1,0.790848,0.070336,[3 3] ; [11 14],[2.70967742 3.29032258] ; [11.29032258 13.70967742],0
s7,1,0.827768,0.047334,[3 9] ; [11 28],[3.29411765 8.70588235] ; [10.70588235 28.29411765],0
v2,1,0.859921,0.031143,[ 2 11] ; [ 7 33],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
s8,1,0.886806,0.020263,[ 2 11] ; [ 7 34],[ 2.16666667 10.83333333] ; [ 6.83333333 34.16666667],0
p8,1,0.888658,0.019601,[ 3 10] ; [10 30],[3.18867925 9.81132075] ; [ 9.81132075 30.18867925],0
p9,1,0.948556,0.004163,[5 8] ; [15 23],[5.09803922 7.90196078] ; [14.90196078 23.09803922],0
b2,1,0.964419,0.00199,[3 4] ; [13 18],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
b3,1,0.964419,0.00199,[3 4] ; [13 18],[2.94736842 4.05263158] ; [13.05263158 17.94736842],0
a4,1,1.0,0.0,[5 8] ; [15 24],[5. 8.] ; [15. 24.],0
